index,facility_name,source_facility_type,odhf_facility_type,provider,unit,street_no,street_name,postal_code,city,province,source_format_str_address,CSDname,CSDuid,Pruid,latitude,longitude
3246,conmed health care group ó crescent park lodge,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,L2A5M5,fort erie,on,,Fort Erie,,35,,
3247,conmed health care group ó maple park lodge,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,L2A5M5,fort erie,on,,Fort Erie,,35,,
3248,conmed health care group ó millennium trail manor,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,L2E6S5,niagara falls,on,,Niagara Falls,,35,,
3249,conmed health care group ó northview nursing home,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,P0J1H0,englehart,on,,Englehart,,35,,
3250,conmed health care group ó oakwood park lodge,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,L2E6S5,niagara falls,on,,Niagara Falls,,35,,
3251,conmed health care group ó valley park lodge,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,L2E7E3,niagara falls,on,,Niagara Falls,,35,,
3252,connexion family health team,family health team - contract,Ambulatory health care services,Province of Ontario,,5307,canotek road,K1J9M2,ottawa,on,,Ottawa,3506008,35,45.45294156,-75.5878435
3253,constitution place,retirement home,Nursing and residential care facilities,Province of Ontario,,3051,constitution boulevard,L4Y2Z1,mississauga,on,,Mississauga,3521005,35,43.60446857,-79.59239015
3254,consumer/survivor initiative of niagara,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,36,page street,L2R4A7,st catharines,on,,St. Catharines,3526053,35,43.16570951,-79.23331029
3255,conway opportunity homes,community support service,Ambulatory health care services,Province of Ontario,,71,sanford avenue n,L8L8G6,hamilton,on,,Hamilton,3525005,35,43.25335049,-79.8459646
3256,cooksville care centre,long-term care home,Nursing and residential care facilities,Province of Ontario,,55,the queensway w,L5B1B5,mississauga,on,,Mississauga,3521005,35,43.57334286,-79.60968605
3257,copernicus lodge,long-term care home,Nursing and residential care facilities,Province of Ontario,,66,roncesvalles avenue,M6R3A7,toronto,on,,Toronto,3520005,35,43.64020808,-79.447311
3258,copper terrace,long-term care home,Nursing and residential care facilities,Province of Ontario,,91,tecumseh road,N7M1B3,chatham-kent,on,,Chatham-Kent,3536020,35,42.39831463,-82.20038906
3259,cornwall community hospital,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,555,main street s,K0C1A0,alexandria,on,,North Glengarry,3501050,35,45.29800098,-74.62656227
3260,cornwall community hospital - mcconnell ave.,general,Hospitals,Public Health Agency of Canada,,840,mcconnell ave,K6H5S5,cornwall,on,840 mcconnell ave. cornwall on k6h 5s5,Cornwall,3501012,35,45.029921,-74.718312
3261,cornwall community hospital ó mcconnell avenue site,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,K6H5S5,cornwall,on,,Cornwall,,35,,
3262,corporation of county of elgin,community support service,Ambulatory health care services,Province of Ontario,,450,sunset drive,N5R5V1,saint thomas,on,,Central Elgin,3534020,35,42.73878874,-81.19297157
3263,corporation of the city of cambridge,community support service,Ambulatory health care services,Province of Ontario,,50,dickson street,N1R5W8,cambridge,on,,Cambridge,3530010,35,43.36018659,-80.31241555
3264,corporation of the city of guelph,community support service,Ambulatory health care services,Province of Ontario,,1,carden street,N1H3A1,guelph,on,,Guelph,3523008,35,43.54331113,-80.24842765
3265,corporation of the city of kitchener,community support service,Ambulatory health care services,Province of Ontario,,35,weber street w,N2H3Z1,kitchener,on,,Kitchener,3530013,35,43.4524915,-80.48968472
3266,corporation of the city of london,community support service,Ambulatory health care services,Province of Ontario,,710,southdale road e,N6E1R8,london,on,,London,3539036,35,42.94410837,-81.2242039
3267,corporation of the city of st. thomas - valleyview home,community support service,Ambulatory health care services,Province of Ontario,,350,burwell road,N5P0A3,saint thomas,on,,St. Thomas,3534021,35,42.80412155,-81.15985057
3268,corporation of the city of thunder bay,community support service,Ambulatory health care services,Province of Ontario,,500,donald street,P7E5V3,thunder bay,on,,Thunder Bay,3558004,35,48.38205716,-89.24603366
3269,corporation of the city of timmins - golden manor,community support service,Ambulatory health care services,Province of Ontario,,481,melrose boulevard,P4N5H3,timmins,on,,Timmins,,35,48.48547,81.344354
3270,corporation of the city of waterloo (the),community support service,Ambulatory health care services,Province of Ontario,,100,regina street s,N2J4A8,waterloo,on,,Waterloo,3530016,35,43.4633725,-80.52036303
3271,corporation of the county of essex - victoria street manor/sun parlor home,community support service,Ambulatory health care services,Province of Ontario,,360,fairview avenue w,N8M1Y6,essex,on,,Essex,3537016,35,42.16099956,-82.82474203
3272,corporation of the county of perth,community support service,Ambulatory health care services,Province of Ontario,,1,huron street,N5A5S4,stratford,on,,Stratford,3531011,35,43.37149536,-80.98497737
3273,corporation of the town of halton hills (the),community support service,Ambulatory health care services,Province of Ontario,,1,halton hills drive,L7G5G2,halton hills,on,,Halton Hills,3524015,35,43.63825356,-79.93112266
3274,corporation of the town of st. marys - home support services,community support service,Ambulatory health care services,Province of Ontario,,317,james street s,N4X1B5,saint marys,on,,St. Marys,3531016,35,43.25156843,-81.1333145
3275,corporation of the township of schreiber,community support service,Ambulatory health care services,Province of Ontario,,608,winnipeg avenue,P0T2S0,schreiber,on,,Schreiber,3558051,35,48.80763085,-87.2661107
3276,corporation of the township of st. joseph,community support service,Ambulatory health care services,Province of Ontario,,1669,arthur street,P0R1J0,richards landing,on,,St. Joseph,3557008,35,46.28610668,-84.03357593
3277,cosmetic surgery hospital,general,Hospitals,Public Health Agency of Canada,,4650,hwy 7,L4L1S7,woodbridge,on,4650 hwy. 7 woodbridge on l4l 1s7,Vaughan,3519028,35,43.7833018,-79.578003
3278,costi immigrant services,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,1710,dufferin street,M6E3P2,toronto,on,,Toronto,3520005,35,43.67885409,-79.44368851
3279,cota health,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,425,sherbourne street,M4X1K5,toronto,on,,Toronto,3520005,35,43.66516559,-79.37364258
3280,cota health (toronto central lhin),community support service,Ambulatory health care services,Province of Ontario,,550,queen street e,M5A1V2,toronto,on,,Toronto,3520005,35,43.65746389,-79.35716348
3281,cottage country family health team,family health team - contract,Ambulatory health care services,Province of Ontario,,205,hiram street,P1L1T9,bracebridge,on,,Bracebridge,3544018,35,45.04606513,-79.31547339
3282,couchiching family health team,family health team - contract,Ambulatory health care services,Province of Ontario,,119,memorial,L3V5X1,orillia,on,,Orillia,3543052,35,44.60087235,-79.42736958
3283,couchiching first nation (css),community support service,Ambulatory health care services,Province of Ontario,,,rr 2,P9A3M3,fort frances,on,,Couchiching 16A,3559063,35,48.63423629,-93.35993155
3284,council for london seniors,community support service,Ambulatory health care services,Province of Ontario,,78,riverside drive,N6H1B4,london,on,,London,3539036,35,42.98258488,-81.26139442
3285,counselling centre of east algoma,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,1,industrial park road,P0R1B0,blind river,on,,Blind River,3557038,35,46.18248063,-82.93519797
3286,country estates retirement home,retirement home,Nursing and residential care facilities,Province of Ontario,,512,thunder bridge road,K9V4R1,kawartha lakes,on,,Kawartha Lakes,3516010,35,44.37744874,-78.76719105
3287,country haven retirement home,retirement home,Nursing and residential care facilities,Province of Ontario,,1387,beachburg road,K0J1C0,beachburg,on,,Whitewater Region,3547056,35,45.71888166,-76.85439195
3288,country home care services ltd.,retirement home,Nursing and residential care facilities,Province of Ontario,,12472,york durham line,L4A3L2,whitchurch-stouffville,on,,Whitchurch-Stouffville,3519044,35,43.98184135,-79.22502166
3289,country lane long term care residence,long-term care home,Nursing and residential care facilities,Province of Ontario,,317079,highway 6,N0H1G0,chatsworth,on,,Chatsworth,3542037,35,44.4657069,-80.9030782
3290,country manor retirement home,retirement home,Nursing and residential care facilities,Province of Ontario,,66,victoria street,N0M2N0,lambton shores,on,,Lambton Shores,3538040,35,43.16243938,-81.85244972
3291,country meadows retirement residence,retirement home,Nursing and residential care facilities,Province of Ontario,,6124,ana street,N0K1C0,brunner,on,,Perth East,3531030,35,43.52179349,-80.91997886
3292,country moments retirement home,retirement home,Nursing and residential care facilities,Province of Ontario,,185,lakewood park road,P1H1Y7,huntsville,on,,Huntsville,3544042,35,45.31887878,-79.24437549
3293,country roads community health centre,community health centre,Hospitals,Province of Ontario,,4319,cove road,K0G1V0,portland,on,,Rideau Lakes,3507040,35,44.69431581,-76.19447194
3294,country terrace,long-term care home,Nursing and residential care facilities,Province of Ontario,,10072,oxbow drive,N0L1R0,komoka,on,,Middlesex Centre,3539033,35,42.95867137,-81.43757387
3295,country view care,retirement home,Nursing and residential care facilities,Province of Ontario,,9504,highway 38,K0H1T0,godfrey,on,,Central Frontenac,3510035,35,44.59712177,-76.68879979
3296,country view lodge,retirement home,Nursing and residential care facilities,Province of Ontario,,4676,darks side road,K0A2X0,pakenham,on,,Mississippi Mills,3509030,35,45.34114702,-76.28200362
3297,country village homes - woodslee,long-term care home,Nursing and residential care facilities,Province of Ontario,,440,essex road 8,N0R1V0,south woodslee,on,,Kingsville,3537013,35,42.1724111,-82.7212974
3298,countryview retirement residence,retirement home,Nursing and residential care facilities,Province of Ontario,,6369,wellington county road 9,N4W3G8,listowel,on,,Mapleton,3523033,35,43.6997553,-80.872622
3299,county of bruce ó brucelea haven,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,N0G2V0,walkerton,on,,,,35,,
3300,county of bruce ó gateway haven,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,N0H2T0,wiarton,on,,,,35,,
3301,county of elgin ó bobier villa,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,N0L1J0,dutton,on,,,,35,,
3302,county of elgin ó elgin manor,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,N5P3S5,st thomas,on,,St. Thomas,,35,,
3303,county of elgin ó terrace lodge,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,N5H3A5,aylmer,on,,Aylmer,,35,,
3304,county of grey ó grey gables,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,N0C1H0,markdale,on,,,,35,,
3305,county of grey ó lee manor,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,N4K5W5,owen sound,on,,Owen Sound,,35,,
3306,county of grey ó rockwood terrace,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,N0G1R0,durham,on,,,,35,,
3307,county of hastings ó hastings centennial manor,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,K0L1C0,bancroft,on,,Bancroft,,35,,
