index,facility_name,source_facility_type,odhf_facility_type,provider,unit,street_no,street_name,postal_code,city,province,source_format_str_address,CSDname,CSDuid,Pruid,latitude,longitude
3206,cobblestone gardens retirement residence,retirement home,Nursing and residential care facilities,Province of Ontario,,10,ormond street n,L2V1Y7,thorold,on,,Thorold,3526037.0,35,43.1255125,-79.19884428
3207,cobourg retirement residence,retirement home,Nursing and residential care facilities,Province of Ontario,,310,division street,K9A3R3,cobourg,on,,Cobourg,3514021.0,35,43.96202309,-78.16625532
3208,cochrane family health team,family health team - contract,Ambulatory health care services,Province of Ontario,,233,8 street,P0L1C0,cochrane,on,,Cochrane,3556042.0,35,49.06972337,-81.0205325
3209,cochrane temiskaming resource centre,psychiatric,Ambulatory health care services,Public Health Agency of Canada,,600,toke st,P4N6W1,timmins,on,600 toke st. timmins on p4n 6w1,Timmins,3556027.0,35,48.488455,-81.317921
3210,coleman care centre,long-term care home,Nursing and residential care facilities,Province of Ontario,,140,cundles road w,L4N9X8,barrie,on,,Barrie,3543042.0,35,44.4011191,-79.71536396
3211,collingwood general & marine hospital,community support service,Ambulatory health care services,Province of Ontario,,459,hume street,L9Y1W9,collingwood,on,,Collingwood,3543031.0,35,44.49830249,-80.20249962
3212,collingwood general and marine hospital,general,Hospitals,Public Health Agency of Canada,,459,hume st,L9Y1W9,collingwood,on,459 hume st. collingwood on l9y 1w9,Collingwood,3543031.0,35,44.499502,-80.203407
3213,collingwood nursing home,long-term care home,Nursing and residential care facilities,Province of Ontario,,250,campbell street,L9Y4J9,collingwood,on,,Collingwood,3543031.0,35,44.48264419,-80.22895893
3214,collingwood nursing home limited,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,L9Y4J9,collingwood,on,,Collingwood,,35,,
3215,colonel by,retirement home,Nursing and residential care facilities,Province of Ontario,,43,aylmer avenue,K1S5R4,ottawa,on,,Ottawa,3506008.0,35,45.39488455,-75.68678253
3216,columbia forest,long-term care home,Nursing and residential care facilities,Province of Ontario,,650,mountain maple avenue,N2V2P7,waterloo,on,,Waterloo,3530016.0,35,43.4649426,-80.59136415
3217,"community & primary health care - lanark, leeds & grenville",community support service,Ambulatory health care services,Province of Ontario,,2235,parkedale avenue,K6V6B2,brockville,on,,Brockville,3507015.0,35,44.60729181,-75.69309047
3218,community addiction and mental health services of haldimand and norfolk,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,50,orchard avenue,N3Y3H1,simcoe,on,,Norfolk County,3528052.0,35,42.834344200000004,-80.31537241
3219,community addiction services of niagara,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,60,james street,L2R7E7,st catharines,on,,St. Catharines,3526053.0,35,43.159034000000005,-79.2453008
3220,community care city of kawartha lakes,community health centre,Hospitals,Province of Ontario,,34,cambridge street s,K9V3B8,kawartha lakes,on,,Kawartha Lakes,3516010.0,35,44.35293494,-78.73833674
3221,"community care concepts of woolwich, wellesley and wilmot",community support service,Ambulatory health care services,Province of Ontario,,929,arthur street s,N3B2Z2,elmira,on,,Woolwich,3530035.0,35,43.55382081,-80.55436845
3222,community care durham,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,20,sunray street,L1N8Y3,whitby,on,,Whitby,3518009.0,35,43.87165105,-78.91437355
3223,community care for central hastings,community support service,Ambulatory health care services,Province of Ontario,,108,russel street,K0K2K0,madoc,on,,Centre Hastings,3512026.0,35,44.50625122,-77.47498334
3224,community care for south hastings inc.,community support service,Ambulatory health care services,Province of Ontario,,470,dundas street e,K8N1G1,belleville,on,,Belleville,3512005.0,35,44.16962,-77.353655
3225,community care haliburton county,community support service,Ambulatory health care services,Province of Ontario,,83,maple avenue,K0M1S0,haliburton,on,,Dysart et al,3546024.0,35,45.047203700000004,-78.50855209999999
3226,community care northumberland,community support service,Ambulatory health care services,Province of Ontario,,174,oliver road,K0L1L0,campbellford,on,,Trent Hills,3514045.0,35,44.31344677,-77.78917393
3227,community care peterborough,community support service,Ambulatory health care services,Province of Ontario,,185,hunter street e,K9H0H1,peterborough,on,,Peterborough,3515014.0,35,44.30685175,-78.3061161
3228,community counselling & addictions services,community support service,Ambulatory health care services,Province of Ontario,,1,meno ya-win way,P8T1A8,sioux lookout,on,,Sioux Lookout,3560034.0,35,50.10598388,-91.92799068
3229,community counselling centre of nipissing,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,361,mcintyre street e,P1B1C9,north bay,on,,North Bay,3548044.0,35,46.30725453,-79.46013696
3230,community head injury resources services of toronto,community support service,Ambulatory health care services,Province of Ontario,,62,finch avenue w,M2N7G1,toronto,on,,Toronto,3520005.0,35,43.77882471,-79.42092451
3231,"community health services - canadian red cross, chatham-kent branch",community support service,Ambulatory health care services,Province of Ontario,,240,grand avenue w,N7L1C1,chatham-kent,on,,Chatham-Kent,3536020.0,35,42.40256903,-82.19808246
3232,"community health services - canadian red cross, grey-bruce branch",community support service,Ambulatory health care services,Province of Ontario,,1450,1 avenue w,N4K5H1,owen sound,on,,Owen Sound,3542059.0,35,44.57429817,-80.94626397
3233,"community health services - canadian red cross, stratford-perth branch",community support service,Ambulatory health care services,Province of Ontario,,100,gordon street,N5A7T8,stratford,on,,Stratford,3531011.0,35,43.37196946,-80.96039426
3234,"community health services - canadian red cross, woodstock branch",community support service,Ambulatory health care services,Province of Ontario,,65,cedar pointe drive,L4N5R7,barrie,on,,Barrie,3543042.0,35,44.3835427,-79.71089355
3235,community home assistance to seniors (chats),community support service,Ambulatory health care services,Province of Ontario,,240,edward street,L4G3S9,aurora,on,,Aurora,3519046.0,35,43.98811134,-79.46177824
3236,community home support - lanark county,community support service,Ambulatory health care services,Province of Ontario,,40,sunset boulevard,K7H2Y4,perth,on,,Perth,3509021.0,35,44.90587334,-76.26567728
3237,community mental health & addictions,community support service,Ambulatory health care services,Province of Ontario,,50,charlton avenue e,L8N4A6,hamilton,on,,Hamilton,3525005.0,35,43.24835429,-79.87124759999999
3238,community mental health services (orillia soldiers memorial hospital,community support service,Ambulatory health care services,Province of Ontario,,170,colborne street w,L3V2Z3,orillia,on,,Orillia,3543052.0,35,44.60486835,-79.42560388
3239,community options program to employment (cope) - torchlight services,community support service,Ambulatory health care services,Province of Ontario,,30,edinburgh road n,N1H7J1,guelph,on,,Guelph,3523008.0,35,43.53781712,-80.25944745
3240,community services for independence north west,community support service,Ambulatory health care services,Province of Ontario,,1201,jasper drive,P7B6R2,thunder bay,on,,Thunder Bay,3558004.0,35,48.41941576,-89.25413207
3241,community support centre of essex county,community support service,Ambulatory health care services,Province of Ontario,,499,notre dame street,N0R1A0,lakeshore,on,,Lakeshore,3537064.0,35,42.29329099,-82.706011
3242,community support connections - meals on wheels and more,community support service,Ambulatory health care services,Province of Ontario,,61,woolwich street n,N0B1M0,breslau,on,,Woolwich,3530035.0,35,43.48506151,-80.4156287
3243,community support services of niagara region,community support service,Ambulatory health care services,Province of Ontario,,320,vansickle road,,st. catharines,on,,St. Catharines,3526053.0,35,43.1448129,-79.26972959999999
3244,conestoga lodge,retirement home,Nursing and residential care facilities,Province of Ontario,,55,hugo crescent,N2M5J1,kitchener,on,,Kitchener,3530013.0,35,43.43042349,-80.49063072
3245,conmed health care group ó billings court manor,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,L7N3N6,burlington,on,,Burlington,,35,,
3246,conmed health care group ó crescent park lodge,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,L2A5M5,fort erie,on,,Fort Erie,,35,,
3247,conmed health care group ó maple park lodge,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,L2A5M5,fort erie,on,,Fort Erie,,35,,
3248,conmed health care group ó millennium trail manor,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,L2E6S5,niagara falls,on,,Niagara Falls,,35,,
3249,conmed health care group ó northview nursing home,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,P0J1H0,englehart,on,,Englehart,,35,,
3250,conmed health care group ó oakwood park lodge,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,L2E6S5,niagara falls,on,,Niagara Falls,,35,,
3251,conmed health care group ó valley park lodge,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,L2E7E3,niagara falls,on,,Niagara Falls,,35,,
3252,connexion family health team,family health team - contract,Ambulatory health care services,Province of Ontario,,5307,canotek road,K1J9M2,ottawa,on,,Ottawa,3506008.0,35,45.45294156,-75.5878435
3253,constitution place,retirement home,Nursing and residential care facilities,Province of Ontario,,3051,constitution boulevard,L4Y2Z1,mississauga,on,,Mississauga,3521005.0,35,43.60446857,-79.59239015
3254,consumer/survivor initiative of niagara,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,36,page street,L2R4A7,st catharines,on,,St. Catharines,3526053.0,35,43.16570951,-79.23331029
3255,conway opportunity homes,community support service,Ambulatory health care services,Province of Ontario,,71,sanford avenue n,L8L8G6,hamilton,on,,Hamilton,3525005.0,35,43.25335049,-79.8459646
3256,cooksville care centre,long-term care home,Nursing and residential care facilities,Province of Ontario,,55,the queensway w,L5B1B5,mississauga,on,,Mississauga,3521005.0,35,43.57334286,-79.60968605
3257,copernicus lodge,long-term care home,Nursing and residential care facilities,Province of Ontario,,66,roncesvalles avenue,M6R3A7,toronto,on,,Toronto,3520005.0,35,43.64020808,-79.447311
3258,copper terrace,long-term care home,Nursing and residential care facilities,Province of Ontario,,91,tecumseh road,N7M1B3,chatham-kent,on,,Chatham-Kent,3536020.0,35,42.39831463,-82.20038906
3259,cornwall community hospital,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,555,main street s,K0C1A0,alexandria,on,,North Glengarry,3501050.0,35,45.29800098,-74.62656227
3260,cornwall community hospital - mcconnell ave.,general,Hospitals,Public Health Agency of Canada,,840,mcconnell ave,K6H5S5,cornwall,on,840 mcconnell ave. cornwall on k6h 5s5,Cornwall,3501012.0,35,45.029921,-74.718312
3261,cornwall community hospital ó mcconnell avenue site,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,K6H5S5,cornwall,on,,Cornwall,,35,,
3262,corporation of county of elgin,community support service,Ambulatory health care services,Province of Ontario,,450,sunset drive,N5R5V1,saint thomas,on,,Central Elgin,3534020.0,35,42.73878874,-81.19297157
3263,corporation of the city of cambridge,community support service,Ambulatory health care services,Province of Ontario,,50,dickson street,N1R5W8,cambridge,on,,Cambridge,3530010.0,35,43.36018659,-80.31241555
3264,corporation of the city of guelph,community support service,Ambulatory health care services,Province of Ontario,,1,carden street,N1H3A1,guelph,on,,Guelph,3523008.0,35,43.54331113,-80.24842765
3265,corporation of the city of kitchener,community support service,Ambulatory health care services,Province of Ontario,,35,weber street w,N2H3Z1,kitchener,on,,Kitchener,3530013.0,35,43.4524915,-80.48968472
3266,corporation of the city of london,community support service,Ambulatory health care services,Province of Ontario,,710,southdale road e,N6E1R8,london,on,,London,3539036.0,35,42.94410837,-81.2242039
3267,corporation of the city of st. thomas - valleyview home,community support service,Ambulatory health care services,Province of Ontario,,350,burwell road,N5P0A3,saint thomas,on,,St. Thomas,3534021.0,35,42.80412155,-81.15985057
