address,LHIN,home type,short stay,residents council,family council,accreditation,city,postal code,total_inspections,quartiles_total_range,quartiles_total_rank,5y_inspections,quartiles_5y_range,quartiles_5y_rank,2y_inspections,quartiles_2y_range,quartiles_2y_rank,cleaned_name,Confirmed Resident Cases,Resident Deaths,Confirmed Staff Cases,Status,CSDname,CSDuid,latitude,longitude,number_beds
3015 Lawrence Avenue East,Central East,For-Profit,Yes,Yes,Yes,Yes,Scarborough, M1P2V7,35.0,"(31.0, 46.0]",2.0,27.0,"(23.0, 86.0]",3.0,21.0,"(11.0, 44.0]",3.0,rockcliffe care community,0,0,<5,Active,Toronto,3520005.0,43.75467751,-79.24789355,204.0
575 Saddler Street East P. O. Box 660,South West,Municipal,No,Yes,Yes,No,Durham, N0G1R0,28.0,"(21.0, 31.0]",1.0,10.0,"(0.0, 11.0]",0.0,5.0,"(0.0, 5.0]",0.0,rockwood terrace home for the aged,,,,,West Grey,3542004.0,44.17446891,-80.80961509,100.0
17 Maplewood Avenue,Toronto Central,Non-Profit,No,Yes,Yes,No,Toronto, M6C4B3,14.0,"(0.0, 21.0]",0.0,5.0,"(0.0, 11.0]",0.0,2.0,"(0.0, 5.0]",0.0,rose of sharon korean long term care,,,,,Toronto,3520005.0,43.68583989,-79.4218175,60.0
131 Roses Bridge Road R. R. #2,South East,For-Profit,No,Yes,Yes,Yes,Jasper, K0G1G0,24.0,"(21.0, 31.0]",1.0,14.0,"(11.0, 16.0]",1.0,5.0,"(0.0, 5.0]",0.0,rosebridge manor,,0,,Inactive,Merrickville-Wolford,3507052.0,44.84219285,-75.89019625,78.0
507- 8th Avenue P.O. Box 70,North East,Non-Profit,No,Yes,Yes,No,Matheson, P0K1N0,13.0,"(0.0, 21.0]",0.0,6.0,"(0.0, 11.0]",0.0,2.0,"(0.0, 5.0]",0.0,rosedale centre,,,,,Black River-Matheson,3556014.0,48.53944263,-80.46973105,20.0
1145 Carling Avenue,Champlain,Non-Profit,Yes,Yes,Yes,Yes,Ottawa, K1Z7K4,23.0,"(21.0, 31.0]",1.0,15.0,"(11.0, 16.0]",1.0,8.0,"(7.0, 11.0]",2.0,royal ottawa place,,,,,Ottawa,3506008.0,45.38854715,-75.72980265,70.0
635 Prince Charles Drive North,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,No,No,No,No,Welland, L3C0C7,13.0,"(0.0, 21.0]",0.0,13.0,"(11.0, 16.0]",1.0,8.0,"(7.0, 11.0]",2.0,royal rose place,<5,17,<5,Active,Welland,3526032.0,43.00162217,-79.26928669,96.0
600 White's Road,Waterloo Wellington,For-Profit,No,Yes,Yes,Yes,Palmerston, N0G2P0,23.0,"(21.0, 31.0]",1.0,13.0,"(11.0, 16.0]",1.0,6.0,"(5.0, 7.0]",1.0,royal terrace,,0,,Inactive,Minto,3523043.0,43.83992155,-80.84393637,67.0
1624 Franklin Boulevard,Waterloo Wellington,Non-Profit,No,Yes,Yes,Yes,Cambridge, N3C3P4,29.0,"(21.0, 31.0]",1.0,17.0,"(16.0, 23.0]",2.0,6.0,"(5.0, 7.0]",1.0,saint luke's place,,0,,Inactive,Cambridge,3530010.0,43.4253246,-80.31029116,114.0
220 Emma Street,Champlain,For-Profit,No,Yes,Yes,Yes,Cornwall, K6J5V8,26.0,"(21.0, 31.0]",1.0,20.0,"(16.0, 23.0]",2.0,10.0,"(7.0, 11.0]",2.0,sandfield place,,,,,Cornwall,3501012.0,45.03749423,-74.75148549,53.0
1 Health Care Crescent,North West,Non-Profit,No,Yes,Yes,Yes,Manitouwadge, P0T2C0,12.0,"(0.0, 21.0]",0.0,7.0,"(0.0, 11.0]",0.0,3.0,"(0.0, 5.0]",0.0,santé manitouwadge health,,,,,,,,,9.0
27 Simcoe Street,North Simcoe Muskoka,For-Profit,Yes,Yes,Yes,Yes,Elmvale, L0L1P0,14.0,"(0.0, 21.0]",0.0,8.0,"(0.0, 11.0]",0.0,4.0,"(0.0, 5.0]",0.0,sara vista,,,,,Springwater,3543009.0,44.58237802,-79.86181752,60.0
2861 Colonial Road P.O. Box 130,Champlain,For-Profit,No,Yes,Yes,Yes,Sarsfield, K0A3E0,62.0,"(46.0, 172.0]",3.0,42.0,"(23.0, 86.0]",3.0,12.0,"(11.0, 44.0]",3.0,sarsfield colonial home,,,,,Ottawa,3506008.0,45.440588,-75.347066,46.0
100 James Street,South West,For-Profit,Yes,Yes,Yes,Yes,Seaforth, N0K1W0,16.0,"(0.0, 21.0]",0.0,10.0,"(0.0, 11.0]",0.0,5.0,"(0.0, 5.0]",0.0,seaforth long term care home,,,,,Huron East,3540040.0,43.55647627,-81.39760291,63.0
263 Wonham Street South,South West,For-Profit,Yes,Yes,Yes,Yes,Ingersoll, N5C3P6,58.0,"(46.0, 172.0]",3.0,25.0,"(23.0, 86.0]",3.0,12.0,"(11.0, 44.0]",3.0,secord trails care community,,,,,Ingersoll,3532018.0,43.03265541,-80.88305150000001,80.0
2 Buchan Court,Central,Non-Profit,Yes,Yes,Yes,Yes,North York, M2J5A3,33.0,"(31.0, 46.0]",2.0,21.0,"(16.0, 23.0]",2.0,8.0,"(7.0, 11.0]",2.0,seniors' health centre,,,,,Toronto,3520005.0,43.77304721,-79.36002319,192.0
9 Neilson Road,Central East,Municipal,Yes,Yes,Yes,Yes,Scarborough, M1E5E1,47.0,"(46.0, 172.0]",3.0,32.0,"(23.0, 86.0]",3.0,20.0,"(11.0, 44.0]",3.0,seven oaks,24,40,21,Active,Toronto,3520005.0,43.78117732,-79.20432774,249.0
12 Bartlett Avenue,Hamilton Niagara Haldimand Brant (Hnhb),Non-Profit,No,Yes,Yes,No,Grimsby, L3M4N5,20.0,"(0.0, 21.0]",0.0,12.0,"(11.0, 16.0]",1.0,9.0,"(7.0, 11.0]",2.0,shalom manor long term care home,,0,,Inactive,Grimsby,3526065.0,43.1869815,-79.52455129,144.0
70 Macklin Street North,Hamilton Niagara Haldimand Brant (Hnhb),Non-Profit,No,Yes,Yes,Yes,Hamilton, L8S3S1,20.0,"(0.0, 21.0]",0.0,14.0,"(11.0, 16.0]",1.0,6.0,"(5.0, 7.0]",1.0,shalom village nursing home,,,,,Hamilton,3525005.0,43.26411849,-79.89518251,127.0
200 Robert Street P.O. Box 156,Central West,For-Profit,Yes,Yes,Yes,Yes,Shelburne, L0N1S1,21.0,"(0.0, 21.0]",0.0,14.0,"(11.0, 16.0]",1.0,8.0,"(7.0, 11.0]",2.0,shelburne long term care home,19,18,18,Active,Shelburne,3522021.0,44.08301872,-80.20421248,60.0
3760 Sheppard Avenue East,Central East,Non-Profit,No,Yes,Yes,Yes,Toronto, M1T3K9,48.0,"(46.0, 172.0]",3.0,23.0,"(16.0, 23.0]",2.0,15.0,"(11.0, 44.0]",3.0,shepherd lodge,,0,,Inactive,Toronto,3520005.0,43.78271331,-79.29413397,252.0
345 Sherbourne Street,Toronto Central,Non-Profit,Yes,Yes,No,Yes,Toronto, M5A2S3,31.0,"(21.0, 31.0]",1.0,17.0,"(16.0, 23.0]",2.0,5.0,"(0.0, 5.0]",0.0,sherbourne place,38,18,26,Active,Toronto,3520005.0,43.66267759,-79.37266528,126.0
2460 Truscott Drive,Mississauga Halton,Municipal,No,Yes,Yes,Yes,Mississauga, L5J3Z8,24.0,"(21.0, 31.0]",1.0,12.0,"(11.0, 16.0]",1.0,7.0,"(5.0, 7.0]",1.0,sheridan villa,10,<5,7,Active,Mississauga,3521005.0,43.51060205,-79.64829886,142.0
300 Ravineview Drive,Central,For-Profit,No,Yes,Yes,Yes,Maple, L6A3P8,40.0,"(31.0, 46.0]",2.0,23.0,"(16.0, 23.0]",2.0,11.0,"(7.0, 11.0]",2.0,sherwood court long term care centre,0,0,<5,Active,Vaughan,3519028.0,43.88950162,-79.51877245,96.0
1814 County Road  #2 East,South East,Non-Profit,No,Yes,Yes,No,Brockville, K6V5T1,59.0,"(46.0, 172.0]",3.0,26.0,"(23.0, 86.0]",3.0,11.0,"(7.0, 11.0]",2.0,sherwood park manor,,,,,Elizabethtown-Kitley,3507014.0,44.605140000000006,-75.662296,107.0
4350 Mississauga Road,Mississauga Halton,For-Profit,No,Yes,Yes,Yes,Mississauga, L5M7C8,25.0,"(21.0, 31.0]",1.0,8.0,"(0.0, 11.0]",0.0,3.0,"(0.0, 5.0]",0.0,silverthorn care community,0,0,<5,Active,Mississauga,3521005.0,43.56232545,-79.68858187,160.0
5988 - 8TH LINE Main Street East,Central,Municipal,Yes,Yes,Yes,Yes,Beeton, L0G1A0,27.0,"(21.0, 31.0]",1.0,10.0,"(0.0, 11.0]",0.0,6.0,"(5.0, 7.0]",1.0,simcoe manor home for the aged,,,,,New Tecumseth,3543007.0,44.08139484,-79.77752875,126.0
107 Kelly Road P.O. Box 219,North East,Non-Profit,No,Yes,No,Yes,Smooth Rock Falls, P0L2B0,16.0,"(0.0, 21.0]",0.0,9.0,"(0.0, 11.0]",0.0,4.0,"(0.0, 5.0]",0.0,smooth rock falls hospital,,,,,Smooth Rock Falls,3556048.0,49.272285,-81.610265,20.0
240 Fyfe Street,North East,Non-Profit,Yes,Yes,Yes,Yes,Iroquois Falls, P0K1E0,22.0,"(21.0, 31.0]",1.0,16.0,"(11.0, 16.0]",1.0,10.0,"(7.0, 11.0]",2.0,south centennial manor,<5,0,0,Active,Iroquois Falls,3556031.0,48.76584185,-80.68247105,69.0
140 Grey Street P.O. Box 790,South West,For-Profit,Yes,Yes,Yes,Yes,Southampton, N0H2L0,28.0,"(21.0, 31.0]",1.0,11.0,"(0.0, 11.0]",0.0,7.0,"(5.0, 7.0]",1.0,southampton care centre,,,,,Saugeen Shores,3541045.0,44.48871523,-81.36830209,88.0
135 South Vickers Street,North West,For-Profit,No,Yes,Yes,Yes,Thunder Bay, P7E1J2,76.0,"(46.0, 172.0]",3.0,29.0,"(23.0, 86.0]",3.0,9.0,"(7.0, 11.0]",2.0,southbridge lakehead,,,,,Thunder Bay,3558004.0,48.38274726,-89.25160776,131.0
2625 Walsh Street East,North West,For-Profit,No,Yes,Yes,Yes,Thunder Bay, P7E2E5,38.0,"(31.0, 46.0]",2.0,25.0,"(23.0, 86.0]",3.0,9.0,"(7.0, 11.0]",2.0,southbridge pinewood,,,,,Thunder Bay,3558004.0,48.37456045,-89.27416157,128.0
99 Shuniah Street,North West,For-Profit,No,Yes,Yes,Yes,Thunder Bay, P7A2Z2,39.0,"(31.0, 46.0]",2.0,16.0,"(11.0, 16.0]",1.0,8.0,"(7.0, 11.0]",2.0,southbridge roseview,,,,,Thunder Bay,3558004.0,48.45042517,-89.21555166,157.0
640 Grace Street,Central,Non-Profit,No,Yes,Yes,Yes,Newmarket, L3Y2L1,49.0,"(46.0, 172.0]",3.0,18.0,"(16.0, 23.0]",2.0,13.0,"(11.0, 44.0]",3.0,southlake residential care village,0,0,<5,Active,Newmarket,3519048.0,44.05931585,-79.45092944,224.0
835 West Ridge Blvd.,North Simcoe Muskoka,Non-Profit,No,Yes,Yes,Yes,Orillia, L3V8B3,31.0,"(21.0, 31.0]",1.0,18.0,"(16.0, 23.0]",2.0,10.0,"(7.0, 11.0]",2.0,spencer house,,0,,Inactive,Orillia,3543052.0,44.60314495,-79.45390869,160.0
2698 Clifford Line R. R. #5,Central East,For-Profit,No,Yes,Yes,Yes,Peterborough, K9J6X6,30.0,"(21.0, 31.0]",1.0,19.0,"(16.0, 23.0]",2.0,6.0,"(5.0, 7.0]",1.0,springdale country manor,,,,,Cavan Monaghan,3515013.0,44.23107203,-78.39679912,68.0
643 West Gore Street,South West,Municipal,Yes,Yes,No,Yes,Stratford, N5A1L4,44.0,"(31.0, 46.0]",2.0,23.0,"(16.0, 23.0]",2.0,7.0,"(5.0, 7.0]",1.0,spruce lodge home for the aged,,,,,Stratford,3531011.0,43.36760056,-81.00083747,128.0
96 Kittridge Avenue East,South West,For-Profit,No,Yes,Yes,Yes,Strathroy, N7G2A8,18.0,"(0.0, 21.0]",0.0,8.0,"(0.0, 11.0]",0.0,3.0,"(0.0, 5.0]",0.0,sprucedale care centre,,0,,Inactive,Strathroy-Caradoc,3539015.0,42.96355986,-81.62413493,96.0
2865 Riverside Drive,Champlain,Non-Profit,Yes,Yes,Yes,Yes,Ottawa, K1V8N5,86.0,"(46.0, 172.0]",3.0,47.0,"(23.0, 86.0]",3.0,24.0,"(11.0, 44.0]",3.0,st. patrick's home,9,0,<5,Active,Ottawa,3506008.0,45.36947155,-75.68903093,288.0
255 St. Andrew's Street,Waterloo Wellington,For-Profit,No,Yes,Yes,Yes,Cambridge, N1S1P1,52.0,"(46.0, 172.0]",3.0,22.0,"(16.0, 23.0]",2.0,9.0,"(7.0, 11.0]",2.0,st. andrew's terrace long term care community,,0,,Inactive,Cambridge,3530010.0,43.34600049,-80.32871446,128.0
2701 St Clair Avenue East,Toronto Central,Non-Profit,No,Yes,Yes,Yes,East York, M4B3M3,9.0,"(0.0, 21.0]",0.0,6.0,"(0.0, 11.0]",0.0,1.0,"(0.0, 5.0]",0.0,st. clair o'connor community nursing home,6,8,<5,Active,Toronto,3520005.0,43.7056131,-79.31276747,25.0
4690 Municipal Road 15,North East,Non-Profit,No,Yes,Yes,Yes,Chelmsford, P0M1L0,73.0,"(46.0, 172.0]",3.0,50.0,"(23.0, 86.0]",3.0,28.0,"(11.0, 44.0]",3.0,st. gabriel's villa of sudbury,0,0,<5,Active,Greater Sudbury / Grand Sudbury,3553005.0,46.575821000000005,-81.183418,128.0
225 St. George Street,Toronto Central,For-Profit,Yes,Yes,Yes,Yes,Toronto, M5R2M2,45.0,"(31.0, 46.0]",2.0,21.0,"(16.0, 23.0]",2.0,11.0,"(7.0, 11.0]",2.0,st. george care community,0,0,<5,Active,Toronto,3520005.0,43.67253289,-79.40161649,238.0
915 Notre Dame Street P. O. Box 870,Champlain,Non-Profit,No,Yes,Yes,Yes,Embrun, K0A1W0,50.0,"(46.0, 172.0]",3.0,34.0,"(23.0, 86.0]",3.0,8.0,"(7.0, 11.0]",2.0,st. jacques nursing home,,,,,Russell,3502048.0,45.27229585,-75.28638399,60.0
659 Brealey Drive,Central East,Non-Profit,No,Yes,Yes,Yes,Peterborough, K9K2R8,110.0,"(46.0, 172.0]",3.0,47.0,"(23.0, 86.0]",3.0,14.0,"(11.0, 44.0]",3.0,st. joseph's at fleming,<5,0,<5,Active,Peterborough,3515014.0,44.26877564,-78.36982641,200.0
14 York Street,Champlain,Non-Profit,No,Yes,Yes,Yes,Cornwall, K6J5T2,34.0,"(31.0, 46.0]",2.0,19.0,"(16.0, 23.0]",2.0,10.0,"(7.0, 11.0]",2.0,st. joseph's continuing care centre,0,0,<5,Active,Cornwall,3501012.0,45.01462532,-74.73145128,150.0
100 Westmount Road,Waterloo Wellington,Non-Profit,No,Yes,Yes,Yes,Guelph, N1H5H8,42.0,"(31.0, 46.0]",2.0,19.0,"(16.0, 23.0]",2.0,3.0,"(0.0, 5.0]",0.0,"st. joseph's health centre, guelph",,,,,,,,,240.0
99 Wayne Gretzky Parkway,Hamilton Niagara Haldimand Brant (Hnhb),Non-Profit,No,Yes,Yes,No,Brantford, N3S6T6,28.0,"(21.0, 31.0]",1.0,16.0,"(11.0, 16.0]",1.0,13.0,"(11.0, 44.0]",3.0,st. joseph's lifecare centre,,0,,Inactive,Brantford,3529006.0,43.14553416,-80.23530631,205.0
70 Spine Road,North East,Non-Profit,Yes,Yes,Yes,Yes,Elliot Lake, P5A1X2,39.0,"(31.0, 46.0]",2.0,22.0,"(16.0, 23.0]",2.0,10.0,"(7.0, 11.0]",2.0,st. joseph's manor,,,,,Elliot Lake,3557041.0,46.38484207,-82.66092821,64.0
574 Northcliffe Avenue,,,,,,,Dundas, L9H7L9,,,,,,,,,,st. joseph's mother house (martha wing),,,,,,,,,
56 Governor's Road,Hamilton Niagara Haldimand Brant (Hnhb),Non-Profit,Yes,Yes,Yes,Yes,Dundas, L9H5G7,100.0,"(46.0, 172.0]",3.0,37.0,"(23.0, 86.0]",3.0,15.0,"(11.0, 44.0]",3.0,"st. joseph's villa, dundas",,0,,Inactive,,,,,425.0
1250 South Bay Road,North East,Non-Profit,No,Yes,Yes,Yes,Sudbury, P3E6L9,39.0,"(31.0, 46.0]",2.0,21.0,"(16.0, 23.0]",2.0,10.0,"(7.0, 11.0]",2.0,"st. joseph's villa, sudbury",,<5,,Inactive,Greater Sudbury / Grand Sudbury,3553005.0,46.46661488,-80.96677167,128.0
"1803 County Road, #2 East Postal Bag  #1130",South East,Municipal,No,Yes,Yes,No,Brockville, K6V5T1,53.0,"(46.0, 172.0]",3.0,31.0,"(23.0, 86.0]",3.0,11.0,"(7.0, 11.0]",2.0,st. lawrence lodge,,,,,Elizabethtown-Kitley,3507014.0,44.60164641,-75.66542026,224.0
125 Redfern Avenue,Hamilton Niagara Haldimand Brant (Hnhb),Non-Profit,No,Yes,Yes,Yes,Hamilton, L9C7W9,37.0,"(31.0, 46.0]",2.0,17.0,"(16.0, 23.0]",2.0,10.0,"(7.0, 11.0]",2.0,st. peter's residence at chedoke,,,,,Hamilton,3525005.0,43.24048479,-79.92012482,210.0
"244 Main Street East 7308 Highway #26, P.O. Box 350",North Simcoe Muskoka,For-Profit,No,Yes,No,No,Stayner, L0M1S0,15.0,"(0.0, 21.0]",0.0,10.0,"(0.0, 11.0]",0.0,5.0,"(0.0, 5.0]",0.0,stayner care centre,,,,,Clearview,3543005.0,44.41953308,-80.09109148,49.0
200 Stirling Macgregor Drive,Waterloo Wellington,For-Profit,No,Yes,Yes,Yes,Cambridge, N1S5B7,23.0,"(21.0, 31.0]",1.0,13.0,"(11.0, 16.0]",1.0,8.0,"(7.0, 11.0]",2.0,stirling heights,,0,,Inactive,Cambridge,3530010.0,43.33915669,-80.33371706,110.0
218 Edward Street P.O. Box 220,South East,For-Profit,No,Yes,No,Yes,Stirling, K0K3E0,35.0,"(31.0, 46.0]",2.0,19.0,"(16.0, 23.0]",2.0,6.0,"(5.0, 7.0]",1.0,stirling manor nursing home,,,,,Stirling-Rawdon,3512020.0,44.30226088,-77.54846075,75.0
256 High Street,Champlain,For-Profit,No,Yes,Yes,Yes,Carleton Place, K7C1X1,27.0,"(21.0, 31.0]",1.0,12.0,"(11.0, 16.0]",1.0,6.0,"(5.0, 7.0]",1.0,stoneridge manor,52,6,<5,Active,Carleton Place,3509028.0,45.13580539,-76.15419976,60.0
465 Dublin Street,Waterloo Wellington,For-Profit,Yes,Yes,Yes,Yes,Mount Forest, N0G2L3,30.0,"(21.0, 31.0]",1.0,13.0,"(11.0, 16.0]",1.0,7.0,"(5.0, 7.0]",1.0,strathcona long term care,0,0,<5,Active,,,,,87.0
599 Albert Street Box 5000,South West,Municipal,Yes,Yes,Yes,No,Strathroy, N7G3J3,42.0,"(31.0, 46.0]",2.0,19.0,"(16.0, 23.0]",2.0,7.0,"(5.0, 7.0]",1.0,strathmere lodge,,,,,Strathroy-Caradoc,3539015.0,42.95570205,-81.64392804,160.0
19 James Street West,Central East,For-Profit,No,Yes,No,Yes,Cobourg, K9A2J8,24.0,"(21.0, 31.0]",1.0,11.0,"(0.0, 11.0]",0.0,6.0,"(5.0, 7.0]",1.0,streamway villa,,,,,Cobourg,3514021.0,43.96205389,-78.16781002,59.0
1742 Bristol Road West,Mississauga Halton,For-Profit,No,Yes,Yes,Yes,Mississauga, L5M1X9,22.0,"(21.0, 31.0]",1.0,10.0,"(0.0, 11.0]",0.0,4.0,"(0.0, 5.0]",0.0,streetsville care community,,,,,Mississauga,3521005.0,43.58212646,-79.70532398,118.0
1464 Blackwell Road,Erie St. Clair,For-Profit,No,Yes,Yes,Yes,Sarnia, N7S5M4,60.0,"(46.0, 172.0]",3.0,25.0,"(23.0, 86.0]",3.0,10.0,"(7.0, 11.0]",2.0,sumac lodge,,0,,Inactive,Sarnia,3538030.0,43.01031973,-82.34671616,100.0
850-4Th Street East,South West,For-Profit,No,Yes,Yes,Yes,Owen Sound, N4K6A3,29.0,"(21.0, 31.0]",1.0,12.0,"(11.0, 16.0]",1.0,8.0,"(7.0, 11.0]",2.0,summit place,,,,,Owen Sound,3542059.0,44.55878477,-80.92755656,119.0
175 Talbot Street East,Erie St. Clair,Municipal,No,Yes,Yes,No,Leamington, N8H1L9,54.0,"(46.0, 172.0]",3.0,31.0,"(23.0, 86.0]",3.0,11.0,"(7.0, 11.0]",2.0,sun parlor home for senior citizens,<5,<5,<5,Active,Leamington,3537003.0,42.05585245,-82.58946575,206.0
1635 Dundas Street East,Central East,For-Profit,No,Yes,Yes,Yes,Whitby, L1N2K9,55.0,"(46.0, 172.0]",3.0,19.0,"(16.0, 23.0]",2.0,4.0,"(0.0, 5.0]",0.0,sunnycrest nursing home,<5,0,0,Active,Whitby,3518009.0,43.88695065,-78.90906825,136.0
247 Franklin Street North,Waterloo Wellington,Municipal,Yes,Yes,Yes,Yes,Kitchener, N2G4J3,83.0,"(46.0, 172.0]",3.0,40.0,"(23.0, 86.0]",3.0,13.0,"(11.0, 44.0]",3.0,sunnyside home,,,,,Kitchener,3530013.0,43.440994,-80.4451854,263.0
49 Raglan Street,North Simcoe Muskoka,Municipal,Yes,Yes,Yes,Yes,Collingwood, L9Y4X1,29.0,"(21.0, 31.0]",1.0,19.0,"(16.0, 23.0]",2.0,13.0,"(11.0, 44.0]",3.0,sunset manor home for senior citizens,,,,,Collingwood,3543031.0,44.50191069,-80.20123672,150.0
795 Eglinton Avenue East,Toronto Central,Non-Profit,No,Yes,Yes,No,Toronto, M4G4E4,14.0,"(0.0, 21.0]",0.0,7.0,"(0.0, 11.0]",0.0,3.0,"(0.0, 5.0]",0.0,suomi-koti toronto nursing home,,,,,Toronto,3520005.0,43.7131299,-79.36614148,34.0
1001 Peter Robertson Blvd.,Central West,Municipal,No,Yes,Yes,Yes,Brampton, L6R2Y3,28.0,"(21.0, 31.0]",1.0,14.0,"(11.0, 16.0]",1.0,9.0,"(7.0, 11.0]",2.0,tall pines long term care centre,<5,0,<5,Active,Brampton,3521010.0,43.75057309,-79.74244701,160.0
145A Government Road East Postal Bag Service 1757,North East,Municipal,No,Yes,Yes,Yes,Kirkland Lake, P2N3P4,29.0,"(21.0, 31.0]",1.0,16.0,"(11.0, 16.0]",1.0,6.0,"(5.0, 7.0]",1.0,teck pioneer residence,,,,,Kirkland Lake,3554068.0,48.15345549,-80.01468335,81.0
245 Grand River Street North,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,No,Yes,Yes,Yes,Paris, N3L3V8,27.0,"(21.0, 31.0]",1.0,17.0,"(16.0, 23.0]",2.0,5.0,"(0.0, 5.0]",0.0,telfer place,<5,0,0,Active,Brant,3529005.0,43.20739846,-80.38649816,45.0
100 Bruce Street P.O. Box 1180,North East,For-Profit,Yes,Yes,Yes,Yes,Haileybury, P0J1K0,21.0,"(0.0, 21.0]",0.0,9.0,"(0.0, 11.0]",0.0,7.0,"(5.0, 7.0]",1.0,temiskaming lodge,<5,0,<5,Active,Temiskaming Shores,3554020.0,47.438790000000004,-79.63082324,83.0
1020 McNicoll Avenue,Central East,For-Profit,No,Yes,No,Yes,Scarborough, M1W2J6,35.0,"(31.0, 46.0]",2.0,17.0,"(16.0, 23.0]",2.0,8.0,"(7.0, 11.0]",2.0,tendercare living centre,,<5,,Inactive,Toronto,3520005.0,43.80577041,-79.33598338,254.0
475 Talbot Street East 49462 Talbot Line,South West,Municipal,Yes,Yes,Yes,No,Aylmer, N5H3A5,33.0,"(31.0, 46.0]",2.0,22.0,"(16.0, 23.0]",2.0,12.0,"(11.0, 44.0]",3.0,terrace lodge,,,,,Malahide,3534010.0,42.771096299999996,-80.9682813,100.0
"c/o Chapleau General Hospital P. O. Box 757, 6 Broomhead Road",North East,Non-Profit,Yes,Yes,No,Yes,Chapleau, P0M1K0,11.0,"(0.0, 21.0]",0.0,7.0,"(0.0, 11.0]",0.0,3.0,"(0.0, 5.0]",0.0,the bignucolo residence,,,,,Chapleau,3552092.0,47.841251,-83.414961,18.0
170 Metcalfe Street,Waterloo Wellington,Non-Profit,No,Yes,Yes,Yes,Guelph, N1E4Y3,24.0,"(21.0, 31.0]",1.0,11.0,"(0.0, 11.0]",0.0,4.0,"(0.0, 5.0]",0.0,the elliott long term care residence,,,,,Guelph,3523008.0,43.55803773,-80.25130495,85.0
3063 Adelaide Street,South West,For-Profit,No,Yes,Yes,Yes,Fordwich, N0G1V0,18.0,"(0.0, 21.0]",0.0,8.0,"(0.0, 11.0]",0.0,5.0,"(0.0, 5.0]",0.0,the fordwich village nursing home,,,,,Howick,3540046.0,43.87084494,-81.02944763,33.0
117 Banting Drive,Champlain,Non-Profit,No,Yes,No,Yes,Deep River, K0J1P0,12.0,"(0.0, 21.0]",0.0,8.0,"(0.0, 11.0]",0.0,4.0,"(0.0, 5.0]",0.0,the four seasons lodge,,,,,Deep River,3547096.0,46.09087579,-77.47500669,14.0
275 Ida Street North,Champlain,Non-Profit,Yes,Yes,Yes,Yes,Arnprior, K7S3M7,18.0,"(0.0, 21.0]",0.0,11.0,"(0.0, 11.0]",0.0,5.0,"(0.0, 5.0]",0.0,"the grove, arnprior and district nursing home",,,,,Arnprior,3547002.0,45.43909913,-76.36088256,61.0
20 Ernest Street,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,No,Yes,Yes,Yes,St. Catharines, L2N7T2,54.0,"(46.0, 172.0]",3.0,23.0,"(16.0, 23.0]",2.0,12.0,"(11.0, 44.0]",3.0,the henley house,0,0,0,Active,St. Catharines,3526053.0,43.18492631,-79.2578661,160.0
1195 Queen Street East,Toronto Central,For-Profit,Yes,Yes,Yes,Yes,Toronto, M4M1L6,24.0,"(21.0, 31.0]",1.0,10.0,"(0.0, 11.0]",0.0,6.0,"(5.0, 7.0]",1.0,the heritage nursing home,,,,,Toronto,3520005.0,43.66272499,-79.33111227,201.0
3560 Bathurst Street,Toronto Central,Non-Profit,No,Yes,Yes,Yes,North York, M6A2E1,48.0,"(46.0, 172.0]",3.0,30.0,"(23.0, 86.0]",3.0,17.0,"(11.0, 44.0]",3.0,the jewish home for the aged,<5,<5,6,Active,Toronto,3520005.0,43.7300765,-79.43421181,472.0
309 Bridge Street West,South East,Municipal,Yes,Yes,Yes,Yes,Napanee, K7R2G4,30.0,"(21.0, 31.0]",1.0,17.0,"(16.0, 23.0]",2.0,9.0,"(7.0, 11.0]",2.0,the john m. parrott centre,,,,,Greater Napanee,3511015.0,44.2413403,-76.97028786,168.0
25 Brunswick Avenue,Toronto Central,Non-Profit,No,Yes,Yes,Yes,Toronto, M5S2L9,39.0,"(31.0, 46.0]",2.0,19.0,"(16.0, 23.0]",2.0,10.0,"(7.0, 11.0]",2.0,the kensington gardens,14,8,5,Active,Toronto,3520005.0,43.65819899,-79.40343829,350.0
94 William Street South P.O. Box 400,South West,For-Profit,No,Yes,Yes,Yes,Tavistock, N0B2R0,23.0,"(21.0, 31.0]",1.0,9.0,"(0.0, 11.0]",0.0,3.0,"(0.0, 5.0]",0.0,the maples home for seniors,,,,,East Zorra-Tavistock,3532038.0,43.31755486,-80.83826132,43.0
12 Tranquility Avenue,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,No,Yes,Yes,Yes,Ancaster, L9G5C2,20.0,"(0.0, 21.0]",0.0,10.0,"(0.0, 11.0]",0.0,4.0,"(0.0, 5.0]",0.0,the meadows,,,,,,,,,128.0
6623 Kalar Road,Hamilton Niagara Haldimand Brant (Hnhb),Municipal,No,Yes,Yes,Yes,Niagara Falls, L2H2T3,19.0,"(0.0, 21.0]",0.0,11.0,"(0.0, 11.0]",0.0,5.0,"(0.0, 5.0]",0.0,the meadows of dorchester,,,,,Niagara Falls,3526043.0,43.07925789,-79.13696046,121.0
