home_name,Placements for referrals from all prior locations (days),Placements for referrals from community (days),Placements for referrals from hospital (days),Antipsychotic Medication Use (%),Pressure Ulcers (%),Falls (%),Physical Restraints Use (%),Depression (%),Pain (%),cleaned_home_name,matched,name1,address,LHIN,home type,short stay,residents council,family council,accreditation,city,postal code,total_inspections,quartiles_total_range,quartiles_total_rank,5y_inspections,quartiles_5y_range,quartiles_5y_rank,2y_inspections,quartiles_2y_range,quartiles_2y_rank,cleaned_name,Confirmed Resident Cases,Resident Deaths,Confirmed Staff Cases,Status,CSDname,CSDuid,latitude,longitude,number_beds
Extendicare (Canada) Inc. - Brampton,80,81,102.5,27.0,3.2,21.3,2.4,14.8,8.4,extendicare (canada) inc. - brampton,False,extendicare brampton,7891 Mclaughlin Road,Central West,For-Profit,No,Yes,Yes,Yes,Brampton, L6Y5H8,26.0,"(21.0, 31.0]",1.0,17.0,"(16.0, 23.0]",2.0,10.0,"(7.0, 11.0]",2.0,extendicare brampton,13,<5,<5,Active,Brampton,3521010.0,43.65536347,-79.7356338,150.0
Extendicare (Canada) Inc. - Chelsey Park (Oxford) Nursing Home,70.5,94.5,36.5,21.1,4.9,20.2,6.9,37.1,4.5,extendicare (canada) inc. - chelsey park (oxford) nursing home,False,chelsey park,310 Oxford Street West,South West,For-Profit,Yes,Yes,Yes,Yes,London, N6H4N6,73.0,"(46.0, 172.0]",3.0,36.0,"(23.0, 86.0]",3.0,16.0,"(11.0, 44.0]",3.0,chelsey park,,0,,Inactive,London,3539036.0,42.98760838,-81.27670392,247.0
Extendicare (Canada) Inc. - Cobourg,568,495,LV,16.3,2.9,14.5,0.0,48.4,7.0,extendicare (canada) inc. - cobourg,False,extendicare cobourg,130 New Densmore Road,Central East,For-Profit,No,Yes,Yes,Yes,Cobourg, K9A5W2,42.0,"(31.0, 46.0]",2.0,20.0,"(16.0, 23.0]",2.0,7.0,"(5.0, 7.0]",1.0,extendicare cobourg,,,,,Cobourg,3514021.0,43.9837753,-78.17209322,69.0
Extendicare (Canada) Inc. - Country Lane LTC Residence,27,LV,LV,28.9,1.3,25.8,0.0,30.4,7.2,extendicare (canada) inc. - country lane long term care residence,True,country lane long term care residence,"R. R. #3, 317079 Hwy 6 & 10",South West,For-Profit,No,Yes,Yes,Yes,Chatsworth, N0H1G0,21.0,"(0.0, 21.0]",0.0,8.0,"(0.0, 11.0]",0.0,2.0,"(0.0, 5.0]",0.0,country lane long term care residence,,,,,Chatsworth,3542037.0,44.465706899999994,-80.9030782,34.0
Extendicare (Canada) Inc. - Country Village Health Care Centre,62,62,28,23.0,4.2,14.1,6.7,41.9,3.2,extendicare (canada) inc. - country village health care centre,False,country village homes - woodslee,440 County Road 8 R. R. #2,Erie St. Clair,For-Profit,No,Yes,Yes,Yes,Woodslee, N0R1V0,62.0,"(46.0, 172.0]",3.0,25.0,"(23.0, 86.0]",3.0,9.0,"(7.0, 11.0]",2.0,country village homes - woodslee,0,18,<5,Active,Kingsville,3537013.0,42.172411100000005,-82.72129740000001,104.0
Extendicare (Canada) Inc. - Craiglee Nursing Home,107,120,128,18.3,2.7,13.4,2.0,15.7,6.4,extendicare (canada) inc. - craiglee nursing home,True,craiglee nursing home,102 Craiglee Drive,Central East,For-Profit,No,Yes,Yes,Yes,Scarborough, M1N2M7,65.0,"(46.0, 172.0]",3.0,26.0,"(23.0, 86.0]",3.0,17.0,"(11.0, 44.0]",3.0,craiglee nursing home,<5,<5,7,Active,Toronto,3520005.0,43.706865,-79.25329325,169.0
Extendicare (Canada) Inc. - Dearness Home for Senior Citizens,180,174.5,184.5,21.3,2.3,21.6,1.1,35.3,1.5,extendicare (canada) inc. - dearness home for senior citizens,True,dearness home for senior citizens,710 Southdale Road East,South West,Municipal,Yes,Yes,Yes,Yes,London, N6E1R8,76.0,"(46.0, 172.0]",3.0,33.0,"(23.0, 86.0]",3.0,16.0,"(11.0, 44.0]",3.0,dearness home for senior citizens,,,,,London,3539036.0,42.94410837,-81.2242039,243.0
Extendicare (Canada) Inc. - F.J. Davey Home,173,202,128,18.9,5.0,18.5,12.9,38.6,3.1,extendicare (canada) inc. - f.j. davey home,False,f. j. davey home,733 Third Line East,North East,Non-Profit,No,Yes,Yes,Yes,Sault Ste Marie, P6A7C1,65.0,"(46.0, 172.0]",3.0,25.0,"(23.0, 86.0]",3.0,10.0,"(7.0, 11.0]",2.0,f. j. davey home,,,,,Sault Ste. Marie,3557061.0,46.552122100000005,-84.3119845,374.0
Extendicare (Canada) Inc. - Falconbridge,47,55.5,29.5,22.8,3.2,18.1,1.9,19.6,7.5,extendicare (canada) inc. - falconbridge,False,extendicare falconbridge,281 Falconbridge Road,North East,For-Profit,Yes,Yes,Yes,Yes,Sudbury, P3A5K4,67.0,"(46.0, 172.0]",3.0,40.0,"(23.0, 86.0]",3.0,19.0,"(11.0, 44.0]",3.0,extendicare falconbridge,,,,,Greater Sudbury / Grand Sudbury,3553005.0,46.50713379,-80.93753367,234.0
Extendicare (Canada) Inc. - Georgian Heights,41,35,41,25.2,2.7,13.0,0.0,35.3,9.6,extendicare (canada) inc. - georgian heights,True,georgian heights,1115-10th Street East,South West,For-Profit,No,Yes,Yes,Yes,Owen Sound, N4K6B1,20.0,"(0.0, 21.0]",0.0,9.0,"(0.0, 11.0]",0.0,4.0,"(0.0, 5.0]",0.0,georgian heights,,,,,Owen Sound,3542059.0,44.56929937,-80.92272196,40.0
Extendicare (Canada) Inc. - Guildwood,156,130,177,20.2,3.0,18.9,0.1,8.4,1.7,extendicare (canada) inc. - guildwood,False,extendicare guildwood,60 Guildwood Parkway,Central East,For-Profit,Yes,Yes,Yes,Yes,Scarborough, M1E1N9,39.0,"(31.0, 46.0]",2.0,18.0,"(16.0, 23.0]",2.0,10.0,"(7.0, 11.0]",2.0,extendicare guildwood,36,7,12,Active,Toronto,3520005.0,43.74686311,-79.20313123,169.0
Extendicare (Canada) Inc. - Haliburton,169,176,LV,24.1,2.8,28.9,0.0,28.4,20.9,extendicare (canada) inc. - haliburton,False,extendicare haliburton,167 Park Street P.O. Box 780,Central East,For-Profit,No,Yes,Yes,Yes,Haliburton, K0M1S0,20.0,"(0.0, 21.0]",0.0,13.0,"(11.0, 16.0]",1.0,6.0,"(5.0, 7.0]",1.0,extendicare haliburton,,,,,Dysart et al,3546024.0,45.051712,-78.502471,60.0
Extendicare (Canada) Inc. - Halton Hills,240.5,251,LV,25.5,2.9,21.1,6.5,30.6,2.8,extendicare (canada) inc. - halton hills,False,extendicare halton hills,9 Lindsay Court,Mississauga Halton,For-Profit,No,Yes,Yes,Yes,Georgetown, L7G6G9,45.0,"(31.0, 46.0]",2.0,23.0,"(16.0, 23.0]",2.0,9.0,"(7.0, 11.0]",2.0,extendicare halton hills,,,,,Halton Hills,3524015.0,43.64922616,-79.94812796,130.0
Extendicare (Canada) Inc. - Hamilton,103,112,83.5,22.3,2.2,16.3,1.8,13.9,14.2,extendicare (canada) inc. - hamilton,False,extendicare hamilton,90 Chedmac Drive,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,No,Yes,Yes,Yes,Hamilton, L9C7S6,42.0,"(31.0, 46.0]",2.0,20.0,"(16.0, 23.0]",2.0,8.0,"(7.0, 11.0]",2.0,extendicare hamilton,,,,,Hamilton,3525005.0,43.23730029,-79.92136612,160.0
Extendicare (Canada) Inc. - Hamilton Continuing Care,71.5,161,71.5,13.5,4.1,21.0,0.0,41.4,7.8,extendicare (canada) inc. - hamilton continuing care,True,hamilton continuing care,125 Wentworth Street South,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,No,Yes,No,Yes,Hamilton, L8N2Z1,40.0,"(31.0, 46.0]",2.0,19.0,"(16.0, 23.0]",2.0,6.0,"(5.0, 7.0]",1.0,hamilton continuing care,,,,,Hamilton,3525005.0,43.24791349,-79.8504795,64.0
Extendicare (Canada) Inc. - Hope Street Terrace,149,168,125,15.3,3.8,18.7,3.8,33.2,9.3,extendicare (canada) inc. - hope street terrace,True,hope street terrace,20 Hope Street South,Central East,For-Profit,Yes,Yes,No,Yes,Port Hope, L1A2M8,41.0,"(31.0, 46.0]",2.0,22.0,"(16.0, 23.0]",2.0,10.0,"(7.0, 11.0]",2.0,hope street terrace,,,,,Port Hope,3514020.0,43.95459039,-78.28837976,97.0
Extendicare (Canada) Inc. - Kapuskasing,214,LV,146.5,19.6,1.5,14.4,3.7,16.2,7.0,extendicare (canada) inc. - kapuskasing,False,extendicare kapuskasing,45 Ontario Street P.O. Box 460,North East,For-Profit,Yes,Yes,Yes,Yes,Kapuskasing, P5N2Y5,27.0,"(21.0, 31.0]",1.0,19.0,"(16.0, 23.0]",2.0,11.0,"(7.0, 11.0]",2.0,extendicare kapuskasing,,,,,Kapuskasing,3556066.0,49.41769224,-82.41017831,61.0
Extendicare (Canada) Inc. - Kawartha Lakes,678,617,LV,7.0,2.8,15.2,4.6,19.8,4.9,extendicare (canada) inc. - kawartha lakes,False,extendicare kawartha lakes,125 Colborne Street East,Central East,For-Profit,No,Yes,No,Yes,Lindsay, K0L2V0,15.0,"(0.0, 21.0]",0.0,10.0,"(0.0, 11.0]",0.0,4.0,"(0.0, 5.0]",0.0,extendicare kawartha lakes,,,,,Kawartha Lakes,3516010.0,44.36383334,-78.72369584,64.0
Extendicare (Canada) Inc. - Kingston,67,53,96,7.7,0.9,17.3,2.4,22.8,11.4,extendicare (canada) inc. - kingston,False,extendicare kingston,309 Queen Mary Road,South East,For-Profit,No,Yes,Yes,Yes,Kingston, K7M6P4,28.0,"(21.0, 31.0]",1.0,15.0,"(11.0, 16.0]",1.0,4.0,"(0.0, 5.0]",0.0,extendicare kingston,,,,,Kingston,3510010.0,44.23934601,-76.53531092,150.0
Extendicare (Canada) Inc. - Kirkland Lake,48,46,54.5,20.0,1.9,18.4,0.8,22.2,20.2,extendicare (canada) inc. - kirkland lake,False,extendicare kirkland lake,155 Government Road East,North East,For-Profit,Yes,Yes,Yes,Yes,Kirkland Lake, P2N3P4,22.0,"(21.0, 31.0]",1.0,16.0,"(11.0, 16.0]",1.0,5.0,"(0.0, 5.0]",0.0,extendicare kirkland lake,,,,,Kirkland Lake,3554068.0,48.15597609,-80.02268375,100.0
Extendicare (Canada) Inc. - Lakefield,674,627,LV,16.3,3.7,20.9,1.3,18.1,15.4,extendicare (canada) inc. - lakefield,False,extendicare lakefield,19 Fraser Street,Central East,For-Profit,Yes,Yes,Yes,Yes,Lakefield, K0L2H0,19.0,"(0.0, 21.0]",0.0,13.0,"(11.0, 16.0]",1.0,4.0,"(0.0, 5.0]",0.0,extendicare lakefield,,0,,Inactive,Selwyn,3515015.0,44.42419477,-78.28153509999999,100.0
Extendicare (Canada) Inc. - Lakeside LTC Centre,368,358.5,LV,25.0,2.8,15.0,1.2,4.5,0.0,extendicare (canada) inc. - lakeside long term care centre,True,lakeside long term care centre,150 Dunn Avenue,Toronto Central,Non-Profit,Yes,Yes,Yes,Yes,Toronto, M6K2R6,13.0,"(0.0, 21.0]",0.0,8.0,"(0.0, 11.0]",0.0,3.0,"(0.0, 5.0]",0.0,lakeside long term care centre,,,,,Toronto,3520005.0,43.636584,-79.43316800000001,128.0
Extendicare (Canada) Inc. - Laurier Manor,38,42,44.5,25.1,1.3,19.7,9.6,36.4,2.9,extendicare (canada) inc. - laurier manor,False,extendicare laurier manor,1715 Montreal Road,Champlain,For-Profit,No,Yes,Yes,Yes,Gloucester, K1J6N4,85.0,"(46.0, 172.0]",3.0,52.0,"(23.0, 86.0]",3.0,15.0,"(11.0, 44.0]",3.0,extendicare laurier manor,10,22,33,Active,Ottawa,3506008.0,45.44640676,-75.61084101,242.0
Extendicare (Canada) Inc. - London,65,74,45,11.3,2.9,19.0,0.0,15.0,14.4,extendicare (canada) inc. - london,False,extendicare london,860 Waterloo Street,South West,For-Profit,Yes,Yes,Yes,Yes,London, N6A3W6,61.0,"(46.0, 172.0]",3.0,25.0,"(23.0, 86.0]",3.0,12.0,"(11.0, 44.0]",3.0,extendicare london,,,,,London,3539036.0,43.00042548,-81.24860602,170.0
Extendicare (Canada) Inc. - Maitland Manor,23.5,26.5,23,21.0,5.1,21.4,4.8,28.8,12.9,extendicare (canada) inc. - maitland manor,True,maitland manor,290 South Street,South West,For-Profit,Yes,Yes,Yes,Yes,Goderich, N7A4G6,35.0,"(31.0, 46.0]",2.0,21.0,"(16.0, 23.0]",2.0,10.0,"(7.0, 11.0]",2.0,maitland manor,,,,,Goderich,3540028.0,43.73314149,-81.71190013,91.0
Extendicare (Canada) Inc. - Manitoulin Centennial Manor Home for the Aged,146,181,LV,7.3,1.0,20.0,0.0,27.4,5.2,extendicare (canada) inc. - manitoulin centennial manor home for the aged,True,manitoulin centennial manor home for the aged,70 Robinson Street Postal Bag 460,North East,Municipal,No,Yes,No,No,Little Current, P0P1K0,26.0,"(21.0, 31.0]",1.0,12.0,"(11.0, 16.0]",1.0,6.0,"(5.0, 7.0]",1.0,manitoulin centennial manor home for the aged,,,,,Northeastern Manitoulin and the Islands,3551017.0,45.98389625,-81.93648973,60.0
Extendicare (Canada) Inc. - Manoir Marochel,237.5,181,LV,24.5,4.6,16.0,3.1,12.3,0.3,extendicare (canada) inc. - manoir marochel,True,manoir marochel,949 Montreal Road,Champlain,For-Profit,No,Yes,Yes,No,Ottawa, K1K0S6,115.0,"(46.0, 172.0]",3.0,68.0,"(23.0, 86.0]",3.0,22.0,"(11.0, 44.0]",3.0,manoir marochel,29,7,15,Active,Ottawa,3506008.0,45.44785486,-75.62821042,64.0
Extendicare (Canada) Inc. - Maple View,106,96,142,32.1,2.5,23.9,11.0,20.3,4.5,extendicare (canada) inc. - maple view,False,extendicare maple view of sault ste. marie,650 Northern Avenue,North East,For-Profit,No,Yes,Yes,Yes,Sault Ste. Marie, P6B4J3,46.0,"(31.0, 46.0]",2.0,39.0,"(23.0, 86.0]",3.0,24.0,"(11.0, 44.0]",3.0,extendicare maple view of sault ste. marie,<5,0,0,Active,Sault Ste. Marie,3557061.0,46.5350635,-84.30335325,256.0
Extendicare (Canada) Inc. - McCall Centre LTC Interim Unit,NR,NR,NR,7.1,ST,9.9,0.0,ST,4.3,extendicare (canada) inc. - mccall centre long term care interim unit,True,mccall centre long term care interim unit,140 SHERWAY DRIVE,Mississauga Halton,Non-Profit,No,Yes,No,Yes,ETOBICOKE, M9C1A4,11.0,"(0.0, 21.0]",0.0,8.0,"(0.0, 11.0]",0.0,4.0,"(0.0, 5.0]",0.0,mccall centre long term care interim unit,,0,,Inactive,Toronto,3520005.0,43.61006437,-79.56210244,21.0
Extendicare (Canada) Inc. - Medex,77.5,75,77,27.5,3.3,22.4,9.8,10.0,10.8,extendicare (canada) inc. - medex,False,extendicare medex,1865 Baseline Road,Champlain,For-Profit,No,Yes,No,Yes,Ottawa, K2C3K6,63.0,"(46.0, 172.0]",3.0,37.0,"(23.0, 86.0]",3.0,19.0,"(11.0, 44.0]",3.0,extendicare medex,,,,,Ottawa,3506008.0,45.35435184,-75.75821985,193.0
Extendicare (Canada) Inc. - Mississauga,327,327,LV,21.6,1.5,17.5,0.0,8.6,2.1,extendicare (canada) inc. - mississauga,False,extendicare mississauga,855 John Watt Boulevard,Mississauga Halton,For-Profit,No,Yes,Yes,Yes,Mississauga, L5W1G2,22.0,"(21.0, 31.0]",1.0,12.0,"(11.0, 16.0]",1.0,6.0,"(5.0, 7.0]",1.0,extendicare mississauga,,,,,Mississauga,3521005.0,43.63238897,-79.72791359,140.0
Extendicare (Canada) Inc. - Mitchell Nursing Home,68,51.5,295.5,21.3,5.3,18.4,6.5,30.1,10.3,extendicare (canada) inc. - mitchell nursing home,True,mitchell nursing home,"184 Napier Street, S.S. #1",South West,Non-Profit,No,Yes,Yes,No,Mitchell, N0K1N0,34.0,"(31.0, 46.0]",2.0,10.0,"(0.0, 11.0]",0.0,5.0,"(0.0, 5.0]",0.0,mitchell nursing home,,,,,West Perth,3531025.0,43.47396537,-81.20189084,48.0
Extendicare (Canada) Inc. - New Orchard Lodge,84,71,160,7.3,0.0,16.5,4.2,21.4,14.8,extendicare (canada) inc. - new orchard lodge,False,extendicare new orchard lodge,99 New Orchard Avenue,Champlain,For-Profit,No,Yes,No,Yes,Ottawa, K2B5E6,30.0,"(21.0, 31.0]",1.0,18.0,"(16.0, 23.0]",2.0,6.0,"(5.0, 7.0]",1.0,extendicare new orchard lodge,,,,,Ottawa,3506008.0,45.37526254,-75.77907516,111.0
Extendicare (Canada) Inc. - Orchard Villa LTC,204.5,213.5,263,24.5,3.6,20.4,1.2,28.4,7.4,extendicare (canada) inc. - orchard villa ltc,False,orchard villa,1955 Valley Farm Road,Central East,For-Profit,No,Yes,Yes,Yes,Pickering, L1V3R6,67.0,"(46.0, 172.0]",3.0,36.0,"(23.0, 86.0]",3.0,12.0,"(11.0, 44.0]",3.0,orchard villa,74,69,<5,Active,Pickering,3518001.0,43.84623863,-79.0826885,233.0
Extendicare (Canada) Inc. - Oshawa,223,280,132,19.2,2.3,18.1,3.4,17.7,15.5,extendicare (canada) inc. - oshawa,False,extendicare oshawa,82 Park Road North,Central East,For-Profit,Yes,Yes,Yes,Yes,Oshawa, L1J4L1,41.0,"(31.0, 46.0]",2.0,28.0,"(23.0, 86.0]",3.0,8.0,"(7.0, 11.0]",2.0,extendicare oshawa,<5,0,0,Active,Oshawa,3518013.0,43.89733765,-78.87514724,175.0
Extendicare (Canada) Inc. - Parisien Manor Nursing Home Cornwall,190,195,LV,27.6,3.8,16.4,19.1,35.4,3.5,extendicare (canada) inc. - parisien manor nursing home cornwall,False,parisien manor,439 Second Street East,Champlain,For-Profit,No,Yes,No,Yes,Cornwall, K6H1Z2,31.0,"(21.0, 31.0]",1.0,20.0,"(16.0, 23.0]",2.0,10.0,"(7.0, 11.0]",2.0,parisien manor,,,,,Cornwall,3501012.0,45.02136413,-74.71865558,65.0
Extendicare (Canada) Inc. - Parkview Manor Health Care Centre,45,LV,29,5.7,5.1,13.5,0.0,32.4,8.0,extendicare (canada) inc. - parkview manor health care centre,True,parkview manor health care centre,98-3rd Street South East P.O. Box 298,South West,For-Profit,No,Yes,Yes,Yes,Chesley, N0G1L0,17.0,"(0.0, 21.0]",0.0,11.0,"(0.0, 11.0]",0.0,7.0,"(5.0, 7.0]",1.0,parkview manor health care centre,<5,0,0,Active,Arran-Elderslie,3541043.0,44.298319899999996,-81.091335,34.0
Extendicare (Canada) Inc. - Peterborough,268.5,412.5,154,17.0,0.8,19.7,0.5,15.7,12.0,extendicare (canada) inc. - peterborough,False,extendicare peterborough,80 Alexander Avenue,Central East,For-Profit,Yes,Yes,Yes,Yes,Peterborough, K9J6B4,29.0,"(21.0, 31.0]",1.0,18.0,"(16.0, 23.0]",2.0,9.0,"(7.0, 11.0]",2.0,extendicare peterborough,,,,,Peterborough,3515014.0,44.29856245,-78.34564511,174.0
Extendicare (Canada) Inc. - Pinecrest Nursing Home,153,149,162,15.2,1.5,21.0,0.0,41.0,2.1,extendicare (canada) inc. - pinecrest nursing home,False,pinecrest (plantagenet),101 Parent Street P.O. Box 250,Champlain,For-Profit,No,Yes,Yes,No,Plantagenet, K0B1L0,50.0,"(46.0, 172.0]",3.0,32.0,"(23.0, 86.0]",3.0,12.0,"(11.0, 44.0]",3.0,pinecrest (plantagenet),24,9,5,Active,Alfred and Plantagenet,3502023.0,45.5420141,-74.99812112,60.0
Extendicare (Canada) Inc. - Port Hope,377,363,LV,11.1,2.4,20.6,4.7,18.7,7.0,extendicare (canada) inc. - port hope,False,extendicare port hope,360 Croft Street,Central East,For-Profit,No,Yes,Yes,Yes,Port Hope, L1A4K8,29.0,"(21.0, 31.0]",1.0,21.0,"(16.0, 23.0]",2.0,5.0,"(0.0, 5.0]",0.0,extendicare port hope,,,,,Port Hope,3514020.0,43.96724219,-78.28414406,128.0
Extendicare (Canada) Inc. - Port Perry Place,221.5,221.5,LV,6.0,2.0,7.9,0.0,15.1,3.3,extendicare (canada) inc. - port perry place,True,port perry place,15941 Simcoe Street,Central East,For-Profit,No,Yes,Yes,Yes,Port Perry, L9L1N5,50.0,"(46.0, 172.0]",3.0,27.0,"(23.0, 86.0]",3.0,6.0,"(5.0, 7.0]",1.0,port perry place,,,,,Scugog,3518020.0,44.11144499,-78.95044579,107.0
Extendicare (Canada) Inc. - Port Stanley,70,71.5,LV,26.4,5.0,25.5,2.1,29.8,13.1,extendicare (canada) inc. - port stanley,False,extendicare port stanley,4551 East Road,South West,For-Profit,Yes,Yes,Yes,Yes,Port Stanley, N5L1J6,31.0,"(21.0, 31.0]",1.0,18.0,"(16.0, 23.0]",2.0,8.0,"(7.0, 11.0]",2.0,extendicare port stanley,,,,,Central Elgin,3534020.0,42.67066023,-81.20881357,60.0
Extendicare (Canada) Inc. - Rideaucrest Home,253.5,227.5,367,15.9,2.8,18.6,3.1,30.2,0.4,extendicare (canada) inc. - rideaucrest home,True,rideaucrest home,175 Rideau Street,South East,Municipal,No,Yes,Yes,Yes,Kingston, K7K3H6,69.0,"(46.0, 172.0]",3.0,42.0,"(23.0, 86.0]",3.0,20.0,"(11.0, 44.0]",3.0,rideaucrest home,,,,,Kingston,3510010.0,44.23807732,-76.48232850000001,170.0
Extendicare (Canada) Inc. - Ritz Lutheran Villa,144.5,176,LV,2.9,3.5,12.8,2.6,19.0,9.7,extendicare (canada) inc. - ritz lutheran villa,True,ritz lutheran villa,"Part Lot 16, Con 2, Logan Twn R.R. #5",South West,Non-Profit,No,Yes,Yes,No,Mitchell, N0K1N0,66.0,"(46.0, 172.0]",3.0,24.0,"(23.0, 86.0]",3.0,10.0,"(7.0, 11.0]",2.0,ritz lutheran villa,,,,,West Perth,3531025.0,43.478586,-81.191192,85.0
Extendicare (Canada) Inc. - Rouge Valley,261.5,260,LV,21.9,1.9,17.8,0.4,12.4,8.0,extendicare (canada) inc. - rouge valley,False,extendicare rouge valley,551 Conlins Road,Central East,For-Profit,Yes,Yes,Yes,Yes,Toronto, M1B5S1,35.0,"(31.0, 46.0]",2.0,23.0,"(16.0, 23.0]",2.0,11.0,"(7.0, 11.0]",2.0,extendicare rouge valley,,0,,Inactive,Toronto,3520005.0,43.80332132,-79.18867764,192.0
Extendicare (Canada) Inc. - Scarborough,123.5,170,123.5,26.5,3.5,14.8,0.0,12.5,3.5,extendicare (canada) inc. - scarborough,False,extendicare scarborough,3830 Lawrence Avenue East,Central East,For-Profit,Yes,Yes,Yes,Yes,Scarborough, M1G1R6,31.0,"(21.0, 31.0]",1.0,15.0,"(11.0, 16.0]",1.0,6.0,"(5.0, 7.0]",1.0,extendicare scarborough,11,<5,8,Active,Toronto,3520005.0,43.76375641,-79.21012454,154.0
Extendicare (Canada) Inc. - Southlake Residential Care Village,243.5,183,LV,25.0,1.5,12.0,0.8,22.0,2.4,extendicare (canada) inc. - southlake residential care village,True,southlake residential care village,640 Grace Street,Central,Non-Profit,No,Yes,Yes,Yes,Newmarket, L3Y2L1,49.0,"(46.0, 172.0]",3.0,18.0,"(16.0, 23.0]",2.0,13.0,"(11.0, 44.0]",3.0,southlake residential care village,0,0,<5,Active,Newmarket,3519048.0,44.05931585,-79.45092944,224.0
Extendicare (Canada) Inc. - Southwood Lakes,97.5,91.5,NR,17.9,3.3,22.4,0.0,12.1,12.7,extendicare (canada) inc. - southwood lakes,False,extendicare southwood lakes,1255 North Talbot Road,Erie St. Clair,For-Profit,No,Yes,Yes,Yes,Windsor, N9G3A4,100.0,"(46.0, 172.0]",3.0,30.0,"(23.0, 86.0]",3.0,14.0,"(11.0, 44.0]",3.0,extendicare southwood lakes,0,0,<5,Active,Windsor,3537039.0,42.24130106,-82.97743668,150.0
Extendicare (Canada) Inc. - St. Catharines,127,127,65,17.3,2.3,18.0,3.4,25.7,1.3,extendicare (canada) inc. - st. catharines,False,extendicare st. catharines,283 Pelham Road,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,No,Yes,Yes,Yes,St. Catharines, L2S1X7,27.0,"(21.0, 31.0]",1.0,16.0,"(11.0, 16.0]",1.0,9.0,"(7.0, 11.0]",2.0,extendicare st. catharines,,,,,St. Catharines,3526053.0,43.1300249,-79.2583408,153.0
Extendicare (Canada) Inc. - Starwood,80,175,45.5,23.1,0.5,20.7,3.4,27.6,6.6,extendicare (canada) inc. - starwood,False,extendicare starwood,114 Starwood Road,Champlain,For-Profit,No,Yes,Yes,Yes,Nepean, K2G3N5,54.0,"(46.0, 172.0]",3.0,26.0,"(23.0, 86.0]",3.0,14.0,"(11.0, 44.0]",3.0,extendicare starwood,,0,,Inactive,Ottawa,3506008.0,45.35366004,-75.75058715,192.0
Extendicare (Canada) Inc. - Tecumseh,148,148,NR,23.0,4.6,16.8,2.2,26.3,12.7,extendicare (canada) inc. - tecumseh,False,extendicare tecumseh,2475 St. Alphonse Street,Erie St. Clair,For-Profit,No,Yes,Yes,Yes,Tecumseh, N8N2X2,66.0,"(46.0, 172.0]",3.0,27.0,"(23.0, 86.0]",3.0,14.0,"(11.0, 44.0]",3.0,extendicare tecumseh,,,,,Tecumseh,3537048.0,42.28214117,-82.88283156,128.0
Extendicare (Canada) Inc. - Tendercare Living Centre,484,485,LV,17.8,2.0,14.1,1.3,7.4,0.0,extendicare (canada) inc. - tendercare living centre,True,tendercare living centre,1020 McNicoll Avenue,Central East,For-Profit,No,Yes,No,Yes,Scarborough, M1W2J6,35.0,"(31.0, 46.0]",2.0,17.0,"(16.0, 23.0]",2.0,8.0,"(7.0, 11.0]",2.0,tendercare living centre,,<5,,Inactive,Toronto,3520005.0,43.80577041,-79.33598338,254.0
Extendicare (Canada) Inc. - The Pines,405,407,LV,19.2,3.2,26.6,1.7,28.6,2.2,extendicare (canada) inc. - the pines,True,the pines,98 Pine Street,North Simcoe Muskoka,Municipal,No,Yes,No,Yes,Bracebridge, P1L1N5,13.0,"(0.0, 21.0]",0.0,10.0,"(0.0, 11.0]",0.0,5.0,"(0.0, 5.0]",0.0,the pines,,,,,Bracebridge,3544018.0,45.05169583,-79.29822038,160.0
Extendicare (Canada) Inc. - Timmins,55,135,42,31.2,2.0,14.7,0.0,21.2,19.4,extendicare (canada) inc. - timmins,False,extendicare timmins,62 St-Jean Avenue,North East,For-Profit,No,Yes,Yes,Yes,Timmins, P4R0A6,39.0,"(31.0, 46.0]",2.0,25.0,"(23.0, 86.0]",3.0,9.0,"(7.0, 11.0]",2.0,extendicare timmins,<5,0,0,Active,Timmins,3556027.0,48.47746467,-81.37922804,180.0
Extendicare (Canada) Inc. - Tri-Town,106,LV,199,15.8,0.8,12.4,0.0,11.7,2.1,extendicare (canada) inc. - tri-town,False,extendicare tri-town,143 Bruce Street P.O. Box 999,North East,For-Profit,Yes,Yes,Yes,Yes,Haileybury, P0J1K0,15.0,"(0.0, 21.0]",0.0,10.0,"(0.0, 11.0]",0.0,3.0,"(0.0, 5.0]",0.0,extendicare tri-town,,,,,Temiskaming Shores,3554020.0,47.4407208,-79.63014404,60.0
