,index,facility_name,source_facility_type,odhf_facility_type,provider,unit,street_no,street_name,postal_code,city_x,province,source_format_str_address,CSDname,CSDuid,Pruid,latitude,longitude,facility_name_clean,cleaned_name,name,address,city and postal code,LHIN,licensee,management,home type,beds,short stay,residents council,family council,accreditation,additional_info,city_y,postal code,number of beds,total_inspections,5y_inspections,Unnamed: 0,LTC Home,City,Beds,Confirmed Resident Cases,Resident Deaths,Confirmed Staff Cases,Status
196,3537.0,fairview nursing home,long-term care home,Nursing and residential care facilities,Province of Ontario,,14,cross street,M6J1S8,toronto,on,,Toronto,3520005.0,35.0,43.64812078,-79.4285026,fairview nursing home,fairview nursing home,FAIRVIEW NURSING HOME,14 Cross Street,"Toronto, M6J1S8",Toronto Central,Fairview Nursing Home Limited,Specialty Care Inc.,For-Profit,Home with approximately 108 beds,No,Yes,Yes,Yes,,Toronto, M6J1S8,108.0,33.0,9.0,,,,,,,,
197,3539.0,faith manor nursing home,long-term care home,Nursing and residential care facilities,Province of Ontario,,7900,mclaughlin road s,L6Y5A7,brampton,on,,Brampton,3521010.0,35.0,43.65401717,-79.74139890000001,faith manor nursing home,faith manor nursing home,FAITH MANOR NURSING HOME,7900 Mclaughlin Road South,"Brampton, L6Y5A7",Central West,Holland Christian Homes Inc.,,Non-Profit,Home with approximately 120 beds,No,Yes,Yes,Yes,,Brampton, L6Y5A7,120.0,39.0,18.0,60.0,Faith Manor Nursing Home,Brampton,120.0,<5,0,<5,Active
198,3553.0,fenelon court,long-term care home,Nursing and residential care facilities,Province of Ontario,,44,wychwood crescent,K0M1N0,kawartha lakes,on,,Kawartha Lakes,3516010.0,35.0,44.52846487,-78.73121905,fenelon court,fenelon court,FENELON COURT,44 Wychwood Crescent,"Fenelon Falls, K0M1N0",Central East,Axr Operating (National) Lp,,For-Profit,Home with approximately 67 beds,No,Yes,Yes,Yes,,Fenelon Falls, K0M1N0,67.0,18.0,11.0,,,,,,,,
199,3555.0,fiddick's nursing home,long-term care home,Nursing and residential care facilities,Province of Ontario,,437,first avenue,N0N1R0,petrolia,on,,Petrolia,3538019.0,35.0,42.877897,-82.135951,fiddick's nursing home,fiddick's nursing home,FIDDICK'S NURSING HOME,437 First Avenue P.O. Box 340,"Petrolia, N0N1R0",Erie St. Clair,Fiddick's Nursing Home Limited,,For-Profit,Home with approximately 92 beds,No,Yes,Yes,Yes,,Petrolia, N0N1R0,92.0,37.0,23.0,,,,,,,,
200,3557.0,fieldstone commons care community,long-term care home,Nursing and residential care facilities,Province of Ontario,,1000,ellesmere road,M1P5G2,toronto,on,,Toronto,3520005.0,35.0,43.76728591,-79.27793126,fieldstone commons care community,fieldstone commons care community,FIELDSTONE COMMONS CARE COMMUNITY,1000 Ellesmere Road,"Scarborough, M1P5G2",Central East,2063414 Ontario Limited As General Partner Of 2063414 Investment Lp,,For-Profit,Home with approximately 224 beds,Yes,Yes,Yes,Yes,,Scarborough, M1P5G2,224.0,43.0,19.0,,,,,,,,
201,3560.0,finlandia hoivakoti nursing home,long-term care home,Nursing and residential care facilities,Province of Ontario,,233,fourth avenue,P3B4C3,sudbury,on,,Greater Sudbury / Grand Sudbury,3553005.0,35.0,46.48424888,-80.92711026,finlandia hoivakoti nursing home,finlandia hoivakoti nursing home,FINLANDIA HOIVAKOTI NURSING HOME LIMITED,233 Fourth Avenue,"Sudbury, P3B4C3",North East,Finlandia Nursing Home Limited,,For-Profit,Home with approximately 112 beds,Yes,Yes,Yes,Yes,,Sudbury, P3B4C3,112.0,42.0,18.0,61.0,Finlandia Hoivakoti Nursing Home,Sudbury,112.0,0,0,<5,Active
202,3566.0,forest heights,long-term care home,Nursing and residential care facilities,Province of Ontario,,60,westheights drive,N2N2A8,kitchener,on,,Kitchener,3530013.0,35.0,43.42864339,-80.52997973,forest heights,forest heights,FOREST HEIGHTS,60 Westheights Drive,"Kitchener, N2N2A8",Waterloo Wellington,Revera Long Term Care Inc.,,For-Profit,Home with approximately 240 beds,Yes,Yes,Yes,Yes,,Kitchener, N2N2A8,240.0,101.0,39.0,62.0,Forest Heights,Kitchener,240.0,166,46,59,Active
203,3567.0,forest hill,long-term care home,Nursing and residential care facilities,Province of Ontario,,6501,campeau drive,K2K3E9,ottawa,on,,Ottawa,3506008.0,35.0,45.31439133,-75.9096673,forest hill,forest hill,FOREST HILL,6501 Campeau Drive,"Kanata, K2K3E9",Champlain,0760444 B.C. Ltd. As General Partner On Behalf Of Omni Health Care Limited Partnership,,For-Profit,Home with approximately 160 beds,No,Yes,Yes,Yes,,Kanata, K2K3E9,160.0,42.0,23.0,,,,,,,,
204,3576.0,fosterbrooke,long-term care home,Nursing and residential care facilities,Province of Ontario,,330,king street w,L1B1G9,toronto,on,,Toronto,3520005.0,35.0,43.64665448,-79.39003029,fosterbrooke,fosterbrooke,FOSTERBROOKE,330 King Street West,"Newcastle, L1B1G9",Central East,Revera Long Term Care Inc.,,For-Profit,Home with approximately 88 beds,Yes,Yes,Yes,Yes,,Newcastle, L1B1G9,88.0,23.0,13.0,,,,,,,,
205,3577.0,fountain view care community,long-term care home,Nursing and residential care facilities,Province of Ontario,,1800,oconnor drive,M4A1W7,toronto,on,,Toronto,3520005.0,35.0,43.7205599,-79.30496586,fountain view care community,fountain view care community,FOUNTAIN VIEW CARE COMMUNITY,1800 O'Connor Drive,"East York, M4A1W7",Toronto Central,2063414 Ontario Limited As General Partner Of 2063414 Investment Lp,,For-Profit,Home with approximately 158 beds,No,Yes,Yes,Yes,,East York, M4A1W7,158.0,43.0,16.0,63.0,Fountain View Care Community,East York,158.0,0,0,<5,Active
206,3583.0,fox ridge care community,long-term care home,Nursing and residential care facilities,Province of Ontario,,389,west street,N3R3V9,brantford,on,,Brantford,3529006.0,35.0,43.15692506,-80.25558282,fox ridge care community,fox ridge care community,FOX RIDGE CARE COMMUNITY,389 West Street,"Brantford, N3R3V9",Hamilton Niagara Haldimand Brant (Hnhb),2063414 Ontario Limited As General Partner Of 2063414 Investment Lp,,For-Profit,Home with approximately 122 beds,No,Yes,Yes,Yes,,Brantford, N3R3V9,122.0,64.0,21.0,,,,,,,,
207,3586.0,foyer des pionniers,long-term care home,Nursing and residential care facilities,Province of Ontario,,67,15 street,P0L1N0,hearst,on,,Hearst,3556076.0,35.0,49.684844700000006,-83.67961927,foyer des pionniers,foyer des pionniers,FOYER DES PIONNIERS,67 15th Street P.O. Box 1538,"Hearst, P0L1N0",North East,Foyer Hearst - Mattice - Soins De Sante,,Non-Profit,Home with approximately 67 beds,Yes,Yes,Yes,No,,Hearst, P0L1N0,67.0,17.0,12.0,,,,,,,,
208,3587.0,foyer richelieu welland,long-term care home,Nursing and residential care facilities,Province of Ontario,,655,tanguay avenue,L3B6A1,welland,on,,Welland,3526032.0,35.0,42.99062027,-79.22461408,foyer richelieu welland,foyer richelieu welland,FOYER RICHELIEU WELLAND,655 Tanguay Avenue,"Welland, L3B6A1",Hamilton Niagara Haldimand Brant (Hnhb),Foyer Richelieu Welland,,Non-Profit,Home with approximately 63 beds,No,Yes,Yes,No,,Welland, L3B6A1,63.0,43.0,21.0,,,,,,,,
209,3588.0,foyer st-viateur nursing home,long-term care home,Nursing and residential care facilities,Province of Ontario,,1003,limoges road s,K0A2M0,limoges,on,,The Nation / La Nation,3502025.0,35.0,45.29369315,-75.22846107,foyer st-viateur nursing home,foyer st-viateur nursing home,FOYER ST-VIATEUR NURSING HOME,1003 Limoges Road South,"Limoges, K0A2M0",Champlain,Genesis Gardens Inc.,,For-Profit,Home with approximately 57 beds,No,Yes,Yes,Yes,,Limoges, K0A2M0,57.0,66.0,30.0,,,,,,,,
210,3590.0,franklin gardens long term care home,long-term care home,Nursing and residential care facilities,Province of Ontario,,24,franklin road,N8H4B7,leamington,on,,Leamington,3537003.0,35.0,42.03083044,-82.59816325,franklin gardens long term care home,franklin gardens long term care home,FRANKLIN GARDENS LONG TERM CARE HOME,24 Franklin Road,"Leamington, N8H4B7",Erie St. Clair,"Dtoc Long Term Care Lp, By Its General Partner, Dtoc Long Term Care Mgp (A General Partnership) By Its Partners, Dtoc Long Term Care Gp Inc. And Arch Venture Holdings Inc.",Universalcare Canada Inc.,For-Profit,Home with approximately 120 beds,No,Yes,Yes,Yes,,Leamington, N8H4B7,120.0,56.0,24.0,64.0,Franklin Gardens Long Term Care Home,Leamington,120.0,<5,0,<5,Active
211,3594.0,friendly manor nursing home,long-term care home,Nursing and residential care facilities,Province of Ontario,,9756,lennox and addington,K0K1X0,greater napanee,on,,Greater Napanee,3511015.0,35.0,44.201206899999995,-77.0375329,friendly manor nursing home,friendly manor nursing home,FRIENDLY MANOR NURSING HOME,"9756 County Road, #2 P.O. Box 305","Deseronto, K0K1X0",South East,Manorcare Partners Ii,Eldercare Management & Consulting Corp.,For-Profit,Home with approximately 60 beds,No,Yes,No,Yes,,Deseronto, K0K1X0,60.0,30.0,21.0,,,,,,,,
212,3597.0,frost manor,long-term care home,Nursing and residential care facilities,Province of Ontario,,225,mary street w,K9V5K3,kawartha lakes,on,,Kawartha Lakes,3516010.0,35.0,44.342364,-78.747889,frost manor,frost manor,FROST MANOR,225 Mary Street West,"Lindsay, K9V5K3",Central East,0760444 B.C. Ltd. As General Partner On Behalf Of Omni Health Care Limited Partnership,,For-Profit,Home with approximately 62 beds,No,Yes,Yes,Yes,,Lindsay, K9V5K3,62.0,22.0,15.0,,,,,,,,
213,3598.0,fudger house,long-term care home,Nursing and residential care facilities,Province of Ontario,,439,sherbourne street,M4X1K6,toronto,on,,Toronto,3520005.0,35.0,43.66633069,-79.37402148,fudger house,fudger house,FUDGER HOUSE,439 Sherbourne Street,"Toronto, M4X1K6",Toronto Central,Toronto Long-term Care Homes And Services,,Municipal,Home with approximately 250 beds,Yes,Yes,Yes,Yes,,Toronto, M4X1K6,250.0,21.0,12.0,65.0,Fudger House,Toronto,250.0,<5,0,0,Active
214,3600.0,garden city manor,long-term care home,Nursing and residential care facilities,Province of Ontario,,168,scott street,L2N1H2,st catharines,on,,St. Catharines,3526053.0,35.0,43.18091791,-79.2490312,garden city manor,garden city manor,GARDEN CITY MANOR,168 Scott Street,"St. Catharines, L2N1H2",Hamilton Niagara Haldimand Brant (Hnhb),Revera Long Term Care Inc.,,For-Profit,Home with approximately 200 beds,No,Yes,Yes,Yes,,St. Catharines, L2N1H2,200.0,56.0,22.0,66.0,Garden City Manor,St. Catharines,200.0,<5,0,0,Active
215,3601.0,garden court nursing home,long-term care home,Nursing and residential care facilities,Province of Ontario,,1,sand beach road,M8V2W2,toronto,on,,Toronto,3520005.0,35.0,43.60195707,-79.49680752,garden court nursing home,garden court nursing home,GARDEN COURT NURSING HOME,1 Sand Beach Road,"Etobicoke, M8V2W2",Toronto Central,Shaparrall Limited,,For-Profit,Home with approximately 45 beds,No,Yes,Yes,No,,Etobicoke, M8V2W2,45.0,13.0,8.0,,,,,,,,
216,3602.0,garden terrace,long-term care home,Nursing and residential care facilities,Province of Ontario,,100,aird place,K2L4H8,ottawa,on,,Ottawa,3506008.0,35.0,45.30976033,-75.90097929999999,garden terrace,garden terrace,GARDEN TERRACE,100 Aird Place,"Kanata, K2L4H8",Champlain,0760444 B.C. Ltd. As General Partner On Behalf Of Omni Health Care Limited Partnership,,For-Profit,Home with approximately 160 beds,Yes,Yes,Yes,Yes,,Kanata, K2L4H8,160.0,54.0,41.0,67.0,Garden Terrace,Kanata,160.0,0,<5,<5,Active
217,3605.0,gardenview long term care home,long-term care home,Nursing and residential care facilities,Province of Ontario,,72,town centre drive,N0A1S0,townsend,on,,Haldimand County,3528018.0,35.0,42.88836551,-80.14081206,gardenview long term care home,gardenview long term care home,GARDENVIEW LONG TERM CARE HOME,72 Town Centre Drive,"Townsend, N0A1S0",Hamilton Niagara Haldimand Brant (Hnhb),Parkview Meadows Christian Retirement Village,,Non-Profit,Home with approximately 64 beds,No,Yes,Yes,No,,Townsend, N0A1S0,64.0,18.0,14.0,68.0,Gardenview Long Term Care Home,Townsend,64.0,0,0,0,Active
218,3607.0,garry j. armstrong home,long-term care home,Nursing and residential care facilities,Province of Ontario,,200,island lodge road,K1N5M2,ottawa,on,,Ottawa,3506008.0,35.0,45.43785466,-75.68321333,garry j. armstrong home,garry j. armstrong home,GARRY J. ARMSTRONG HOME,200 Island Lodge Road,"Ottawa, K1N5M2",Champlain,City Of Ottawa,,Municipal,Home with approximately 180 beds,No,Yes,Yes,Yes,,Ottawa, K1N5M2,180.0,69.0,52.0,19.0,Garry J. Armstrong Home,Ottawa,180.0,,0,,Inactive
219,3609.0,gateway haven long term care home,long-term care home,Nursing and residential care facilities,Province of Ontario,,671,frank street,N0H2T0,wiarton,on,,South Bruce Peninsula,3541055.0,35.0,44.74034089,-81.12803284,gateway haven long term care home,gateway haven long term care home,GATEWAY HAVEN LONG TERM CARE HOME,671 Frank Street P.O. Box 10,"Wiarton, N0H2T0",South West,Corporation Of The County Of Bruce,,Municipal,Home with approximately 100 beds,No,Yes,Yes,No,,Wiarton, N0H2T0,100.0,19.0,10.0,,,,,,,,
220,3623.0,georgian heights,long-term care home,Nursing and residential care facilities,Province of Ontario,,1115,10 street e,N4K6B1,owen sound,on,,Owen Sound,3542059.0,35.0,44.56929937,-80.92272196,georgian heights,georgian heights,GEORGIAN HEIGHTS,1115-10th Street East,"Owen Sound, N4K6B1",South West,Grosvenor Health Care Partnership (No. 3),Revera Long Term Care Inc.,For-Profit,Home with approximately 40 beds,No,Yes,Yes,Yes,,Owen Sound, N4K6B1,40.0,20.0,9.0,,,,,,,,
221,3624.0,georgian manor home for the aged,long-term care home,Nursing and residential care facilities,Province of Ontario,,101,thompsons road,L9M0V3,penetanguishene,on,,Penetanguishene,3543072.0,35.0,44.76796585,-79.91976266,georgian manor home for the aged,georgian manor home for the aged,GEORGIAN MANOR HOME FOR THE AGED,101 Thompsons Road,"Penetanguishene, L9M0V3",North Simcoe Muskoka,Corporation Of The County Of Simcoe,,Municipal,Home with approximately 143 beds,Yes,Yes,Yes,Yes,,Penetanguishene, L9M0V3,143.0,22.0,16.0,,,,,,,,
222,3627.0,geraldton district hospital,general,Hospitals,Public Health Agency of Canada,,500,hogarth st w,P0T1M0,geraldton,on,500 hogarth st. w. geraldton on p0t 1m0,Greenstone,3558075.0,35.0,49.7226939,-86.9547123,geraldton district hospital,geraldton district hospital,GERALDTON DISTRICT HOSPITAL,500 Hogarth Avenue West,"Geraldton, P0T1M0",North West,Geraldton District Hospital,,Non-Profit,Home with approximately 19 beds,No,Yes,Yes,Yes,,Geraldton, P0T1M0,19.0,13.0,9.0,,,,,,,,
223,3631.0,gilmore lodge,long-term care home,Nursing and residential care facilities,Province of Ontario,,50,gilmore road,L2A2M1,fort erie,on,,Fort Erie,3526003.0,35.0,42.92080238,-78.91490397,gilmore lodge,gilmore lodge,GILMORE LODGE,50 Gilmore Road,"Fort Erie, L2A2M1",Hamilton Niagara Haldimand Brant (Hnhb),The Regional Municipality Of Niagara,,Municipal,Home with approximately 80 beds,No,Yes,Yes,Yes,,Fort Erie, L2A2M1,80.0,16.0,8.0,,,,,,,,
224,3634.0,glebe centre,long-term care home,Nursing and residential care facilities,Province of Ontario,,950,bank street,K1S5G6,ottawa,on,,Ottawa,3506008.0,35.0,45.39876525,-75.68635693,glebe centre,glebe centre,GLEBE CENTRE,950 Bank Street,"Ottawa, K1S5G6",Champlain,The Glebe Centre Incorporated,,Non-Profit,Home with approximately 254 beds,No,Yes,Yes,Yes,,Ottawa, K1S5G6,254.0,42.0,27.0,,,,,,,,
225,3636.0,glen hill marnwood,long-term care home,Nursing and residential care facilities,Province of Ontario,,26,elgin street,L1C3C8,bowmanville,on,,Clarington,3518017.0,35.0,43.91589256,-78.68988509,glen hill marnwood,glen hill marnwood,GLEN HILL MARNWOOD,26 Elgin Street,"Bowmanville, L1C3C8",Central East,Glen Hill Terrace Christian Homes Inc.,,Non-Profit,Home with approximately 60 beds,No,Yes,No,Yes,,Bowmanville, L1C3C8,60.0,24.0,12.0,,,,,,,,
226,3637.0,glen hill strathaven,long-term care home,Nursing and residential care facilities,Province of Ontario,,264,king street e,L1C1P9,bowmanville,on,,Clarington,3518017.0,35.0,43.91212066,-78.67361278,glen hill strathaven,glen hill strathaven,GLEN HILL STRATHAVEN,264 King Street East,"Bowmanville, L1C1P9",Central East,Glen Hill Terrace Christian Homes Inc.,,Non-Profit,Home with approximately 199 beds,Yes,Yes,No,Yes,,Bowmanville, L1C1P9,199.0,57.0,28.0,69.0,Glen Hill Strathaven,Bowmanville,210.0,<5,0,0,Active
227,3638.0,glen-stor-dun lodge,long-term care home,Nursing and residential care facilities,Province of Ontario,,1900,montreal road,K6H7L1,cornwall,on,,Cornwall,3501012.0,35.0,45.02603103,-74.68347497,glen-stor-dun lodge,glen-stor-dun lodge,GLEN-STOR-DUN LODGE,1900 Montreal Road,"Cornwall, K6H7L1",Champlain,The Corporation Of The City Of Cornwall,,Municipal,Home with approximately 132 beds,Yes,Yes,Yes,Yes,,Cornwall, K6H7L1,132.0,42.0,27.0,,,,,,,,
228,3646.0,golden dawn nursing home,long-term care home,Nursing and residential care facilities,Province of Ontario,,80,main street,N0H1W0,lions head,on,,Northern Bruce Peninsula,3541069.0,35.0,44.98706902,-81.25537981,golden dawn nursing home,golden dawn nursing home,GOLDEN DAWN NURSING HOME,80 Main Street P. O. Box 129,"Lion's Head, N0H1W0",South West,Golden Dawn Senior Citizen Home,,Non-Profit,Home with approximately 45 beds,No,Yes,Yes,No,,Lion's Head, N0H1W0,45.0,17.0,10.0,70.0,Golden Dawn Nursing Home,Lion's Head,45.0,<5,0,0,Active
229,3648.0,golden manor,long-term care home,Nursing and residential care facilities,Province of Ontario,,481,melrose boulevard,P4N5H3,timmins,on,,Timmins,3556027.0,35.0,48.48606627,-81.34352493,golden manor,golden manor,GOLDEN MANOR,481 Melrose Boulevard,"Timmins, P4N5H3",North East,Corporation Of The City Of Timmins,,Municipal,Home with approximately 177 beds,Yes,Yes,Yes,Yes,,Timmins, P4N5H3,177.0,21.0,13.0,71.0,Golden Manor,Timmins,177.0,<5,0,0,Active
230,3650.0,golden plough lodge,long-term care home,Nursing and residential care facilities,Province of Ontario,,983,burnham street,K9A5J6,cobourg,on,,Cobourg,3514021.0,35.0,43.974493700000004,-78.19501703,golden plough lodge,golden plough lodge,GOLDEN PLOUGH LODGE,983 Burnham Street,"Cobourg, K9A5J6",Central East,The Corporation Of The County Of Northumberland,,Municipal,Home with approximately 151 beds,No,Yes,Yes,Yes,,Cobourg, K9A5J6,151.0,62.0,30.0,,,,,,,,
231,3653.0,golden years nursing home,long-term care home,Nursing and residential care facilities,Province of Ontario,,704,eagle street n,N3H4T3,cambridge,on,,Cambridge,3530010.0,35.0,43.4042795,-80.35454667,golden years nursing home,golden years nursing home,GOLDEN YEARS NURSING HOME,704 Eagle Street North P.O. Box 3277,"Cambridge, N3H4T3",Waterloo Wellington,Golden Years Nursing Homes (Cambridge) Inc.,,For-Profit,Home with approximately 90 beds,No,Yes,Yes,No,,Cambridge, N3H4T3,90.0,56.0,26.0,72.0,Golden Years Nursing Home,Cambridge,88.0,0,0,<5,Active
232,3656.0,good samaritan nursing home,long-term care home,Nursing and residential care facilities,Province of Ontario,,481,victoria street e,L9R1J8,new tecumseth,on,,New Tecumseth,3543007.0,35.0,44.15888285,-79.84546178,good samaritan nursing home,good samaritan nursing home,GOOD SAMARITAN NURSING HOME,481 Victoria Street East,"Alliston, L9R1J8",Central,Clurelea Ltd.,,For-Profit,Home with approximately 64 beds,No,Yes,No,Yes,,Alliston, L9R1J8,64.0,14.0,8.0,,,,,,,,
233,3667.0,grace manor,long-term care home,Nursing and residential care facilities,Province of Ontario,,45,kingknoll drive,L6Y5P2,brampton,on,,Brampton,3521010.0,35.0,43.65294337,-79.74143790000001,grace manor,grace manor,GRACE MANOR,45 Kingknoll Drive,"Brampton, L6Y5P2",Central West,Holland Christian Homes Inc.,,Non-Profit,Home with approximately 120 beds,No,Yes,Yes,Yes,,Brampton, L6Y5P2,120.0,33.0,16.0,73.0,Grace Manor,Brampton,120.0,42,11,25,Active
234,3668.0,grace villa nursing home,long-term care home,Nursing and residential care facilities,Province of Ontario,,45,lockton crescent,L8V4V5,hamilton,on,,Hamilton,3525005.0,35.0,43.21147629,-79.84709659,grace villa nursing home,grace villa nursing home,GRACE VILLA NURSING HOME,45 Lockton Crescent,"Hamilton, L8V4V5",Hamilton Niagara Haldimand Brant (Hnhb),Grace Villa Limited,Apans Health Services,For-Profit,Home with approximately 184 beds,No,Yes,No,Yes,,Hamilton, L8V4V5,184.0,79.0,24.0,74.0,Grace Villa Nursing Home,Hamilton,184.0,0,0,<5,Active
