index,name,address,city and postal code,LHIN,licensee,management,home type,beds,short stay,residents council,family council,accreditation,additional_info,city,postal code,number of beds,total_inspections,quartiles_total_range,quartiles_total_rank,5y_inspections,quartiles_5y_range,quartiles_5y_rank,2y_inspections,quartiles_2y_range,quartiles_2y_rank,cleaned_name,Unnamed: 0,LTC Home,City,Beds,Confirmed Resident Cases,Resident Deaths,Confirmed Staff Cases,Status
232,GLEN HILL MARNWOOD,26 Elgin Street,"Bowmanville, L1C3C8",Central East,Glen Hill Terrace Christian Homes Inc.,,Non-Profit,Home with approximately 60 beds,No,Yes,No,Yes,,Bowmanville, L1C3C8,60.0,24.0,"(21.0, 31.0]",1.0,12.0,"(11.0, 16.0]",1.0,5.0,"(0.0, 5.0]",0.0,glen hill marnwood,,,,,,,,
233,GLEN HILL STRATHAVEN,264 King Street East,"Bowmanville, L1C1P9",Central East,Glen Hill Terrace Christian Homes Inc.,,Non-Profit,Home with approximately 199 beds,Yes,Yes,No,Yes,,Bowmanville, L1C1P9,199.0,57.0,"(46.0, 172.0]",3.0,28.0,"(23.0, 86.0]",3.0,11.0,"(7.0, 11.0]",2.0,glen hill strathaven,69.0,Glen Hill Strathaven,Bowmanville,210.0,<5,0,0,Active
234,GLEN-STOR-DUN LODGE,1900 Montreal Road,"Cornwall, K6H7L1",Champlain,The Corporation Of The City Of Cornwall,,Municipal,Home with approximately 132 beds,Yes,Yes,Yes,Yes,,Cornwall, K6H7L1,132.0,42.0,"(31.0, 46.0]",2.0,27.0,"(23.0, 86.0]",3.0,14.0,"(11.0, 44.0]",3.0,glen-stor-dun lodge,,,,,,,,
235,GOLDEN DAWN NURSING HOME,80 Main Street P. O. Box 129,"Lion's Head, N0H1W0",South West,Golden Dawn Senior Citizen Home,,Non-Profit,Home with approximately 45 beds,No,Yes,Yes,No,,Lion's Head, N0H1W0,45.0,17.0,"(0.0, 21.0]",0.0,10.0,"(0.0, 11.0]",0.0,5.0,"(0.0, 5.0]",0.0,golden dawn nursing home,70.0,Golden Dawn Nursing Home,Lion's Head,45.0,<5,0,0,Active
236,GOLDEN MANOR,481 Melrose Boulevard,"Timmins, P4N5H3",North East,Corporation Of The City Of Timmins,,Municipal,Home with approximately 177 beds,Yes,Yes,Yes,Yes,,Timmins, P4N5H3,177.0,21.0,"(0.0, 21.0]",0.0,13.0,"(11.0, 16.0]",1.0,5.0,"(0.0, 5.0]",0.0,golden manor,71.0,Golden Manor,Timmins,177.0,<5,0,0,Active
237,GOLDEN PLOUGH LODGE,983 Burnham Street,"Cobourg, K9A5J6",Central East,The Corporation Of The County Of Northumberland,,Municipal,Home with approximately 151 beds,No,Yes,Yes,Yes,,Cobourg, K9A5J6,151.0,62.0,"(46.0, 172.0]",3.0,30.0,"(23.0, 86.0]",3.0,5.0,"(0.0, 5.0]",0.0,golden plough lodge,,,,,,,,
238,GOLDEN YEARS NURSING HOME,704 Eagle Street North P.O. Box 3277,"Cambridge, N3H4T3",Waterloo Wellington,Golden Years Nursing Homes (Cambridge) Inc.,,For-Profit,Home with approximately 90 beds,No,Yes,Yes,No,,Cambridge, N3H4T3,90.0,56.0,"(46.0, 172.0]",3.0,26.0,"(23.0, 86.0]",3.0,12.0,"(11.0, 44.0]",3.0,golden years nursing home,72.0,Golden Years Nursing Home,Cambridge,88.0,0,0,<5,Active
239,GOOD SAMARITAN NURSING HOME,481 Victoria Street East,"Alliston, L9R1J8",Central,Clurelea Ltd.,,For-Profit,Home with approximately 64 beds,No,Yes,No,Yes,,Alliston, L9R1J8,64.0,14.0,"(0.0, 21.0]",0.0,8.0,"(0.0, 11.0]",0.0,4.0,"(0.0, 5.0]",0.0,good samaritan nursing home,,,,,,,,
240,GRACE MANOR,45 Kingknoll Drive,"Brampton, L6Y5P2",Central West,Holland Christian Homes Inc.,,Non-Profit,Home with approximately 120 beds,No,Yes,Yes,Yes,,Brampton, L6Y5P2,120.0,33.0,"(31.0, 46.0]",2.0,16.0,"(11.0, 16.0]",1.0,9.0,"(7.0, 11.0]",2.0,grace manor,73.0,Grace Manor,Brampton,120.0,42,11,25,Active
241,GRACE VILLA NURSING HOME,45 Lockton Crescent,"Hamilton, L8V4V5",Hamilton Niagara Haldimand Brant (Hnhb),Grace Villa Limited,Apans Health Services,For-Profit,Home with approximately 184 beds,No,Yes,No,Yes,,Hamilton, L8V4V5,184.0,79.0,"(46.0, 172.0]",3.0,24.0,"(23.0, 86.0]",3.0,10.0,"(7.0, 11.0]",2.0,grace villa nursing home,74.0,Grace Villa Nursing Home,Hamilton,184.0,0,0,<5,Active
244,GRANDVIEW LODGE / DUNNVILLE,657 Lock Street West,"Dunnville, N1A1V9",Hamilton Niagara Haldimand Brant (Hnhb),The Corporation Of Haldimand County,,Municipal,Home with approximately 128 beds,No,Yes,Yes,Yes,,Dunnville, N1A1V9,128.0,37.0,"(31.0, 46.0]",2.0,17.0,"(16.0, 23.0]",2.0,7.0,"(5.0, 7.0]",1.0,grandview lodge / dunnville,,,,,,,,
245,GRANITE RIDGE CARE COMMUNITY,5501 Abbott Street East,"Stittsville, K2S2C5",Champlain,Specialty Care Ottawa Inc.,,For-Profit,Home with approximately 224 beds,No,Yes,Yes,Yes,,Stittsville, K2S2C5,224.0,34.0,"(31.0, 46.0]",2.0,22.0,"(16.0, 23.0]",2.0,10.0,"(7.0, 11.0]",2.0,granite ridge care community,,,,,,,,
247,GREENWOOD COURT,90 Greenwood Drive,"Stratford, N5A7W5",South West,Tri-county Mennonite Homes,,Non-Profit,Home with approximately 45 beds,No,Yes,No,No,,Stratford, N5A7W5,45.0,20.0,"(0.0, 21.0]",0.0,12.0,"(11.0, 16.0]",1.0,3.0,"(0.0, 5.0]",0.0,greenwood court,20.0,Greenwood Court,Stratford,45.0,,<5,,Inactive
248,GREY GABLES HOME FOR THE AGED,206 Toronto Street South,"Markdale, N0C1H0",South West,Corporation Of The County Of Grey,,Municipal,Home with approximately 66 beds,No,Yes,Yes,No,,Markdale, N0C1H0,66.0,40.0,"(31.0, 46.0]",2.0,19.0,"(16.0, 23.0]",2.0,8.0,"(7.0, 11.0]",2.0,grey gables home for the aged,,,,,,,,
249,GROVE PARK HOME FOR SENIOR CITIZENS,234 Cook Street,"Barrie, L4M4H5",North Simcoe Muskoka,Grove Park Home For Senior Citizens,,Non-Profit,Home with approximately 143 beds,No,Yes,No,Yes,,Barrie, L4M4H5,143.0,22.0,"(21.0, 31.0]",1.0,14.0,"(11.0, 16.0]",1.0,8.0,"(7.0, 11.0]",2.0,grove park home for senior citizens,,,,,,,,
250,GROVES PARK LODGE,470 Raglan Street North,"Renfrew, K7V1P5",Champlain,Gem Health Care Group Limited,,For-Profit,Home with approximately 90 beds,Yes,Yes,Yes,Yes,,Renfrew, K7V1P5,90.0,19.0,"(0.0, 21.0]",0.0,14.0,"(11.0, 16.0]",1.0,8.0,"(7.0, 11.0]",2.0,groves park lodge,,,,,,,,
251,H.J. MCFARLAND MEMORIAL HOME,"R.R. #2, 603 Highway 49 Hallowell Township","Picton, K0K2T0",South East,County Of Prince Edward,,Municipal,Home with approximately 84 beds,No,Yes,Yes,Yes,,Picton, K0K2T0,84.0,62.0,"(46.0, 172.0]",3.0,35.0,"(23.0, 86.0]",3.0,13.0,"(11.0, 44.0]",3.0,h.j. mcfarland memorial home,,,,,,,,
252,HALLOWELL HOUSE,13628 Loyalist Parkway,"Picton, K0K2T0",South East,Revera Long Term Care Inc.,,For-Profit,Home with approximately 97 beds,No,Yes,Yes,Yes,,Picton, K0K2T0,97.0,41.0,"(31.0, 46.0]",2.0,18.0,"(16.0, 23.0]",2.0,8.0,"(7.0, 11.0]",2.0,hallowell house,21.0,Hallowell House,Picton,97.0,,0,,Inactive
253,HAMILTON CONTINUING CARE,125 Wentworth Street South,"Hamilton, L8N2Z1",Hamilton Niagara Haldimand Brant (Hnhb),Schlegel Villages Inc.,,For-Profit,Home with approximately 64 beds,No,Yes,No,Yes,,Hamilton, L8N2Z1,64.0,40.0,"(31.0, 46.0]",2.0,19.0,"(16.0, 23.0]",2.0,6.0,"(5.0, 7.0]",1.0,hamilton continuing care,,,,,,,,
254,HAMPTON TERRACE CARE CENTRE,75 Plains Road West,"Burlington, L7T1E8",Hamilton Niagara Haldimand Brant (Hnhb),Unger Nursing Homes Limited,,For-Profit,Home with approximately 101 beds,No,Yes,Yes,Yes,,Burlington, L7T1E8,101.0,31.0,"(21.0, 31.0]",1.0,14.0,"(11.0, 16.0]",1.0,5.0,"(0.0, 5.0]",0.0,hampton terrace care centre,22.0,Hampton Terrace Care Centre,Burlington,101.0,,0,,Inactive
255,HANOVER CARE CENTRE,700-19th Avenue,"Hanover, N4N3S6",South West,Hanover Nursing Home Limited,,For-Profit,Home with approximately 41 beds,No,Yes,No,No,,Hanover, N4N3S6,41.0,22.0,"(21.0, 31.0]",1.0,13.0,"(11.0, 16.0]",1.0,4.0,"(0.0, 5.0]",0.0,hanover care centre,,,,,,,,
256,HARDY TERRACE,612 Mount Pleasant Road R. R. #2,"Brantford, N3T5L5",Hamilton Niagara Haldimand Brant (Hnhb),"Diversicare Canada Management Services Co., Inc.",,For-Profit,Home with approximately 101 beds,Yes,Yes,Yes,Yes,,Brantford, N3T5L5,101.0,45.0,"(31.0, 46.0]",2.0,19.0,"(16.0, 23.0]",2.0,11.0,"(7.0, 11.0]",2.0,hardy terrace,,,,,,,,
257,HARMONY HILLS CARE COMMUNITY,1800 O'Connor Drive,"Toronto, M4A1W7",Toronto Central,2063414 Ontario Limited As General Partner Of 2063414 Investment Lp,,For-Profit,Home with approximately 160 beds,No,Yes,Yes,Yes,,Toronto, M4A1W7,160.0,19.0,"(0.0, 21.0]",0.0,9.0,"(0.0, 11.0]",0.0,6.0,"(5.0, 7.0]",1.0,harmony hills care community,,,,,,,,
258,HAROLD AND GRACE BAKER CENTRE,1 Northwestern Avenue,"Toronto, M6M2J7",Central,Harold And Grace Baker Centre,Revera Long Term Care Inc.,Non-Profit,Home with approximately 120 beds,No,Yes,Yes,Yes,,Toronto, M6M2J7,120.0,21.0,"(0.0, 21.0]",0.0,12.0,"(11.0, 16.0]",1.0,5.0,"(0.0, 5.0]",0.0,harold and grace baker centre,75.0,Harold and Grace Baker Centre,Toronto,120.0,8,13,17,Active
259,HASTINGS CENTENNIAL MANOR,1 Manor Lane P.O. Box 758,"Bancroft, K0L1C0",South East,The Corporation Of The County Of Hastings,,Municipal,Home with approximately 110 beds,Yes,Yes,Yes,Yes,,Bancroft, K0L1C0,110.0,33.0,"(31.0, 46.0]",2.0,27.0,"(23.0, 86.0]",3.0,13.0,"(11.0, 44.0]",3.0,hastings centennial manor,,,,,,,,
260,HASTINGS MANOR HOME FOR THE AGED,476 Dundas Street West P.O. Box 458,"Belleville, K8N5B2",South East,The Corporation Of The County Of Hastings,,Municipal,Home with approximately 253 beds,Yes,Yes,Yes,Yes,,Belleville, K8N5B2,253.0,71.0,"(46.0, 172.0]",3.0,56.0,"(23.0, 86.0]",3.0,13.0,"(11.0, 44.0]",3.0,hastings manor home for the aged,76.0,Hastings Manor Home for the Aged,Belleville,253.0,6,<5,5,Active
261,HAWTHORN WOODS CARE COMMUNITY,9257 Goreway Drive,"Brampton, L6P0N5",Central West,2063414 Ontario Limited As General Partner Of 2063414 Investment Lp,,For-Profit,Home with approximately 160 beds,No,Yes,Yes,Yes,,Brampton, L6P0N5,160.0,58.0,"(46.0, 172.0]",3.0,26.0,"(23.0, 86.0]",3.0,14.0,"(11.0, 44.0]",3.0,hawthorn woods care community,,,,,,,,
262,HAWTHORNE PLACE CARE CENTRE,2045 Finch Avenue West,"North York, M3N1M9",Central,Rykka Care Centres Lp,,For-Profit,Home with approximately 269 beds,Yes,Yes,Yes,Yes,,North York, M3N1M9,269.0,85.0,"(46.0, 172.0]",3.0,28.0,"(23.0, 86.0]",3.0,10.0,"(7.0, 11.0]",2.0,hawthorne place care centre,77.0,Hawthorne Place Care Centre,North York,269.0,45,31,77,Active
263,HEARTWOOD (FKA VERSA-CARE CORNWALL),201-11th Street East,"Cornwall, K6H2Y6",Champlain,Heartwood Operating Inc.,,For-Profit,Home with approximately 118 beds,No,Yes,Yes,Yes,,Cornwall, K6H2Y6,118.0,39.0,"(31.0, 46.0]",2.0,24.0,"(23.0, 86.0]",3.0,13.0,"(11.0, 44.0]",3.0,heartwood (fka versa-care cornwall),,,,,,,,
264,HEIDEHOF LONG TERM CARE HOME,600 Lake Street,"St. Catharines, L2N4J4",Hamilton Niagara Haldimand Brant (Hnhb),"Benevolent Society ""heidehof"" For The Care Of The Aged",,Non-Profit,Home with approximately 106 beds,No,Yes,No,No,,St. Catharines, L2N4J4,106.0,22.0,"(21.0, 31.0]",1.0,12.0,"(11.0, 16.0]",1.0,4.0,"(0.0, 5.0]",0.0,heidehof long term care home,,,,,,,,
265,HELEN HENDERSON NURSING HOME,343 Amherst Drive,"Amherstview, K7N1X3",South East,Gibson Holdings (Ontario) Ltd.,,For-Profit,Home with approximately 104 beds,No,Yes,Yes,Yes,,Amherstview, K7N1X3,104.0,59.0,"(46.0, 172.0]",3.0,28.0,"(23.0, 86.0]",3.0,10.0,"(7.0, 11.0]",2.0,helen henderson nursing home,,,,,,,,
266,HELLENIC CARE FOR SENIORS (TORONTO),215 Tyrrel Avenue,"Toronto, M6G4A9",Toronto Central,Hellenic Care For Seniors (Toronto) Inc.,,Non-Profit,Home with approximately 81 beds,No,Yes,No,Yes,,Toronto, M6G4A9,81.0,20.0,"(0.0, 21.0]",0.0,10.0,"(0.0, 11.0]",0.0,6.0,"(5.0, 7.0]",1.0,hellenic care for seniors (toronto),,,,,,,,
267,HELLENIC HOME - SCARBOROUGH,2411 Lawrence Avenue East,"Scarborough, M1P4X1",Central East,Hellenic Home For The Aged Inc.,,Non-Profit,Home with approximately 128 beds,Yes,Yes,Yes,Yes,,Scarborough, M1P4X1,128.0,38.0,"(31.0, 46.0]",2.0,18.0,"(16.0, 23.0]",2.0,13.0,"(11.0, 44.0]",3.0,hellenic home - scarborough,78.0,Hellenic Home - Scarborough,Scarborough,128.0,44,14,21,Active
268,HENLEY PLACE,1961 Cedarhollow Blvd,"London, N5X0K2",South West,Henley Place Limited,Primacare Living Solutions Inc.,For-Profit,Home with approximately 192 beds,No,Yes,Yes,Yes,,London, N5X0K2,192.0,61.0,"(46.0, 172.0]",3.0,43.0,"(23.0, 86.0]",3.0,18.0,"(11.0, 44.0]",3.0,henley place,79.0,Henley Place,London,192.0,<5,0,0,Active
269,HERITAGE GREEN NURSING HOME,353 Isaac Brock Drive,"Stoney Creek, L8J2J3",Hamilton Niagara Haldimand Brant (Hnhb),Heritage Green Nursing Home,,Non-Profit,Home with approximately 167 beds,No,Yes,Yes,Yes,,Stoney Creek, L8J2J3,167.0,61.0,"(46.0, 172.0]",3.0,27.0,"(23.0, 86.0]",3.0,16.0,"(11.0, 44.0]",3.0,heritage green nursing home,80.0,Heritage Green Nursing Home,Stoney Creek,167.0,0,<5,0,Active
270,HERON TERRACE LONG TERM CARE COMMUNITY,11550 McNorton Street,"Windsor, N8P1T9",Erie St. Clair,S & R Nursing Homes Ltd.,,For-Profit,Home with approximately 140 beds,No,Yes,No,Yes,,Windsor, N8P1T9,140.0,87.0,"(46.0, 172.0]",3.0,35.0,"(23.0, 86.0]",3.0,9.0,"(7.0, 11.0]",2.0,heron terrace long term care community,81.0,Heron Terrace Long Term Care Community,Windsor,140.0,46,23,14,Active
271,HIGHLAND WOOD,7199 Gelert Road P.O. Box 115,"Haliburton, K0M1S0",Central East,Haliburton Highlands Health Services Corporation,,Non-Profit,Home with approximately 30 beds,No,Yes,Yes,Yes,,Haliburton, K0M1S0,30.0,15.0,"(0.0, 21.0]",0.0,10.0,"(0.0, 11.0]",0.0,6.0,"(5.0, 7.0]",1.0,highland wood,,,,,,,,
272,HILLCREST VILLAGE CARE CENTRE,255 Russell Street,"Midland, L4R5L6",North Simcoe Muskoka,Hillcrest Village Inc.,,For-Profit,Home with approximately 164 beds,No,Yes,Yes,Yes,,Midland, L4R5L6,164.0,23.0,"(21.0, 31.0]",1.0,13.0,"(11.0, 16.0]",1.0,7.0,"(5.0, 7.0]",1.0,hillcrest village care centre,,,,,,,,
273,HILLEL LODGE,10 Nadolny Sachs Private,"Ottawa, K2A4G7",Champlain,The Ottawa Jewish Home For The Aged,,Non-Profit,Home with approximately 121 beds,No,Yes,Yes,Yes,,Ottawa, K2A4G7,121.0,47.0,"(46.0, 172.0]",3.0,31.0,"(23.0, 86.0]",3.0,15.0,"(11.0, 44.0]",3.0,hillel lodge,,,,,,,,
274,HILLSDALE ESTATES,590 Oshawa Blvd. North,"Oshawa, L1G5T9",Central East,Regional Municipality Of Durham,,Municipal,Home with approximately 300 beds,No,Yes,Yes,Yes,,Oshawa, L1G5T9,300.0,52.0,"(46.0, 172.0]",3.0,31.0,"(23.0, 86.0]",3.0,14.0,"(11.0, 44.0]",3.0,hillsdale estates,,,,,,,,
275,HILLSDALE TERRACES,600 Oshawa Blvd. North,"Oshawa, L1G5T9",Central East,Regional Municipality Of Durham,,Municipal,Home with approximately 200 beds,No,Yes,Yes,Yes,,Oshawa, L1G5T9,200.0,57.0,"(46.0, 172.0]",3.0,26.0,"(23.0, 86.0]",3.0,9.0,"(7.0, 11.0]",2.0,hillsdale terraces,23.0,Hillsdale Terraces,Oshawa,200.0,,13,,Inactive
276,HILLSIDE MANOR,R. R. #5,"Stratford, N5A6S6",South West,Revera Long Term Care Inc.,,For-Profit,Home with approximately 90 beds,No,Yes,Yes,Yes,,Stratford, N5A6S6,90.0,29.0,"(21.0, 31.0]",1.0,17.0,"(16.0, 23.0]",2.0,9.0,"(7.0, 11.0]",2.0,hillside manor,24.0,Hillside Manor,Stratford,90.0,,0,,Inactive
277,HILLTOP MANOR NURSING HOME (MERRICKVILLE),1005 St Lawrence Street P.O. Box 430,"Merrickville, K0G1N0",South East,Hilltop Manor Nursing Home,,For-Profit,Home with approximately 60 beds,No,Yes,Yes,No,,Merrickville, K0G1N0,60.0,41.0,"(31.0, 46.0]",2.0,12.0,"(11.0, 16.0]",1.0,5.0,"(0.0, 5.0]",0.0,hilltop manor nursing home (merrickville),,,,,,,,
278,HOGARTH RIVERVIEW MANOR,300 Lillie Street,"Thunder Bay, P7C4Y7",North West,St. Joseph's Care Group,Extendicare (Canada) Inc.,Non-Profit,Home with approximately 543 beds,No,Yes,Yes,Yes,,Thunder Bay, P7C4Y7,543.0,84.0,"(46.0, 172.0]",3.0,62.0,"(23.0, 86.0]",3.0,33.0,"(11.0, 44.0]",3.0,hogarth riverview manor,82.0,Hogarth Riverview Manor,Thunder Bay,543.0,0,0,<5,Active
279,HOPE STREET TERRACE,20 Hope Street South,"Port Hope, L1A2M8",Central East,"Cvh (No. 6) Lp By Its General Partners, Southbridge Health Care Gp Inc. And Southbridge Care Homes (A Limited Partnership, By Its General Partner, Southbridge Care Homes Inc.)",,For-Profit,Home with approximately 97 beds,Yes,Yes,No,Yes,,Port Hope, L1A2M8,97.0,41.0,"(31.0, 46.0]",2.0,22.0,"(16.0, 23.0]",2.0,10.0,"(7.0, 11.0]",2.0,hope street terrace,,,,,,,,
280,HORNEPAYNE COMMUNITY HOSPITAL,278 Front Street P.O. Box 190,"Hornepayne, P0M1Z0",North East,Hornepayne Community Hospital,,Non-Profit,Home with approximately 12 beds,No,No,No,Yes,,Hornepayne, P0M1Z0,12.0,11.0,"(0.0, 21.0]",0.0,7.0,"(0.0, 11.0]",0.0,4.0,"(0.0, 5.0]",0.0,hornepayne community hospital,,,,,,,,
281,HUMBER VALLEY TERRACE,95 Humber College Blvd.,"Rexdale, M9V5B5",Central West,Humber Valley Terrace Operating Inc.,,For-Profit,Home with approximately 158 beds,No,Yes,Yes,Yes,,Rexdale, M9V5B5,158.0,34.0,"(31.0, 46.0]",2.0,16.0,"(11.0, 16.0]",1.0,3.0,"(0.0, 5.0]",0.0,humber valley terrace,83.0,Humber Valley Terrace,Etobicoke (Rexdale),158.0,46,9,18,Active
283,HURON LODGE LONG TERM CARE HOME,1881 Cabana Road West,"Windsor, N9G1C7",Erie St. Clair,Corporation Of The City Of Windsor,,Municipal,Home with approximately 224 beds,Yes,Yes,No,Yes,,Windsor, N9G1C7,224.0,44.0,"(31.0, 46.0]",2.0,26.0,"(23.0, 86.0]",3.0,10.0,"(7.0, 11.0]",2.0,huron lodge long term care home,,,,,,,,
284,HURONLEA HOME FOR THE AGED,820 Turnberry Street South,"Brussels, N0G1H0",South West,Corporation Of The County Of Huron,,Municipal,Home with approximately 64 beds,No,Yes,Yes,No,,Brussels, N0G1H0,64.0,25.0,"(21.0, 31.0]",1.0,14.0,"(11.0, 16.0]",1.0,5.0,"(0.0, 5.0]",0.0,huronlea home for the aged,,,,,,,,
285,HURONVIEW HOME FOR THE AGED,77722A London Road R.R. #5,"Clinton, N0M1L0",South West,Corporation Of The County Of Huron,,Municipal,Home with approximately 120 beds,No,Yes,Yes,No,,Clinton, N0M1L0,120.0,39.0,"(31.0, 46.0]",2.0,18.0,"(16.0, 23.0]",2.0,7.0,"(5.0, 7.0]",1.0,huronview home for the aged,,,,,,,,
286,HYLAND CREST,6 McPherson Street P.O. Box 30,"Minden, K0M2K0",Central East,Haliburton Highlands Health Services Corporation,,Municipal,Home with approximately 62 beds,Yes,Yes,Yes,Yes,,Minden, K0M2K0,62.0,22.0,"(21.0, 31.0]",1.0,13.0,"(11.0, 16.0]",1.0,8.0,"(7.0, 11.0]",2.0,hyland crest,,,,,,,,
287,IDLEWYLD MANOR,449 Sanatorium Road,"Hamilton, L9C2A7",Hamilton Niagara Haldimand Brant (Hnhb),Idlewyld Manor,,Non-Profit,Home with approximately 192 beds,No,Yes,Yes,Yes,,Hamilton, L9C2A7,192.0,58.0,"(46.0, 172.0]",3.0,19.0,"(16.0, 23.0]",2.0,11.0,"(7.0, 11.0]",2.0,idlewyld manor,84.0,Idlewyld Manor,Hamilton,192.0,<5,0,0,Active
288,ILER LODGE,111 Iler Avenue,"Essex, N8M1T6",Erie St. Clair,Axr Operating (National) Lp,,For-Profit,Home with approximately 104 beds,No,Yes,Yes,Yes,,Essex, N8M1T6,104.0,106.0,"(46.0, 172.0]",3.0,47.0,"(23.0, 86.0]",3.0,19.0,"(11.0, 44.0]",3.0,iler lodge,,,,,,,,
289,INA GRAFTON GAGE HOME,40 Bell Estate Road,"Scarborough, M1L0E2",Central East,Ina Grafton Gage Home Of Toronto,,Non-Profit,Home with approximately 128 beds,No,No,Yes,Yes,,Scarborough, M1L0E2,128.0,59.0,"(46.0, 172.0]",3.0,28.0,"(23.0, 86.0]",3.0,7.0,"(5.0, 7.0]",1.0,ina grafton gage home,85.0,Ina Grafton Gage Home,Scarborough,128.0,43,26,30,Active
290,IOOF SENIORS HOME,10 Brooks Street,"Barrie, L4N7X2",North Simcoe Muskoka,Ioof Seniors Homes Inc.,,Non-Profit,Home with approximately 188 beds,Yes,Yes,Yes,No,,Barrie, L4N7X2,188.0,30.0,"(21.0, 31.0]",1.0,18.0,"(16.0, 23.0]",2.0,8.0,"(7.0, 11.0]",2.0,ioof seniors home,25.0,IOOF Seniors Home,Barrie,182.0,,0,,Inactive
291,IROQUOIS LODGE NURSING HOME,1755 Chiefswood Road P.O. Box 309,"Ohsweken, N0A1M0",Hamilton Niagara Haldimand Brant (Hnhb),Six Nations Of The Grand River,,Non-Profit,Home with approximately 50 beds,Yes,Yes,Yes,Yes,,Ohsweken, N0A1M0,50.0,18.0,"(0.0, 21.0]",0.0,13.0,"(11.0, 16.0]",1.0,8.0,"(7.0, 11.0]",2.0,iroquois lodge nursing home,,,,,,,,
292,ISABEL AND ARTHUR MEIGHEN MANOR,155 Millwood Road,"Toronto, M4S1J6",Toronto Central,The Governing Council Of The Salvation Army In Canada,,Non-Profit,Home with approximately 168 beds,No,Yes,Yes,Yes,,Toronto, M4S1J6,168.0,35.0,"(31.0, 46.0]",2.0,17.0,"(16.0, 23.0]",2.0,8.0,"(7.0, 11.0]",2.0,isabel and arthur meighen manor,86.0,Isabel and Arthur Meighen Manor,Toronto,168.0,61,42,45,Active
293,IVAN FRANKO HOME (ETOBICOKE),767 Royal York Road,"Toronto, M8Y2T3",Toronto Central,Ukrainian Home For The Aged,,Non-Profit,Home with approximately 85 beds,No,Yes,Yes,Yes,,Toronto, M8Y2T3,85.0,11.0,"(0.0, 21.0]",0.0,7.0,"(0.0, 11.0]",0.0,5.0,"(0.0, 5.0]",0.0,ivan franko home (etobicoke),87.0,Ivan Franko Home (Etobicoke),Toronto,85.0,0,0,<5,Active
294,JOHN NOBLE HOME,97 Mount Pleasant Street,"Brantford, N3T1T5",Hamilton Niagara Haldimand Brant (Hnhb),The John Noble Home,,Municipal,Home with approximately 156 beds,No,Yes,Yes,Yes,,Brantford, N3T1T5,156.0,25.0,"(21.0, 31.0]",1.0,9.0,"(0.0, 11.0]",0.0,4.0,"(0.0, 5.0]",0.0,john noble home,,,,,,,,
295,KEMPTVILLE DISTRICT HOSPITAL,2675 Concession Road P. O. Bag 2007,"Kemptville, K0G1J0",Champlain,Kemptville District Hospital,,Non-Profit,Home with approximately 12 beds,Yes,Yes,Yes,Yes,,Kemptville, K0G1J0,12.0,13.0,"(0.0, 21.0]",0.0,9.0,"(0.0, 11.0]",0.0,4.0,"(0.0, 5.0]",0.0,kemptville district hospital,,,,,,,,
296,KENNEDY LODGE,1400 Kennedy Road,"Scarborough, M1P4V6",Central East,Revera Long Term Care Inc.,,For-Profit,Home with approximately 289 beds,Yes,Yes,Yes,Yes,,Scarborough, M1P4V6,289.0,25.0,"(21.0, 31.0]",1.0,11.0,"(0.0, 11.0]",0.0,7.0,"(5.0, 7.0]",1.0,kennedy lodge,,,,,,,,
297,KENSINGTON VILLAGE,1340 Huron Street,"London, N5V3R3",South West,Sharon Farms & Enterprises Limited,,For-Profit,Home with approximately 126 beds,Yes,Yes,Yes,Yes,,London, N5V3R3,126.0,69.0,"(46.0, 172.0]",3.0,25.0,"(23.0, 86.0]",3.0,3.0,"(0.0, 5.0]",0.0,kensington village,88.0,Kensington Village,London,78.0,<5,5,<5,Active
298,KENTWOOD PARK,2 Ontario Street,"Picton, K0K2T0",South East,0760444 B.C. Ltd. As General Partner On Behalf Of Omni Health Care Limited Partnership,,For-Profit,Home with approximately 45 beds,No,Yes,Yes,Yes,,Picton, K0K2T0,45.0,27.0,"(21.0, 31.0]",1.0,13.0,"(11.0, 16.0]",1.0,6.0,"(5.0, 7.0]",1.0,kentwood park,,,,,,,,
299,KILEAN LODGE,83 Main Street East,"Grimsby, L3M1N6",Hamilton Niagara Haldimand Brant (Hnhb),Revera Long Term Care Inc.,,For-Profit,Home with approximately 50 beds,Yes,Yes,Yes,Yes,,Grimsby, L3M1N6,50.0,16.0,"(0.0, 21.0]",0.0,6.0,"(0.0, 11.0]",0.0,3.0,"(0.0, 5.0]",0.0,kilean lodge,,,,,,,,
300,KING CITY LODGE NURSING HOME,146 Fog Road,"King City, L7B1A3",Central,Poranganel Holdings Limited,,For-Profit,Home with approximately 36 beds,No,Yes,Yes,Yes,,King City, L7B1A3,36.0,13.0,"(0.0, 21.0]",0.0,8.0,"(0.0, 11.0]",0.0,3.0,"(0.0, 5.0]",0.0,king city lodge nursing home,,,,,,,,
301,KING NURSING HOME,49 Sterne Street,"Bolton, L7E1B9",Central West,King Nursing Home Limited,,For-Profit,Home with approximately 86 beds,Yes,Yes,Yes,Yes,,Bolton, L7E1B9,86.0,55.0,"(46.0, 172.0]",3.0,22.0,"(16.0, 23.0]",2.0,12.0,"(11.0, 44.0]",3.0,king nursing home,,,,,,,,
