name,cleaned_name,address,LHIN,home_type,city,postal_code,short_stay,residents_council,family_council,accreditation,total_inspections,5y_inspections,2y_inspections,total_complaints,5y_complaints,2y_complaints,total_critical,5y_critical,2y_critical,total_withOrders,5y_withOrders,2y_withOrders,antipsychotic_percent,depression_percent,falls_percent,pressure_ulcers_percent,pain_percent,restraints_percent,confirmed_resident_cases,resident_deaths,confirmed_staff_cases,status,number_beds,CSDname,CSDuid,latitude,longitude
THORNTONVIEW,thorntonview,186 Thornton Road South,Central East,For-Profit,Oshawa, L1J5Y2,No,Yes,Yes,Yes,42,21,13,20,13,10,13,4,3,7,2,1,9.2,13.6,17.5,1.7,3.5,0.8,,0,,Inactive,154,Oshawa,3518013,43.8859505,-78.8922213
TRILLIUM COURT,trillium court,550 Philip Place,South West,For-Profit,Kincardine, N2Z3A6,No,Yes,Yes,Yes,23,10,4,7,1,0,7,3,1,4,2,2,10.9,33,13.8,2.7,1.7,1.9,,,,,40,Kincardine,3541024,44.18149597,-81.62055194
VILLAGE ON THE RIDGE,village on the ridge,9 Myrtle Street,Erie St. Clair,For-Profit,Ridgetown, N0P2C0,No,Yes,Yes,Yes,15,8,5,2,2,2,6,2,2,0,0,0,13.8,18.2,11.5,0,12.2,0.4,,,,,40,Chatham-Kent,3536020,42.43530685,-81.88026626
WEST OAK VILLAGE,west oak village,2370 Third Line,Mississauga Halton,For-Profit,Oakville, L6M4E2,No,Yes,Yes,Yes,33,15,11,13,6,5,10,4,4,5,2,1,12.6,10,12.6,0.1,1.5,2.2,0,0,<5,Active,133,Oakville,3524001,43.44708343,-79.75633228
WESTSIDE,westside,1145 Albion Road,Central West,For-Profit,Etobicoke, M9V4J7,Yes,Yes,Yes,Yes,52,19,12,30,9,7,15,5,4,11,8,5,23.1,4.5,18.6,3,0.3,0.4,<5,<5,<5,Active,242,Toronto,3520005,43.73728579,-79.56777145
WINBOURNE PARK,winbourne park,1020 Westney Road North,Central East,For-Profit,Ajax, L1T4K6,Yes,Yes,Yes,Yes,44,26,8,21,10,5,15,10,2,3,2,0,18.2,7.3,11.1,1.5,1.7,0,,0,,Inactive,110,Ajax,3518005,43.87711914,-79.0444691
EMO HEALTH CENTRE,emo health centre,170 Front Street P. O. Box 390,North West,Non-Profit,Emo, P0W1E0,No,Yes,No,Yes,9,5,2,0,0,0,0,0,0,2,2,0,14.7,33.1,18.7,0,22.7,5.7,,,,,12,Emo,3559019,48.631491,-93.842073
RAINY RIVER HEALTH CENTRE,rainy river health centre,114 Fourth Street P.O. Box 236,North West,Non-Profit,Rainy River, P0W1L0,No,Yes,No,No,12,7,3,2,1,0,3,2,2,2,2,1,36.2,40.3,15.5,11,29.7,2.2,,,,,21,Rainy River,3559042,48.71856,-94.5692765
RAINYCREST,rainycrest,550 Osborne Street,North West,Non-Profit,Fort Frances, P9A3T2,Yes,Yes,Yes,Yes,68,48,28,22,12,7,22,18,10,22,16,9,12,26.9,17.6,5.5,9.2,7.7,,,,,164,Fort Frances,3559012,48.61757858,-93.38953726
ROSE OF SHARON KOREAN LONG TERM CARE,rose of sharon korean long term care,17 Maplewood Avenue,Toronto Central,Non-Profit,Toronto, M6C4B3,No,Yes,Yes,No,14,5,2,4,0,0,1,1,1,0,0,0,10.6,27,11.4,0.3,0.8,0,,,,,60,Toronto,3520005,43.68583989,-79.4218175
TONY STACEY CENTRE FOR VETERANS' CARE,tony stacey centre for veterans' care,59 Lawson Road,Central East,Non-Profit,Toronto, M1C2J1,Yes,Yes,No,No,18,10,6,7,3,2,3,3,3,7,4,1,3.5,30.7,11.3,5.4,5.5,5.6,,0,,Inactive,100,Toronto,3520005,43.78323942,-79.16339403
ANSON PLACE CARE CENTRE,anson place care centre,85 Main Street North,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,Hagersville, N0A1H0,Yes,Yes,No,Yes,22,12,6,11,5,3,6,4,3,1,0,0,21.8,29.4,19.9,2.7,2.1,3,28,23,29,Active,61,Haldimand County,3528018,42.96738873,-80.04801284
COOKSVILLE CARE CENTRE,cooksville care centre,55 The Queensway West,Mississauga Halton,For-Profit,Mississauga, L5B1B5,Yes,Yes,Yes,Yes,67,26,13,37,10,6,16,6,5,13,6,1,16.6,11.9,15.9,1.2,8.7,0.4,23,13,22,Active,192,Mississauga,3521005,43.57334286,-79.60968605
DUNDURN PLACE CARE CENTRE,dundurn place care centre,39 Mary Street,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,Hamilton, L8R3L8,Yes,Yes,Yes,Yes,52,21,8,24,7,2,14,7,5,12,5,1,26.5,24.8,15.1,2.7,2.4,2.7,,<5,,Inactive,201,Hamilton,3525005,43.25642639,-79.8639432
EATONVILLE CARE CENTRE,eatonville care centre,420 The East Mall,Mississauga Halton,For-Profit,Etobicoke, M9B3Z9,No,Yes,Yes,Yes,41,19,10,21,6,3,12,7,6,4,3,1,16.6,17.7,15.3,1.8,0.2,1.8,44,42,24,Active,247,Toronto,3520005,43.64760318,-79.56046144
HAWTHORNE PLACE CARE CENTRE,hawthorne place care centre,2045 Finch Avenue West,Central,For-Profit,North York, M3N1M9,Yes,Yes,Yes,Yes,88,31,13,41,13,6,28,11,4,23,10,6,27.2,24.1,12.6,2.3,2,0.5,0,43,33,Active,269,Toronto,3520005,43.7562352,-79.52146844
ORCHARD TERRACE CARE CENTRE,orchard terrace care centre,199 Glover Road,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,Stoney Creek, L8E5J2,No,Yes,Yes,Yes,20,13,5,7,5,2,3,1,1,7,6,1,13.5,20.6,26.6,4.9,12.3,0,,,,,45,Hamilton,3525005,43.21015079,-79.68313844
WELLINGTON PARK CARE CENTRE,wellington park care centre,802 Hager Avenue,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,Burlington, L7S1X2,Yes,Yes,Yes,Yes,42,11,5,26,2,1,4,2,2,9,5,1,29.4,9.9,24.4,2.2,1,0,,,,,132,Burlington,3524002,43.33141191,-79.81188229
AFTON PARK PLACE LONG TERM CARE COMMUNITY,afton park place long term care community,1200 Afton Drive,Erie St. Clair,For-Profit,Sarnia, N7S6L6,No,Yes,Yes,Yes,67,34,9,29,15,3,28,13,5,5,2,0,12.5,13.6,12.2,2.4,3.8,4.3,,,,,128,Sarnia,3538030,42.97632532,-82.36144406
HERON TERRACE LONG TERM CARE COMMUNITY,heron terrace long term care community,11550 McNorton Street,Erie St. Clair,For-Profit,Windsor, N8P1T9,No,Yes,No,Yes,87,35,9,53,20,5,27,12,4,4,0,0,18,12.3,11.2,3,3.2,5.8,25,23,0,Active,140,Windsor,3537039,42.31721678,-82.89932307
ST. ANDREW'S TERRACE LONG TERM CARE COMMUNITY,st. andrew's terrace long term care community,255 St. Andrew's Street,Waterloo Wellington,For-Profit,Cambridge, N1S1P1,No,Yes,Yes,Yes,52,22,9,16,8,3,24,7,3,8,7,2,11.2,13.3,19.7,2.9,1.2,3.2,,0,,Inactive,128,Cambridge,3530010,43.34600049,-80.32871446
TRILLIUM VILLA NURSING HOME,trillium villa nursing home,1221 Michigan Avenue,Erie St. Clair,For-Profit,Sarnia, N7S3Y3,Yes,Yes,No,Yes,36,11,7,9,1,0,21,7,7,0,0,0,6.6,10.6,8.8,1.3,0.6,0.9,,,,,152,Sarnia,3538030,42.99848453,-82.36358616
TWIN LAKES TERRACE LONG TERM CARE COMMUNITY,twin lakes terrace long term care community,1310 Murphy Road,Erie St. Clair,For-Profit,Sarnia, N7S6K5,No,Yes,Yes,Yes,13,8,5,2,1,1,3,3,3,1,1,1,38.2,8.4,14.4,3.5,2,0,,,,,60,Sarnia,3538030,43.00307673,-82.36506926
STRATHCONA LONG TERM CARE,strathcona long term care,465 Dublin Street,Waterloo Wellington,For-Profit,Mount Forest, N0G2L3,Yes,Yes,Yes,Yes,30,13,7,8,3,1,9,4,4,11,6,2,25.5,29.9,20.7,2.7,10.3,0,,0,,Inactive,87,Wellington North,3523050,43.97509868,-80.73933974
COLEMAN CARE CENTRE,coleman care centre,140 Cundles Road West,North Simcoe Muskoka,For-Profit,Barrie, L4N9X8,No,Yes,Yes,Yes,19,10,7,6,1,1,5,4,4,3,2,1,24.5,19.8,22.9,4.3,6.2,6.6,,,,,112,Barrie,3543042,44.4011191,-79.71536396
ERIN MILLS LODGE NURSING HOME,erin mills lodge nursing home,2132 Dundas Street West,Mississauga Halton,For-Profit,Mississauga, L5K2K7,No,Yes,Yes,Yes,35,21,6,13,6,1,6,4,2,7,6,1,17.1,20.5,12.9,1.4,4,0.6,29,17,22,Active,86,Mississauga,3521005,43.53474615,-79.66736096
FAIRVIEW NURSING HOME,fairview nursing home,14 Cross Street,Toronto Central,For-Profit,Toronto, M6J1S8,No,Yes,Yes,Yes,33,9,6,12,2,2,11,3,3,8,1,1,20.1,30.8,17.2,4.1,1.5,0.8,,,,,108,Toronto,3520005,43.64812078,-79.4285026
THE VILLAGE AT ST. CLAIR,the village at st. clair,1800 Talbot Road,Erie St. Clair,For-Profit,Windsor, N9A6S4,No,No,No,No,62,59,20,23,22,9,32,30,9,7,7,3,24.4,35.3,23.7,1.9,4.2,1.6,,0,,Inactive,256,Windsor,3537039,42.24341286,-83.0147829
THE VILLAGE AT UNIVERSITY GATES,the village at university gates,250 LAURELWOOD DRIVE,Waterloo Wellington,For-Profit,WATERLOO, N2J0E2,No,No,No,No,15,15,7,8,8,3,5,5,4,3,3,1,15.8,32.1,19.4,3.1,5.3,1.1,,0,,Inactive,192,Waterloo,3530016,43.4767379,-80.57032185
THE VILLAGE OF ASPEN LAKE,the village of aspen lake,9855 McHugh Street,Erie St. Clair,For-Profit,Windsor, N8P0A6,No,Yes,Yes,Yes,92,44,16,30,17,7,54,21,7,3,3,0,21.3,35.7,18.2,3,4.8,4.8,,,,,192,Windsor,3537039,42.31813568,-82.92003167
THE VILLAGE OF ERIN MEADOWS,the village of erin meadows,2930 Erin Centre Boulevard,Mississauga Halton,For-Profit,Mississauga, L5M7M4,No,Yes,Yes,Yes,51,20,16,20,7,6,13,5,5,16,8,6,20.9,28.7,17.8,3.7,2.8,1.8,13,19,17,Active,180,Mississauga,3521005,43.55312755,-79.72147048
THE VILLAGE OF GLENDALE CROSSING,the village of glendale crossing,3030 Singleton Avenue,South West,For-Profit,London, N6L0B6,No,No,No,Yes,108,51,17,49,22,4,39,16,10,19,14,4,20.2,43,21.6,5,1.8,6.4,,,,,192,London,3539036,42.93894787,-81.27180372
THE VILLAGE OF HUMBER HEIGHTS,the village of humber heights,2245 Lawrence Avenue West,Central,For-Profit,Etobicoke, M9P3W3,No,Yes,No,Yes,24,20,12,11,7,6,7,7,5,6,6,4,27.3,31.8,19.1,4,3.1,0.6,45,10,17,Active,192,Toronto,3520005,43.69710409,-79.52690243
THE VILLAGE OF RIVERSIDE GLEN,the village of riverside glen,60 Woodlawn Road East,Waterloo Wellington,For-Profit,Guelph, N1H8M8,No,Yes,Yes,Yes,109,42,13,63,22,6,31,12,5,19,10,2,4.8,33.4,18.8,1.4,2.6,3,,0,,Inactive,192,Guelph,3523008,43.56915803,-80.27358416
THE VILLAGE OF SANDALWOOD PARK,the village of sandalwood park,425 Great Lakes Drive,Central West,For-Profit,Brampton, L6R2W8,No,Yes,Yes,Yes,28,12,5,7,1,1,14,6,4,7,4,2,26.7,32,18.9,4.5,0.7,3.7,,,,,120,Brampton,3521010,43.7410087,-79.7717325
THE VILLAGE OF TANSLEY WOODS,the village of tansley woods,4100 Upper Middle Road,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,Burlington, L7M4W8,No,Yes,Yes,Yes,32,19,11,10,5,4,8,4,3,9,8,3,6.1,38.3,18.3,3.6,1.6,3.7,,,,,144,Burlington,3524002,43.38367062,-79.79950979
THE VILLAGE OF TAUNTON MILLS,the village of taunton mills,3800 Brock Street North,Central East,For-Profit,Whitby, L1R3A5,No,Yes,Yes,Yes,37,22,13,12,7,6,16,7,4,5,5,2,15.4,38.6,17.3,3.8,6.9,1.1,0,0,<5,Active,120,Whitby,3518009,43.91312705,-78.95825897
THE VILLAGE OF WENTWORTH HEIGHTS,the village of wentworth heights,1620 Upper Wentworth Street,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,Hamilton, L9B2W3,No,Yes,Yes,Yes,26,11,6,9,3,3,6,3,2,8,3,0,21.7,30.1,28.5,3.8,3.5,0,,0,,Inactive,120,Hamilton,3525005,43.19832568,-79.8734372
THE VILLAGE OF WINSTON PARK,the village of winston park,695 Block Line Road,Waterloo Wellington,For-Profit,Kitchener, N2E3K1,No,Yes,No,Yes,36,14,6,10,5,2,18,5,3,2,1,0,0.7,19.8,13.4,1.4,0.4,2.6,,0,,Inactive,95,Kitchener,3530013,43.41122949,-80.49867572
ROYAL TERRACE,royal terrace,600 White's Road,Waterloo Wellington,For-Profit,Palmerston, N0G2P0,No,Yes,Yes,Yes,23,13,6,5,3,0,11,6,5,4,3,1,26.5,40,10.8,2.2,2.9,14.1,,0,,Inactive,67,Minto,3523043,43.83992155,-80.84393637
GARDEN COURT NURSING HOME,garden court nursing home,1 Sand Beach Road,Toronto Central,For-Profit,Etobicoke, M8V2W2,No,Yes,Yes,No,13,8,4,2,0,0,3,3,1,4,2,2,31.5,8.2,8.4,3.8,25.3,2.1,,,,,45,Toronto,3520005,43.60195707,-79.49680752
EARLS COURT VILLAGE,earls court village,"1390 Highbury Avenue, North",South West,For-Profit,London, N5Y0B6,No,Yes,Yes,Yes,92,85,23,52,46,9,17,17,6,31,30,12,21.1,26.7,16.3,3.5,3.3,5.5,,0,,Inactive,128,London,3539036,43.02686099,-81.21868721
KENSINGTON VILLAGE,kensington village,1340 Huron Street,South West,For-Profit,London, N5V3R3,Yes,Yes,Yes,Yes,70,26,4,40,12,0,12,6,1,10,4,1,8.4,24.8,18.9,5.4,4.1,4.7,<5,6,<5,Active,78,London,3539036,43.02140839,-81.21450391
SHEPHERD LODGE,shepherd lodge,3760 Sheppard Avenue East,Central East,Non-Profit,Toronto, M1T3K9,No,Yes,Yes,Yes,48,23,15,22,11,8,12,7,5,12,5,4,10.6,12.4,14.5,2.5,1.1,1,,0,,Inactive,252,Toronto,3520005,43.78271331,-79.29413397
ALTAMONT CARE COMMUNITY,altamont care community,92 Island Road,Central East,For-Profit,Scarborough, M1C2P5,Yes,Yes,Yes,Yes,33,19,12,11,4,4,13,8,4,7,7,3,10.8,29.2,14,2.5,2.1,0,<5,52,24,Active,159,Toronto,3520005,43.79854962,-79.14005432
BARNSWALLOW PLACE CARE COMMUNITY,barnswallow place care community,120 Barnswallow Drive,Waterloo Wellington,For-Profit,Elmira, N3B2Y9,No,Yes,No,Yes,17,9,3,3,1,1,9,3,2,1,1,0,8.7,20.8,16.8,2.4,1.6,3.5,,,,,96,Woolwich,3530035,43.59297082,-80.57796106
BLOOMINGTON COVE CARE COMMUNITY,bloomington cove care community,13621 Ninth  Line RR #2,Central,For-Profit,Stouffville, L4A7X3,Yes,Yes,Yes,Yes,39,18,11,18,9,6,13,4,3,6,3,1,10.5,22.6,20.3,2.3,1.4,0.3,,,,,112,Whitchurch-Stouffville,3519044,44.00278365,-79.26290138
BRADFORD VALLEY CARE COMMUNITY,bradford valley care community,2656 6th Line,Central,For-Profit,Bradford, L3Z3H5,No,Yes,Yes,Yes,40,19,8,20,8,3,14,7,4,10,7,2,8.4,20.8,10.8,1.4,1.3,0.6,,12,,Inactive,246,Bradford West Gwillimbury,3543014,44.09967975,-79.57244678
CAMILLA CARE COMMUNITY,camilla care community,2250 Hurontario Street,Mississauga Halton,For-Profit,Mississauga, L5B1M8,Yes,Yes,Yes,Yes,54,26,12,25,11,5,16,5,2,9,7,4,26.3,14.9,7.2,1.7,0.2,0.6,51,61,31,Active,236,Mississauga,3521005,43.57311436,-79.60700205
CASE MANOR CARE COMMUNITY,case manor care community,28 Boyd Street P.O. Box 670,Central East,For-Profit,Bobcaygeon, K0M1A0,No,Yes,Yes,Yes,24,17,9,7,4,1,11,8,6,2,2,1,21.3,12.8,12.9,1.3,2.1,0.2,,0,,Inactive,96,Kawartha Lakes,3516010,44.54008478,-78.54103519
CEDARVALE LODGE RETIREMENT AND CARE COMMUNITY,cedarvale lodge retirement and care community,121 Morton Avenue,Central,For-Profit,Keswick, L4P2M5,No,Yes,Yes,Yes,19,14,10,5,3,3,6,5,4,3,3,2,24.7,20.5,21.1,4.9,9.3,0.3,,,,,60,Georgina,3519070,44.232338,-79.456847
CHELTENHAM CARE COMMUNITY,cheltenham care community,5935 Bathurst Street,Central,For-Profit,North York, M2R1Y8,Yes,Yes,Yes,Yes,30,16,9,12,5,3,9,6,5,9,5,2,15.1,14.5,8.7,4,2.3,0,,,,,170,Toronto,3520005,43.7818402,-79.44446061
CREEDAN VALLEY CARE COMMUNITY,creedan valley care community,143 Mary Street,North Simcoe Muskoka,For-Profit,Creemore, L0M1G0,No,Yes,Yes,Yes,26,16,11,7,2,2,6,3,3,10,9,7,14,28.1,20.2,1.4,3.7,0.7,,,,,95,Clearview,3543005,44.32664057,-80.09982767
DEERWOOD CREEK CARE COMMUNITY,deerwood creek care community,70 Humberline Drive,Central West,For-Profit,Etobicoke, M9W7H3,No,Yes,Yes,Yes,33,19,11,18,10,6,7,3,3,6,3,2,3.4,6.8,11.2,1.1,2.5,0,,,,,160,Toronto,3520005,43.73160489,-79.61744587
FIELDSTONE COMMONS CARE COMMUNITY,fieldstone commons care community,1000 Ellesmere Road,Central East,For-Profit,Scarborough, M1P5G2,Yes,Yes,Yes,Yes,43,19,6,17,7,3,18,8,2,8,5,2,20.6,14.4,16.9,2.4,0.9,1.1,,,,,224,Toronto,3520005,43.76728591,-79.27793126
FOUNTAIN VIEW CARE COMMUNITY,fountain view care community,1800 O'Connor Drive,Toronto Central,For-Profit,East York, M4A1W7,No,Yes,Yes,Yes,43,16,11,21,4,3,14,8,6,7,4,3,19.2,24.2,21.6,2.6,3.4,0,,0,,Inactive,158,Toronto,3520005,43.7205599,-79.30496586
FOX RIDGE CARE COMMUNITY,fox ridge care community,389 West Street,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,Brantford, N3R3V9,No,Yes,Yes,Yes,64,21,8,24,7,2,23,7,4,20,10,6,10.2,25.6,16.4,1.9,3.5,7.6,,,,,122,Brantford,3529006,43.15692506,-80.25558282
GRANITE RIDGE CARE COMMUNITY,granite ridge care community,5501 Abbott Street East,Champlain,For-Profit,Stittsville, K2S2C5,No,Yes,Yes,Yes,34,22,10,14,8,5,16,11,5,1,0,0,20,20.6,22.7,1.9,1.8,1.8,,,,,224,Ottawa,3506008,45.26988372,-75.90499269
HARMONY HILLS CARE COMMUNITY,harmony hills care community,1800 O'Connor Drive,Toronto Central,For-Profit,Toronto, M4A1W7,No,Yes,Yes,Yes,19,9,6,6,3,3,7,3,3,1,0,0,13.4,16.7,16.4,1.6,0.8,0,,,,,160,Toronto,3520005,43.7205599,-79.30496586
HAWTHORN WOODS CARE COMMUNITY,hawthorn woods care community,9257 Goreway Drive,Central West,For-Profit,Brampton, L6P0N5,No,Yes,Yes,Yes,60,28,16,26,7,4,24,14,9,8,7,4,8.9,19.6,13.4,1.4,1.3,0,,,,,160,Brampton,3521010,43.75755779,-79.68888879
LANGSTAFF SQUARE CARE COMMUNITY,langstaff square care community,170 Red Maple Road,Central,For-Profit,Richmond Hill, L4B4T8,No,Yes,Yes,Yes,19,14,6,13,8,4,2,2,2,3,3,2,20.7,17,12.9,1.6,1.8,1.7,,,,,160,Richmond Hill,3519038,43.84482422,-79.42478351
MADONNA CARE COMMUNITY,madonna care community,1541 St. Joseph Boulevard,Champlain,For-Profit,Orleans, K1C7L3,No,Yes,Yes,Yes,111,68,40,43,24,14,48,32,20,11,6,4,28.3,24.8,18.9,2.8,2.5,2.6,15,43,27,Active,160,Ottawa,3506008,45.46043427,-75.559988
MAPLE GROVE CARE COMMUNITY,maple grove care community,215 Sunny Meadow Blvd.,Central West,For-Profit,Brampton, L6R3B5,No,Yes,Yes,Yes,37,22,13,17,10,6,11,4,3,10,10,6,30.6,14.7,15.6,2.1,1.8,0.5,<5,0,<5,Active,160,Brampton,3521010,43.75771219,-79.75483001
MIDLAND GARDENS CARE COMMUNITY,midland gardens care community,130 Midland Avenue,Central East,For-Profit,Scarborough, M1N4B2,Yes,Yes,Yes,Yes,84,60,37,39,27,20,26,16,9,32,31,16,27.3,11.1,21.1,4,2.1,1.8,67,16,22,Active,299,Toronto,3520005,43.7083586,-79.24749635
MUSKOKA SHORES CARE COMMUNITY,muskoka shores care community,200 Kelly Drive,North Simcoe Muskoka,For-Profit,Gravenhurst, P1P1P3,No,Yes,Yes,Yes,43,29,18,18,9,5,14,12,8,12,11,5,3,29.4,20.2,0.7,5.8,4.4,,,,,183,Gravenhurst,3544002,44.9143044,-79.36729389
NORFINCH CARE COMMUNITY,norfinch care community,22 Norfinch Drive,Central,For-Profit,North York, M3N1X1,No,Yes,Yes,Yes,17,13,7,9,5,3,2,2,2,2,2,2,20.8,9.8,13.7,1.4,3.2,0,,,,,160,Toronto,3520005,43.7567876,-79.52618684
OWEN HILL CARE COMMUNITY,owen hill care community,130 Owen Street,North Simcoe Muskoka,For-Profit,Barrie, L4M3H7,No,Yes,Yes,Yes,18,9,5,5,1,1,7,3,3,2,0,0,22.3,20.8,26.6,2.4,2,0,0,12,<5,Active,57,Barrie,3543042,44.3951391,-79.69019855
ROCKCLIFFE CARE COMMUNITY,rockcliffe care community,3015 Lawrence Avenue East,Central East,For-Profit,Scarborough, M1P2V7,Yes,Yes,Yes,Yes,35,27,21,19,14,11,11,8,7,6,6,5,17.2,12,14.7,4.4,1.2,2,0,0,<5,Active,204,Toronto,3520005,43.75467751,-79.24789355
SECORD TRAILS CARE COMMUNITY,secord trails care community,263 Wonham Street South,South West,For-Profit,Ingersoll, N5C3P6,Yes,Yes,Yes,Yes,58,25,12,24,11,3,21,9,7,13,9,7,25.5,27.6,29.9,5.9,3.7,3.4,0,0,7,Active,80,Ingersoll,3532018,43.03265541,-80.8830515
SILVERTHORN CARE COMMUNITY,silverthorn care community,4350 Mississauga Road,Mississauga Halton,For-Profit,Mississauga, L5M7C8,No,Yes,Yes,Yes,29,12,7,8,4,3,15,4,3,3,3,1,7.7,7.6,9.4,1.3,1.2,0,0,0,<5,Active,160,Mississauga,3521005,43.56232545,-79.68858187
SPENCER HOUSE,spencer house,835 West Ridge Blvd.,North Simcoe Muskoka,Non-Profit,Orillia, L3V8B3,No,Yes,Yes,Yes,31,18,10,10,4,3,11,7,5,6,2,1,5.9,19.3,21.5,2.1,2,0,,0,,Inactive,160,Orillia,3543052,44.60314495,-79.45390869
ST. GEORGE CARE COMMUNITY,st. george care community,225 St. George Street,Toronto Central,For-Profit,Toronto, M5R2M2,Yes,Yes,Yes,Yes,45,21,11,27,9,6,12,9,5,5,2,2,13.5,10.2,12.8,2.8,2.1,0,0,0,<5,Active,238,Toronto,3520005,43.67253289,-79.40161649
STREETSVILLE CARE COMMUNITY,streetsville care community,1742 Bristol Road West,Mississauga Halton,For-Profit,Mississauga, L5M1X9,No,Yes,Yes,Yes,22,10,4,6,1,0,8,4,3,3,3,1,10,4.8,9,1.3,1.6,0,,,,,118,Mississauga,3521005,43.58212646,-79.70532398
TRILLIUM RETIREMENT AND CARE COMMUNITY,trillium retirement and care community,800 Edgar Street,South East,For-Profit,Kingston, K7M8S4,Yes,Yes,Yes,Yes,81,40,17,29,12,7,30,19,8,16,6,1,19.1,20,23.1,3.3,5.9,1,,,,,190,Kingston,3510010,44.25040282,-76.55202522
TULLAMORE CARE COMMUNITY,tullamore care community,133 Kennedy Road South,Central West,For-Profit,Brampton, L6W3G3,Yes,Yes,Yes,Yes,52,27,16,27,12,7,15,7,5,14,7,3,24.8,11.7,24.1,3.4,6.7,0,,,,,159,Brampton,3521010,43.68480267,-79.7360306
VILLA LEONARDO GAMBIN,villa leonardo gambin,40 Friuli Court,Central,Non-Profit,Woodbridge, L4L9T3,Yes,Yes,Yes,Yes,34,13,7,15,4,3,9,4,3,8,2,1,14.5,18.6,4.9,1.2,1.6,0.4,<5,12,19,Active,168,Vaughan,3519028,43.7661994,-79.57417395
WATERS EDGE CARE COMMUNITY,waters edge care community,401 William Street,North East,For-Profit,North Bay, P1A1X5,No,Yes,Yes,Yes,41,28,12,15,9,4,17,11,6,5,5,2,11.2,10.7,16.7,2.7,2.4,0,,,,,148,North Bay,3548044,46.27873103,-79.44783366
WESTON TERRACE CARE COMMUNITY,weston terrace care community,2005 Lawrence Avenue West,Central,For-Profit,Toronto, M9N3V4,No,Yes,Yes,Yes,38,23,13,20,11,6,11,8,5,10,8,6,22.8,11.9,13.3,2.7,2,0.5,25,24,39,Active,224,Toronto,3520005,43.70123959,-79.51015143
WOODBRIDGE VISTA CARE COMMUNITY,woodbridge vista care community,5400 Steeles Avenue West,Central West,For-Profit,Woodbridge, L4L9S1,No,Yes,Yes,Yes,56,23,15,28,9,6,22,11,8,8,6,3,8,11.7,11.4,0.8,0.1,0,72,6,20,Active,224,Vaughan,3519028,43.75961009,-79.59777826
WOODHALL PARK CARE COMMUNITY,woodhall park care community,10260 Kennedy Road North,Central West,For-Profit,Brampton, L6Z4N7,No,Yes,Yes,Yes,38,16,7,16,5,2,13,5,4,6,4,2,21,15.9,14.1,1.5,0.8,3.1,,,,,147,Brampton,3521010,43.72036028,-79.78370712
WOODS PARK CARE CENTRE,woods park care centre,110 Lillian Crescent,North Simcoe Muskoka,For-Profit,Barrie, L4N5H7,Yes,Yes,Yes,Yes,31,16,8,14,6,2,7,3,3,5,4,1,21.3,13.5,17.3,2.4,1.5,2.6,,0,,Inactive,123,Barrie,3543042,44.4026669,-79.71672256
LANARK HEIGHTS LONG TERM CARE CENTRE,lanark heights long term care centre,46 Lanark Crescent,Waterloo Wellington,For-Profit,Kitchener, N2N2Z8,No,Yes,Yes,Yes,82,20,7,34,8,3,33,8,4,10,3,0,9,7.5,13.9,1.1,1.1,0,,0,,Inactive,160,Kitchener,3530013,43.42436319,-80.53544803
WESTMOUNT GARDENS LONG TERM CARE HOME,westmount gardens long term care home,590 Longworth Road,South West,For-Profit,London, N6K4X9,No,Yes,Yes,Yes,86,25,10,37,7,3,40,12,5,6,5,1,3.2,13.3,14.1,3.2,2.1,3.2,,,,,160,London,3539036,42.95042607,-81.30566973
IROQUOIS LODGE NURSING HOME,iroquois lodge nursing home,1755 Chiefswood Road P.O. Box 309,Hamilton Niagara Haldimand Brant (Hnhb),Non-Profit,Ohsweken, N0A1M0,Yes,Yes,Yes,Yes,18,13,8,5,2,1,5,4,4,4,4,2,28.4,32.9,17.6,3.3,20.7,3.1,,,,,50,Six Nations (Part) 40,3529020,43.07299235,-80.11640017
DOM LIPA,dom lipa,52 Neilson Drive,Mississauga Halton,Non-Profit,Etobicoke, M9C1V7,No,Yes,No,No,11,7,3,1,0,0,3,3,3,2,2,1,24.1,10.6,12,1.3,5.4,0,,0,,Inactive,66,Toronto,3520005,43.62949697,-79.56513824
MAPLE VIEW,maple view,1029-4Th Avenue West,South West,For-Profit,Owen Sound, N4K4W1,No,Yes,Yes,Yes,19,9,3,3,1,0,9,3,2,4,2,0,26.4,25.7,22.4,3.2,2,0,,0,,Inactive,29,Owen Sound,3542059,44.56743597,-80.94905687
VICTORIA VILLAGE MANOR,victoria village manor,78 Ross Street,North Simcoe Muskoka,Non-Profit,Barrie, L4N1G3,Yes,Yes,Yes,Yes,35,22,19,12,3,3,10,8,7,11,10,10,8.3,7.7,20,0.3,0,0,,,,,128,Barrie,3543042,44.391122,-79.69850695
