index,name,address,city_and_postal_code,LHIN,licensee,management,home_type,beds,short_stay,residents_council,family_council,accreditation,additional_info,city,postal_code,number_of_beds,total_inspections,5y_inspections,2y_inspections,total_complaints,5y_complaints,2y_complaints,total_critical,5y_critical,2y_critical,total_withOrders,5y_withOrders,2y_withOrders
423,PINECREST (PLANTAGENET),101 Parent Street P.O. Box 250,"Plantagenet, K0B1L0",Champlain,"Cvh (No. 4) Lp By Its General Partners, Southbridge Health Care Gp Inc. And Southbridge Care Homes (A Limited Partnership, By Its General Partner, Southbridge Care Homes Inc.)",,For-Profit,Home with approximately 60 beds,No,Yes,Yes,No,,Plantagenet, K0B1L0,60,50.0,32.0,12.0,20.0,12.0,6.0,18.0,10.0,4.0,4.0,2.0,
424,PINECREST MANOR,399 Bob Street P.O. BOX 220,"Lucknow, N0G2H0",South West,Revera Long Term Care Inc.,,For-Profit,Home with approximately 61 beds,No,Yes,Yes,Yes,,Lucknow, N0G2H0,61,19.0,11.0,5.0,5.0,2.0,1.0,8.0,5.0,3.0,3.0,3.0,
425,PINECREST NURSING HOME - BOBCAYGEON,3418 County Road 36 R.R. #2,"Bobcaygeon, K0M1A0",Central East,Medlaw Corporation Limited,,For-Profit,Home with approximately 65 beds,No,Yes,Yes,No,,Bobcaygeon, K0M1A0,65,20.0,11.0,5.0,3.0,,,5.0,3.0,2.0,6.0,4.0,2.0
426,PINEHAVEN NURSING HOME,229 Lexington Road,"Waterloo, N2K2E1",Waterloo Wellington,Schlegel Villages Inc.,,For-Profit,Home with approximately 84 beds,No,Yes,Yes,Yes,,Waterloo, N2K2E1,84,39.0,19.0,7.0,14.0,7.0,2.0,13.0,6.0,3.0,3.0,2.0,1.0
427,PIONEER MANOR,960 Notre Dame Avenue,"Sudbury, P3A2T4",North East,The City Of Greater Sudbury,,Municipal,Home with approximately 433 beds,No,Yes,Yes,Yes,,Sudbury, P3A2T4,433,75.0,43.0,21.0,27.0,14.0,7.0,23.0,14.0,7.0,26.0,14.0,4.0
428,PIONEER RIDGE,750 Tungsten Street,"Thunder Bay, P7B6R1",North West,The Corporation Of The City Of Thunder Bay,,Municipal,Home with approximately 150 beds,No,Yes,Yes,Yes,,Thunder Bay, P7B6R1,150,29.0,13.0,7.0,11.0,4.0,3.0,8.0,3.0,2.0,5.0,2.0,1.0
429,PLEASANT MANOR RETIREMENT VILLAGE,15 Elden Street Box 500,"Virgil, L0S1T0",Hamilton Niagara Haldimand Brant (Hnhb),Pleasant Manor Retirement Village,,Non-Profit,Home with approximately 41 beds,No,Yes,No,No,,Virgil, L0S1T0,41,14.0,9.0,3.0,3.0,1.0,1.0,3.0,2.0,2.0,4.0,4.0,1.0
430,PLEASANT MEADOW MANOR,99 Alma Street P. O. Box 426,"Norwood, K0L2V0",Central East,0760444 B.C. Ltd. As General Partner On Behalf Of Omni Health Care Limited Partnership,,For-Profit,Home with approximately 61 beds,No,Yes,Yes,Yes,,Norwood, K0L2V0,61,22.0,12.0,7.0,8.0,4.0,4.0,7.0,4.0,3.0,2.0,2.0,
431,PORT PERRY PLACE,15941 Simcoe Street,"Port Perry, L9L1N5",Central East,"Cvh (No. 6) Lp By Its General Partners, Southbridge Health Care Gp Inc. And Southbridge Care Homes (A Limited Partnership, By Its General Partner, Southbridge Care Homes Inc.)",,For-Profit,Home with approximately 107 beds,No,Yes,Yes,Yes,,Port Perry, L9L1N5,107,50.0,27.0,6.0,28.0,16.0,4.0,12.0,7.0,2.0,8.0,4.0,1.0
432,POST INN VILLAGE,203 Georgian Drive,"Oakville, L6H7H9",Mississauga Halton,The Regional Municipality Of Halton,,Municipal,Home with approximately 228 beds,Yes,Yes,Yes,Yes,,Oakville, L6H7H9,228,35.0,11.0,5.0,20.0,3.0,1.0,9.0,4.0,3.0,2.0,1.0,
433,PRINCESS COURT,Princess Street Box 725,"Dryden, P8N2Z4",North West,Kenora District Home For The Aged Board Of Management,,Municipal,Home with approximately 97 beds,Yes,Yes,Yes,No,,Dryden, P8N2Z4,97,28.0,8.0,6.0,9.0,,,8.0,2.0,2.0,8.0,4.0,2.0
434,PROVIDENCE HEALTHCARE,3276 St. Clair Avenue East,"Scarborough, M1L1W1",Toronto Central,Providence St. Joseph's And St. Michael's Healthcare,,Non-Profit,Home with approximately 288 beds,No,Yes,Yes,Yes,,Scarborough, M1L1W1,288,56.0,30.0,12.0,32.0,17.0,5.0,16.0,10.0,6.0,6.0,4.0,2.0
435,PROVIDENCE MANOR,275 Sydenham Street,"Kingston, K7K1G7",South East,Providence Care Centre,,Non-Profit,Home with approximately 243 beds,Yes,Yes,Yes,Yes,,Kingston, K7K1G7,243,71.0,50.0,18.0,23.0,17.0,7.0,32.0,21.0,9.0,15.0,10.0,3.0
436,QUEEN'S GARDEN,80 Queen Street North,"Hamilton, L8R3P6",Hamilton Niagara Haldimand Brant (Hnhb),Liuna Local 837 Nursing Home (Hamilton) Corporation,Chartwell Seniors Housing Reit,Non-Profit,Home with approximately 128 beds,No,Yes,Yes,Yes,,Hamilton, L8R3P6,128,44.0,15.0,9.0,19.0,6.0,3.0,13.0,4.0,4.0,7.0,6.0,3.0
437,QUEENSWAY LONG TERM CARE HOME,100 Queen Street East P.O. Box 369,"Hensall, N0M1X0",South West,"Cvh (No. 8) Lp By Its General Partners, Southbridge Health Care Gp Inc. And Southbridge Care Homes (A Limited Partnership, By Its General Partner, Southbridge Care Homes Inc.)",,For-Profit,Home with approximately 60 beds,Yes,Yes,Yes,Yes,,Hensall, N0M1X0,60,26.0,11.0,7.0,16.0,4.0,3.0,5.0,4.0,4.0,1.0,1.0,
438,R. H. LAWSON EVENTIDE HOME,5050 Jepson Street,"Niagara Falls, L2E1K5",Hamilton Niagara Haldimand Brant (Hnhb),The Governing Council Of The Salvation Army In Canada,,Non-Profit,Home with approximately 101 beds,Yes,Yes,Yes,No,,Niagara Falls, L2E1K5,101,18.0,11.0,5.0,4.0,3.0,2.0,5.0,3.0,2.0,6.0,3.0,1.0
439,RAINY RIVER HEALTH CENTRE,114 Fourth Street P.O. Box 236,"Rainy River, P0W1L0",North West,Riverside Health Care Facilities Inc.,,Non-Profit,Home with approximately 21 beds,No,Yes,No,No,,Rainy River, P0W1L0,21,12.0,7.0,3.0,2.0,1.0,,3.0,2.0,2.0,2.0,2.0,1.0
440,RAINYCREST,550 Osborne Street,"Fort Frances, P9A3T2",North West,Riverside Health Care Facilities Inc.,,Non-Profit,Home with approximately 164 beds,Yes,Yes,Yes,Yes,,Fort Frances, P9A3T2,164,68.0,48.0,28.0,22.0,12.0,7.0,22.0,18.0,10.0,22.0,16.0,9.0
441,REACHVIEW VILLAGE,130 Reach Street,"Uxbridge, L9P1L3",Central East,Revera Long Term Care Inc.,,For-Profit,Home with approximately 100 beds,No,Yes,Yes,Yes,,Uxbridge, L9P1L3,100,41.0,23.0,6.0,16.0,6.0,3.0,10.0,5.0,2.0,11.0,7.0,1.0
442,REGENCY LONG TERM CARE HOME,66 Dorset Street East,"Port Hope, L1A1E3",Central East,"Cvh (No. 6) Lp By Its General Partners, Southbridge Health Care Gp Inc. And Southbridge Care Homes (A Limited Partnership, By Its General Partner, Southbridge Care Homes Inc.)",,For-Profit,Home with approximately 60 beds,Yes,Yes,Yes,Yes,,Port Hope, L1A1E3,60,26.0,13.0,4.0,5.0,2.0,,9.0,5.0,3.0,9.0,2.0,
443,REGENCY PARK LONG TERM CARE HOME,567 Victoria Avenue,"Windsor, N9A4N1",Erie St. Clair,"Dtoc Long Term Care Lp, By Its General Partner, Dtoc Long Term Care Mgp (A General Partnership) By Its Partners, Dtoc Long Term Care Gp Inc. And Arch Venture Holdings Inc.",Universalcare Canada Inc.,For-Profit,Home with approximately 72 beds,No,Yes,Yes,Yes,,Windsor, N9A4N1,72,28.0,15.0,8.0,15.0,6.0,4.0,8.0,5.0,4.0,1.0,1.0,1.0
444,REGINA GARDENS,536 Upper Paradise Road,"Hamilton, L9C5E3",Hamilton Niagara Haldimand Brant (Hnhb),Liuna Local 837 Nursing Home (Ancaster) Corporation,Chartwell Seniors Housing Reit,Non-Profit,Home with approximately 128 beds,No,Yes,Yes,Yes,,Hamilton, L9C5E3,128,32.0,16.0,6.0,20.0,7.0,2.0,4.0,3.0,2.0,4.0,3.0,2.0
445,RESIDENCE PRESCOTT ET RUSSELL,"1020, Cartier Boulevard","Hawkesbury, K6A1W7",Champlain,United Counties Of Prescott And Russell,,Municipal,Home with approximately 146 beds,Yes,Yes,Yes,Yes,,Hawkesbury, K6A1W7,146,54.0,28.0,10.0,12.0,6.0,2.0,23.0,10.0,6.0,11.0,6.0,4.0
446,RESIDENCE SAINT- LOUIS,879 Chemin Parc Hiawatha,"Ottawa, K1C2Z6",Champlain,Bruyere Continuing Care Inc.,,Non-Profit,Home with approximately 198 beds,Yes,Yes,Yes,Yes,,Ottawa, K1C2Z6,198,114.0,72.0,28.0,40.0,26.0,12.0,40.0,22.0,10.0,31.0,22.0,4.0
447,RICHMOND TERRACE,89 Rankin Avenue,"Amherstburg, N9V1E7",Erie St. Clair,Richmond Terrace Limited,Apans Health Services,For-Profit,Home with approximately 120 beds,Yes,Yes,Yes,Yes,,Amherstburg, N9V1E7,120,62.0,35.0,15.0,41.0,21.0,8.0,15.0,8.0,6.0,2.0,2.0,1.0
448,RIDEAUCREST HOME,175 Rideau Street,"Kingston, K7K3H6",South East,The Corporation Of The City Of Kingston,,Municipal,Home with approximately 170 beds,No,Yes,Yes,Yes,,Kingston, K7K3H6,170,69.0,42.0,20.0,24.0,13.0,9.0,33.0,21.0,9.0,8.0,3.0,1.0
449,RIDGEVIEW,385 Highland Road West,"Stoney Creek, L8J3X9",Hamilton Niagara Haldimand Brant (Hnhb),Axr Operating (National) Lp,,For-Profit,Home with approximately 120 beds,No,Yes,Yes,Yes,,Stoney Creek, L8J3X9,120,24.0,11.0,7.0,10.0,3.0,2.0,5.0,3.0,3.0,5.0,3.0,1.0
450,RITZ LUTHERAN VILLA,"Part Lot 16, Con 2, Logan Twn R.R. #5","Mitchell, N0K1N0",South West,Ritz Lutheran Villa,,Non-Profit,Home with approximately 85 beds,No,Yes,Yes,No,,Mitchell, N0K1N0,85,66.0,24.0,10.0,36.0,13.0,3.0,15.0,6.0,5.0,11.0,5.0,2.0
451,RIVER GLEN HAVEN NURSING HOME,160 High Street P.O. Box 368,"Sutton West, L0E1R0",Central,Atk Care Inc.,,For-Profit,Home with approximately 120 beds,No,Yes,Yes,Yes,,Sutton West, L0E1R0,120,28.0,15.0,6.0,10.0,4.0,2.0,6.0,3.0,1.0,10.0,6.0,2.0
452,RIVERBEND PLACE,650 Coronation Blvd.,"Cambridge, N1R7S6",Waterloo Wellington,Revera Long Term Care Inc.,,For-Profit,Home with approximately 54 beds,No,Yes,Yes,Yes,,Cambridge, N1R7S6,54,17.0,11.0,5.0,4.0,1.0,,8.0,7.0,4.0,,,
453,RIVERSIDE PLACE,3181 Meadowbrook Lane,"Windsor, N8T0A4",Erie St. Clair,Axr Operating (National) Lp,,For-Profit,Home with approximately 96 beds,No,Yes,Yes,Yes,,Windsor, N8T0A4,96,50.0,23.0,11.0,25.0,11.0,6.0,17.0,8.0,5.0,1.0,1.0,
454,RIVERVIEW GARDENS,519 King Street West,"Chatham, N7M1G8",Erie St. Clair,The Corporation Of The Municipality Of Chatham-kent,,Municipal,Home with approximately 320 beds,Yes,Yes,Yes,No,,Chatham, N7M1G8,320,104.0,42.0,17.0,42.0,22.0,6.0,54.0,15.0,10.0,2.0,1.0,1.0
455,RIVERVIEW MANOR NURSING HOME,1155 Water Street,"Peterborough, K9H3P8",Central East,0760444 B.C. Ltd. As General Partner On Behalf Of Omni Health Care Limited Partnership,,For-Profit,Home with approximately 124 beds,No,Yes,Yes,Yes,,Peterborough, K9H3P8,124,35.0,19.0,7.0,12.0,4.0,2.0,11.0,6.0,3.0,5.0,5.0,2.0
456,ROBERTA PLACE,503 Essa Road,"Barrie, L4N9E4",North Simcoe Muskoka,Barrie Long Term Care Centre Inc.,,For-Profit,Home with approximately 140 beds,Yes,Yes,No,Yes,,Barrie, L4N9E4,140,38.0,22.0,18.0,16.0,6.0,6.0,13.0,10.0,9.0,10.0,9.0,5.0
457,ROCKCLIFFE CARE COMMUNITY,3015 Lawrence Avenue East,"Scarborough, M1P2V7",Central East,Vigour Limited Partnership On Behalf Of Vigour General Partner Inc.,,For-Profit,Home with approximately 204 beds,Yes,Yes,Yes,Yes,,Scarborough, M1P2V7,204,35.0,27.0,21.0,19.0,14.0,11.0,11.0,8.0,7.0,6.0,6.0,5.0
458,ROCKWOOD TERRACE HOME FOR THE AGED,575 Saddler Street East P. O. Box 660,"Durham, N0G1R0",South West,Corporation Of The County Of Grey,,Municipal,Home with approximately 100 beds,No,Yes,Yes,No,,Durham, N0G1R0,100,28.0,10.0,5.0,5.0,1.0,1.0,16.0,4.0,3.0,3.0,3.0,
459,ROSE OF SHARON KOREAN LONG TERM CARE,17 Maplewood Avenue,"Toronto, M6C4B3",Toronto Central,Rose Of Sharon (Ontario) Retirement Community,Assured Care Consulting Inc.,Non-Profit,Home with approximately 60 beds,No,Yes,Yes,No,,Toronto, M6C4B3,60,14.0,5.0,2.0,4.0,,,1.0,1.0,1.0,,,
460,ROSEBRIDGE MANOR,131 Roses Bridge Road R. R. #2,"Jasper, K0G1G0",South East,0760444 B.C. Ltd. As General Partner On Behalf Of Omni Health Care Limited Partnership,,For-Profit,Home with approximately 78 beds,No,Yes,Yes,Yes,,Jasper, K0G1G0,78,24.0,14.0,5.0,9.0,3.0,1.0,10.0,8.0,4.0,1.0,,
461,ROSEDALE CENTRE,507- 8th Avenue P.O. Box 70,"Matheson, P0K1N0",North East,Bingham Memorial Hospital,,Non-Profit,Home with approximately 20 beds,No,Yes,Yes,No,,Matheson, P0K1N0,20,14.0,7.0,3.0,1.0,,,7.0,2.0,2.0,2.0,2.0,
462,ROYAL OTTAWA PLACE,1145 Carling Avenue,"Ottawa, K1Z7K4",Champlain,Royal Ottawa Health Care Group,,Non-Profit,Home with approximately 70 beds,Yes,Yes,Yes,Yes,,Ottawa, K1Z7K4,70,23.0,15.0,8.0,5.0,5.0,4.0,10.0,4.0,2.0,6.0,4.0,3.0
463,ROYAL ROSE PLACE,635 Prince Charles Drive North,"Welland, L3C0C7",Hamilton Niagara Haldimand Brant (Hnhb),859530 Ontario Inc. (Operating As Jarlette Health Services),,For-Profit,Home with approximately 96 beds,No,No,No,No,,Welland, L3C0C7,96,13.0,13.0,8.0,3.0,3.0,2.0,4.0,4.0,2.0,3.0,3.0,2.0
464,ROYAL TERRACE,600 White's Road,"Palmerston, N0G2P0",Waterloo Wellington,Shanti Enterprises Limited,,For-Profit,Home with approximately 67 beds,No,Yes,Yes,Yes,,Palmerston, N0G2P0,67,23.0,13.0,6.0,5.0,3.0,,11.0,6.0,5.0,4.0,3.0,1.0
465,SAINT LUKE'S PLACE,1624 Franklin Boulevard,"Cambridge, N3C3P4",Waterloo Wellington,Saint Luke's Place,,Non-Profit,Home with approximately 114 beds,No,Yes,Yes,Yes,,Cambridge, N3C3P4,114,30.0,18.0,7.0,14.0,10.0,4.0,11.0,5.0,3.0,3.0,3.0,2.0
466,SANDFIELD PLACE,220 Emma Street,"Cornwall, K6J5V8",Champlain,458422 Ontario Limited,,For-Profit,Home with approximately 53 beds,No,Yes,Yes,Yes,,Cornwall, K6J5V8,53,26.0,20.0,10.0,11.0,8.0,4.0,8.0,6.0,3.0,3.0,3.0,2.0
467,SANTÉ MANITOUWADGE HEALTH,1 Health Care Crescent,"Manitouwadge, P0T2C0",North West,Sante Manitouwadge Health,,Non-Profit,Home with approximately 9 beds,No,Yes,Yes,Yes,,Manitouwadge, P0T2C0,9,12.0,7.0,3.0,1.0,1.0,,,,,7.0,4.0,2.0
468,SARA VISTA,27 Simcoe Street,"Elmvale, L0L1P0",North Simcoe Muskoka,Revera Long Term Care Inc.,,For-Profit,Home with approximately 60 beds,Yes,Yes,Yes,Yes,,Elmvale, L0L1P0,60,14.0,8.0,4.0,4.0,1.0,1.0,4.0,2.0,2.0,1.0,,
469,SARSFIELD COLONIAL HOME,2861 Colonial Road P.O. Box 130,"Sarsfield, K0A3E0",Champlain,2629693 Ontario Inc.,Taminagi Inc. (As Manager),For-Profit,Home with approximately 46 beds,No,Yes,Yes,Yes,"recipient no 346524 – sarsfield colonial home
comment - change in ownership effective february 19 2020. details transferred to recipient no 664183/ facility no nh1692
",Sarsfield, K0A3E0,46,62.0,42.0,12.0,27.0,14.0,2.0,13.0,8.0,4.0,18.0,16.0,4.0
470,SEAFORTH LONG TERM CARE HOME,100 James Street,"Seaforth, N0K1W0",South West,"Cvh (No. 8) Lp By Its General Partners, Southbridge Health Care Gp Inc. And Southbridge Care Homes (A Limited Partnership, By Its General Partner, Southbridge Care Homes Inc.)",,For-Profit,Home with approximately 63 beds,Yes,Yes,Yes,Yes,,Seaforth, N0K1W0,63,16.0,10.0,5.0,6.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0
471,SECORD TRAILS CARE COMMUNITY,263 Wonham Street South,"Ingersoll, N5C3P6",South West,Vigour Limited Partnership On Behalf Of Vigour General Partner Inc.,,For-Profit,Home with approximately 80 beds,Yes,Yes,Yes,Yes,,Ingersoll, N5C3P6,80,58.0,25.0,12.0,24.0,11.0,3.0,21.0,9.0,7.0,13.0,9.0,7.0
472,SENIORS' HEALTH CENTRE,2 Buchan Court,"North York, M2J5A3",Central,North York General Hospital,,Non-Profit,Home with approximately 192 beds,Yes,Yes,Yes,Yes,,North York, M2J5A3,192,33.0,21.0,8.0,13.0,8.0,3.0,7.0,5.0,4.0,11.0,6.0,3.0
473,SEVEN OAKS,9 Neilson Road,"Scarborough, M1E5E1",Central East,Toronto Long-term Care Homes And Services,,Municipal,Home with approximately 249 beds,Yes,Yes,Yes,Yes,,Scarborough, M1E5E1,249,47.0,32.0,20.0,21.0,15.0,9.0,17.0,11.0,7.0,8.0,8.0,5.0
474,SHALOM MANOR LONG TERM CARE HOME,12 Bartlett Avenue,"Grimsby, L3M4N5",Hamilton Niagara Haldimand Brant (Hnhb),Shalom Manor Long Term Care Home,,Non-Profit,Home with approximately 144 beds,No,Yes,Yes,No,,Grimsby, L3M4N5,144,20.0,12.0,9.0,7.0,4.0,4.0,7.0,4.0,4.0,2.0,2.0,2.0
475,SHALOM VILLAGE NURSING HOME,70 Macklin Street North,"Hamilton, L8S3S1",Hamilton Niagara Haldimand Brant (Hnhb),Shalom Village Nursing Home,,Non-Profit,Home with approximately 127 beds,No,Yes,Yes,Yes,,Hamilton, L8S3S1,127,21.0,15.0,7.0,7.0,3.0,2.0,3.0,2.0,2.0,5.0,5.0,2.0
476,SHELBURNE LONG TERM CARE HOME,200 Robert Street P.O. Box 156,"Shelburne, L0N1S1",Central West,"Cvh (No. 8) Lp By Its General Partners, Southbridge Health Care Gp Inc. And Southbridge Care Homes (A Limited Partnership, By Its General Partner, Southbridge Care Homes Inc.)",,For-Profit,Home with approximately 60 beds,Yes,Yes,Yes,Yes,,Shelburne, L0N1S1,60,22.0,15.0,9.0,9.0,4.0,3.0,4.0,2.0,1.0,6.0,6.0,4.0
477,SHEPHERD LODGE,3760 Sheppard Avenue East,"Toronto, M1T3K9",Central East,Shepherd Village Inc.,,Non-Profit,Home with approximately 252 beds,No,Yes,Yes,Yes,,Toronto, M1T3K9,252,48.0,23.0,15.0,22.0,11.0,8.0,12.0,7.0,5.0,12.0,5.0,4.0
478,SHERBOURNE PLACE,345 Sherbourne Street,"Toronto, M5A2S3",Toronto Central,Drs. Paul And John Rekai Centre,,Non-Profit,Home with approximately 126 beds,Yes,Yes,No,Yes,,Toronto, M5A2S3,126,31.0,17.0,5.0,14.0,6.0,2.0,9.0,3.0,1.0,4.0,4.0,1.0
479,SHERIDAN VILLA,2460 Truscott Drive,"Mississauga, L5J3Z8",Mississauga Halton,The Regional Municipality Of Peel,,Municipal,Home with approximately 142 beds,No,Yes,Yes,Yes,,Mississauga, L5J3Z8,142,25.0,13.0,8.0,12.0,7.0,5.0,6.0,2.0,2.0,4.0,2.0,1.0
480,SHERWOOD COURT LONG TERM CARE CENTRE,300 Ravineview Drive,"Maple, L6A3P8",Central,Axr Operating (National) Lp,,For-Profit,Home with approximately 96 beds,No,Yes,Yes,Yes,,Maple, L6A3P8,96,40.0,23.0,11.0,17.0,11.0,7.0,16.0,8.0,4.0,7.0,5.0,
481,SHERWOOD PARK MANOR,1814 County Road  #2 East,"Brockville, K6V5T1",South East,Sherwood Park Manor,,Non-Profit,Home with approximately 107 beds,No,Yes,Yes,No,,Brockville, K6V5T1,107,60.0,27.0,12.0,28.0,13.0,5.0,22.0,7.0,3.0,9.0,6.0,6.0
482,SILVERTHORN CARE COMMUNITY,4350 Mississauga Road,"Mississauga, L5M7C8",Mississauga Halton,Specialty Care Mississauga Inc.,,For-Profit,Home with approximately 160 beds,No,Yes,Yes,Yes,,Mississauga, L5M7C8,160,29.0,12.0,7.0,8.0,4.0,3.0,15.0,4.0,3.0,3.0,3.0,1.0
483,SIMCOE MANOR HOME FOR THE AGED,5988 - 8TH LINE Main Street East,"Beeton, L0G1A0",Central,Corporation Of The County Of Simcoe,,Municipal,Home with approximately 126 beds,Yes,Yes,Yes,Yes,,Beeton, L0G1A0,126,27.0,10.0,6.0,9.0,2.0,1.0,7.0,3.0,3.0,7.0,2.0,2.0
484,SMOOTH ROCK FALLS HOSPITAL,107 Kelly Road P.O. Box 219,"Smooth Rock Falls, P0L2B0",North East,Smooth Rock Falls Hospital,,Non-Profit,Home with approximately 20 beds,No,Yes,No,Yes,,Smooth Rock Falls, P0L2B0,20,17.0,10.0,5.0,1.0,,,6.0,3.0,3.0,4.0,2.0,1.0
485,SOUTH CENTENNIAL MANOR,240 Fyfe Street,"Iroquois Falls, P0K1E0",North East,Anson General Hospital,,Non-Profit,Home with approximately 69 beds,Yes,Yes,Yes,Yes,,Iroquois Falls, P0K1E0,69,23.0,17.0,11.0,2.0,2.0,2.0,9.0,5.0,3.0,9.0,6.0,3.0
486,SOUTHAMPTON CARE CENTRE,140 Grey Street P.O. Box 790,"Southampton, N0H2L0",South West,Southampton Care Centre Inc.,,For-Profit,Home with approximately 88 beds,Yes,Yes,Yes,Yes,,Southampton, N0H2L0,88,28.0,11.0,7.0,8.0,2.0,2.0,12.0,2.0,2.0,4.0,3.0,3.0
487,SOUTHBRIDGE LAKEHEAD,135 South Vickers Street,"Thunder Bay, P7E1J2",North West,"Cvh (No. 9) Lp By Its General Partners, Southbridge Health Care Gp Inc. And Southbridge Care Homes (A Limited Partnership, By Its General Partner, Southbridge Care Homes Inc.)",Extendicare (Canada) Inc.,For-Profit,Home with approximately 131 beds,No,Yes,Yes,Yes,,Thunder Bay, P7E1J2,131,76.0,29.0,9.0,21.0,7.0,1.0,19.0,9.0,4.0,31.0,11.0,2.0
488,SOUTHBRIDGE PINEWOOD,2625 Walsh Street East,"Thunder Bay, P7E2E5",North West,"Cvh (No. 9) Lp By Its General Partners, Southbridge Health Care Gp Inc. And Southbridge Care Homes (A Limited Partnership, By Its General Partner, Southbridge Care Homes Inc.)",,For-Profit,Home with approximately 128 beds,No,Yes,Yes,Yes,,Thunder Bay, P7E2E5,128,38.0,25.0,9.0,8.0,4.0,1.0,17.0,8.0,3.0,14.0,13.0,3.0
489,SOUTHBRIDGE ROSEVIEW,99 Shuniah Street,"Thunder Bay, P7A2Z2",North West,"Cvh (No. 9) Lp By Its General Partners, Southbridge Health Care Gp Inc. And Southbridge Care Homes (A Limited Partnership, By Its General Partner, Southbridge Care Homes Inc.)",,For-Profit,Home with approximately 157 beds,No,Yes,Yes,Yes,,Thunder Bay, P7A2Z2,157,41.0,18.0,10.0,13.0,6.0,4.0,17.0,5.0,3.0,11.0,7.0,4.0
490,SOUTHLAKE RESIDENTIAL CARE VILLAGE,640 Grace Street,"Newmarket, L3Y2L1",Central,Southlake Residential Care Village,Extendicare (Canada) Inc.,Non-Profit,Home with approximately 224 beds,No,Yes,Yes,Yes,,Newmarket, L3Y2L1,224,49.0,18.0,13.0,25.0,6.0,4.0,10.0,4.0,4.0,11.0,5.0,3.0
491,SPENCER HOUSE,835 West Ridge Blvd.,"Orillia, L3V8B3",North Simcoe Muskoka,Spencer House Inc.,2063414 Investment Lp,Non-Profit,Home with approximately 160 beds,No,Yes,Yes,Yes,,Orillia, L3V8B3,160,31.0,18.0,10.0,10.0,4.0,3.0,11.0,7.0,5.0,6.0,2.0,1.0
492,SPRINGDALE COUNTRY MANOR,2698 Clifford Line R. R. #5,"Peterborough, K9J6X6",Central East,0760444 B.C. Ltd. As General Partner On Behalf Of Omni Health Care Limited Partnership,,For-Profit,Home with approximately 68 beds,No,Yes,Yes,Yes,,Peterborough, K9J6X6,68,30.0,19.0,6.0,12.0,7.0,3.0,8.0,6.0,3.0,6.0,3.0,
493,SPRUCE LODGE HOME FOR THE AGED,643 West Gore Street,"Stratford, N5A1L4",South West,Spruce Lodge Home For The Aged,,Municipal,Home with approximately 128 beds,Yes,Yes,No,Yes,,Stratford, N5A1L4,128,44.0,23.0,7.0,24.0,13.0,2.0,13.0,5.0,4.0,4.0,4.0,2.0
494,SPRUCEDALE CARE CENTRE,96 Kittridge Avenue East,"Strathroy, N7G2A8",South West,Sprucedale Care Centre Inc.,C.D. Micallef Consulting Services Inc.,For-Profit,Home with approximately 96 beds,No,Yes,Yes,Yes,,Strathroy, N7G2A8,96,18.0,8.0,3.0,5.0,2.0,,8.0,3.0,3.0,,,
496,ST PATRICK'S HOME,2865 Riverside Drive,"Ottawa, K1V8N5",Champlain,St. Patrick's Home Of Ottawa Inc.,,Non-Profit,Home with approximately 202 beds,Yes,Yes,Yes,Yes,,Ottawa, K1V8N5,202,86.0,47.0,24.0,44.0,19.0,11.0,26.0,20.0,10.0,9.0,6.0,3.0
497,ST. ANDREW'S TERRACE LONG TERM CARE COMMUNITY,255 St. Andrew's Street,"Cambridge, N1S1P1",Waterloo Wellington,Steeves & Rozema Enterprises Limited,,For-Profit,Home with approximately 128 beds,No,Yes,Yes,Yes,,Cambridge, N1S1P1,128,52.0,22.0,9.0,16.0,8.0,3.0,24.0,7.0,3.0,8.0,7.0,2.0
498,ST. CLAIR O'CONNOR COMMUNITY NURSING HOME,2701 St Clair Avenue East,"East York, M4B3M3",Toronto Central,St. Clair O'connor Community Inc.,,Non-Profit,Home with approximately 25 beds,No,Yes,Yes,Yes,,East York, M4B3M3,25,9.0,6.0,1.0,1.0,,,2.0,2.0,1.0,,,
499,ST. GABRIEL'S VILLA OF SUDBURY,4690 Municipal Road 15,"Chelmsford, P0M1L0",North East,St. Joseph's Health Centre Of Sudbury,,Non-Profit,Home with approximately 128 beds,No,Yes,Yes,Yes,,Chelmsford, P0M1L0,128,73.0,50.0,28.0,22.0,14.0,8.0,21.0,16.0,12.0,29.0,21.0,8.0
500,ST. GEORGE CARE COMMUNITY,225 St. George Street,"Toronto, M5R2M2",Toronto Central,2063414 Ontario Limited As General Partner Of 2063414 Investment Lp,,For-Profit,Home with approximately 238 beds,Yes,Yes,Yes,Yes,,Toronto, M5R2M2,238,45.0,21.0,11.0,27.0,9.0,6.0,12.0,9.0,5.0,5.0,2.0,2.0
501,ST. JACQUES NURSING HOME,915 Notre Dame Street P. O. Box 870,"Embrun, K0A1W0",Champlain,412506 Ontario Ltd.,,Non-Profit,Home with approximately 60 beds,No,Yes,Yes,Yes,,Embrun, K0A1W0,60,50.0,34.0,8.0,18.0,10.0,4.0,10.0,8.0,4.0,10.0,6.0,
