name,address,LHIN,home_type,short_stay,residents_council,family_council,accreditation,additional_info,city,postal_code,total_inspections,5y_inspections,2y_inspections,total_complaints,5y_complaints,2y_complaints,total_critical,5y_critical,2y_critical,total_withOrders,5y_withOrders,2y_withOrders,cleaned_name,Confirmed Resident Cases,Resident Deaths,Confirmed Staff Cases,Status,number_beds,CSDname,CSDuid,latitude,longitude
REGENCY LONG TERM CARE HOME,66 Dorset Street East,Central East,For-Profit,Yes,Yes,Yes,Yes,,Port Hope, L1A1E3,26.0,13.0,4.0,5.0,2.0,,9.0,5.0,3.0,9.0,2.0,,regency long term care home,,,,,60.0,Port Hope,3514020.0,43.95079819,-78.28804066
REGENCY PARK LONG TERM CARE HOME,567 Victoria Avenue,Erie St. Clair,For-Profit,No,Yes,Yes,Yes,,Windsor, N9A4N1,28.0,15.0,8.0,15.0,6.0,4.0,8.0,5.0,4.0,1.0,1.0,1.0,regency park long term care home,0,0,<5,Active,72.0,Windsor,3537039.0,42.31362957,-83.03932361
REGINA GARDENS,536 Upper Paradise Road,Hamilton Niagara Haldimand Brant (Hnhb),Non-Profit,No,Yes,Yes,Yes,,Hamilton, L9C5E3,32.0,16.0,6.0,20.0,7.0,2.0,4.0,3.0,2.0,4.0,3.0,2.0,regina gardens,,0,,Inactive,128.0,Hamilton,3525005.0,43.23102399,-79.91358922
RESIDENCE PRESCOTT ET RUSSELL,"1020, Cartier Boulevard",Champlain,Municipal,Yes,Yes,Yes,Yes,,Hawkesbury, K6A1W7,54.0,28.0,10.0,12.0,6.0,2.0,23.0,10.0,6.0,11.0,6.0,4.0,residence prescott et russell,,,,,146.0,Hawkesbury,3502008.0,45.60023563,-74.61370539
RESIDENCE SAINT- LOUIS,879 Chemin Parc Hiawatha,Champlain,Non-Profit,Yes,Yes,Yes,Yes,,Ottawa, K1C2Z6,114.0,72.0,28.0,40.0,26.0,12.0,40.0,22.0,10.0,31.0,22.0,4.0,residence saint-louis,13,9,8,Active,198.0,Ottawa,3506008.0,45.48316947,-75.54547069
RICHMOND TERRACE,89 Rankin Avenue,Erie St. Clair,For-Profit,Yes,Yes,Yes,Yes,,Amherstburg, N9V1E7,62.0,35.0,15.0,41.0,21.0,8.0,15.0,8.0,6.0,2.0,2.0,1.0,richmond terrace,,,,,120.0,Amherstburg,3537028.0,42.10422443,-83.11025501
RIDEAUCREST HOME,175 Rideau Street,South East,Municipal,No,Yes,Yes,Yes,,Kingston, K7K3H6,69.0,42.0,20.0,24.0,13.0,9.0,33.0,21.0,9.0,8.0,3.0,1.0,rideaucrest home,,,,,170.0,Kingston,3510010.0,44.23807732,-76.48232850000002
RIDGEVIEW,385 Highland Road West,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,No,Yes,Yes,Yes,,Stoney Creek, L8J3X9,24.0,11.0,7.0,10.0,3.0,2.0,5.0,3.0,3.0,5.0,3.0,1.0,ridgeview,,,,,120.0,Hamilton,3525005.0,43.18766128,-79.80319278
RITZ LUTHERAN VILLA,"Part Lot 16, Con 2, Logan Twn R.R. #5",South West,Non-Profit,No,Yes,Yes,No,,Mitchell, N0K1N0,66.0,24.0,10.0,36.0,13.0,3.0,15.0,6.0,5.0,11.0,5.0,2.0,ritz lutheran villa,,,,,85.0,West Perth,3531025.0,43.478586,-81.191192
RIVER GLEN HAVEN NURSING HOME,160 High Street P.O. Box 368,Central,For-Profit,No,Yes,Yes,Yes,,Sutton West, L0E1R0,28.0,15.0,6.0,10.0,4.0,2.0,6.0,3.0,1.0,10.0,6.0,2.0,river glen haven nursing home,50,24,30,Active,119.0,Georgina,3519070.0,44.30394879999999,-79.36171604
RIVERBEND PLACE,650 Coronation Blvd.,Waterloo Wellington,For-Profit,No,Yes,Yes,Yes,,Cambridge, N1R7S6,17.0,11.0,5.0,4.0,1.0,,8.0,7.0,4.0,,,,riverbend place,,,,,54.0,Cambridge,3530010.0,43.37692539,-80.32575336
RIVERSIDE PLACE,3181 Meadowbrook Lane,Erie St. Clair,For-Profit,No,Yes,Yes,Yes,,Windsor, N8T0A4,50.0,23.0,11.0,25.0,11.0,6.0,17.0,8.0,5.0,1.0,1.0,,riverside place,,0,,Inactive,96.0,Windsor,3537039.0,42.29910898,-82.92755457
RIVERVIEW GARDENS,519 King Street West,Erie St. Clair,Municipal,Yes,Yes,Yes,No,,Chatham, N7M1G8,104.0,42.0,17.0,42.0,22.0,6.0,54.0,15.0,10.0,2.0,1.0,1.0,riverview gardens,,,,,320.0,Chatham-Kent,3536020.0,42.39921553,-82.19474266
RIVERVIEW MANOR NURSING HOME,1155 Water Street,Central East,For-Profit,No,Yes,Yes,Yes,,Peterborough, K9H3P8,35.0,19.0,7.0,12.0,4.0,2.0,11.0,6.0,3.0,5.0,5.0,2.0,riverview manor nursing home,,0,,Inactive,124.0,Peterborough,3515014.0,44.33636205,-78.3150222
ROBERTA PLACE,503 Essa Road,North Simcoe Muskoka,For-Profit,Yes,Yes,No,Yes,,Barrie, L4N9E4,38.0,22.0,18.0,16.0,6.0,6.0,13.0,10.0,9.0,10.0,9.0,5.0,roberta place,,,,,140.0,Barrie,3543042.0,44.34268529,-79.70744685
ROCKCLIFFE CARE COMMUNITY,3015 Lawrence Avenue East,Central East,For-Profit,Yes,Yes,Yes,Yes,,Scarborough, M1P2V7,35.0,27.0,21.0,19.0,14.0,11.0,11.0,8.0,7.0,6.0,6.0,5.0,rockcliffe care community,0,0,<5,Active,204.0,Toronto,3520005.0,43.75467751,-79.24789355
ROCKWOOD TERRACE HOME FOR THE AGED,575 Saddler Street East P. O. Box 660,South West,Municipal,No,Yes,Yes,No,,Durham, N0G1R0,28.0,10.0,5.0,5.0,1.0,1.0,16.0,4.0,3.0,3.0,3.0,,rockwood terrace home for the aged,,,,,100.0,West Grey,3542004.0,44.17446891,-80.80961509
ROSE OF SHARON KOREAN LONG TERM CARE,17 Maplewood Avenue,Toronto Central,Non-Profit,No,Yes,Yes,No,,Toronto, M6C4B3,14.0,5.0,2.0,4.0,,,1.0,1.0,1.0,,,,rose of sharon korean long term care,,,,,60.0,Toronto,3520005.0,43.68583989,-79.4218175
ROSEBRIDGE MANOR,131 Roses Bridge Road R. R. #2,South East,For-Profit,No,Yes,Yes,Yes,,Jasper, K0G1G0,24.0,14.0,5.0,9.0,3.0,1.0,10.0,8.0,4.0,1.0,,,rosebridge manor,,0,,Inactive,78.0,Merrickville-Wolford,3507052.0,44.84219285,-75.89019625
ROSEDALE CENTRE,507- 8th Avenue P.O. Box 70,North East,Non-Profit,No,Yes,Yes,No,,Matheson, P0K1N0,14.0,7.0,3.0,1.0,,,7.0,2.0,2.0,2.0,2.0,,rosedale centre,,,,,20.0,Black River-Matheson,3556014.0,48.53944263,-80.46973105
ROYAL OTTAWA PLACE,1145 Carling Avenue,Champlain,Non-Profit,Yes,Yes,Yes,Yes,,Ottawa, K1Z7K4,23.0,15.0,8.0,5.0,5.0,4.0,10.0,4.0,2.0,6.0,4.0,3.0,royal ottawa place,,,,,70.0,Ottawa,3506008.0,45.38854715,-75.72980265
ROYAL ROSE PLACE,635 Prince Charles Drive North,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,No,No,No,No,,Welland, L3C0C7,13.0,13.0,8.0,3.0,3.0,2.0,4.0,4.0,2.0,3.0,3.0,2.0,royal rose place,<5,18,<5,Active,96.0,Welland,3526032.0,43.00162217,-79.26928669
ROYAL TERRACE,600 White's Road,Waterloo Wellington,For-Profit,No,Yes,Yes,Yes,,Palmerston, N0G2P0,23.0,13.0,6.0,5.0,3.0,,11.0,6.0,5.0,4.0,3.0,1.0,royal terrace,,0,,Inactive,67.0,Minto,3523043.0,43.83992155,-80.84393637
SAINT LUKE'S PLACE,1624 Franklin Boulevard,Waterloo Wellington,Non-Profit,No,Yes,Yes,Yes,,Cambridge, N3C3P4,30.0,18.0,7.0,14.0,10.0,4.0,11.0,5.0,3.0,3.0,3.0,2.0,saint luke's place,,0,,Inactive,114.0,Cambridge,3530010.0,43.4253246,-80.31029116
SANDFIELD PLACE,220 Emma Street,Champlain,For-Profit,No,Yes,Yes,Yes,,Cornwall, K6J5V8,26.0,20.0,10.0,11.0,8.0,4.0,8.0,6.0,3.0,3.0,3.0,2.0,sandfield place,,,,,53.0,Cornwall,3501012.0,45.03749423,-74.75148549
SANTÉ MANITOUWADGE HEALTH,1 Health Care Crescent,North West,Non-Profit,No,Yes,Yes,Yes,,Manitouwadge, P0T2C0,12.0,7.0,3.0,1.0,1.0,,,,,7.0,4.0,2.0,sante manitouwadge health,,,,,9.0,Manitouwadge,3558066.0,49.12743949,-85.82432229
SARA VISTA,27 Simcoe Street,North Simcoe Muskoka,For-Profit,Yes,Yes,Yes,Yes,,Elmvale, L0L1P0,14.0,8.0,4.0,4.0,1.0,1.0,4.0,2.0,2.0,1.0,,,sara vista,,,,,60.0,Springwater,3543009.0,44.58237802,-79.86181752
SARSFIELD COLONIAL HOME,2861 Colonial Road P.O. Box 130,Champlain,For-Profit,No,Yes,Yes,Yes,"recipient no 346524 – sarsfield colonial home
comment - change in ownership effective february 19 2020. details transferred to recipient no 664183/ facility no nh1692
",Sarsfield, K0A3E0,62.0,42.0,12.0,27.0,14.0,2.0,13.0,8.0,4.0,18.0,16.0,4.0,sarsfield colonial home,,,,,46.0,Ottawa,3506008.0,45.440588,-75.347066
SEAFORTH LONG TERM CARE HOME,100 James Street,South West,For-Profit,Yes,Yes,Yes,Yes,,Seaforth, N0K1W0,16.0,10.0,5.0,6.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,seaforth long term care home,,,,,63.0,Huron East,3540040.0,43.55647627,-81.39760291
SECORD TRAILS CARE COMMUNITY,263 Wonham Street South,South West,For-Profit,Yes,Yes,Yes,Yes,,Ingersoll, N5C3P6,58.0,25.0,12.0,24.0,11.0,3.0,21.0,9.0,7.0,13.0,9.0,7.0,secord trails care community,0,0,7,Active,80.0,Ingersoll,3532018.0,43.03265541,-80.88305150000002
SENIORS' HEALTH CENTRE,2 Buchan Court,Central,Non-Profit,Yes,Yes,Yes,Yes,,North York, M2J5A3,33.0,21.0,8.0,13.0,8.0,3.0,7.0,5.0,4.0,11.0,6.0,3.0,seniors' health centre,,,,,192.0,Toronto,3520005.0,43.77304721,-79.36002319
SEVEN OAKS,9 Neilson Road,Central East,Municipal,Yes,Yes,Yes,Yes,,Scarborough, M1E5E1,47.0,32.0,20.0,21.0,15.0,9.0,17.0,11.0,7.0,8.0,8.0,5.0,seven oaks,18,41,21,Active,249.0,Toronto,3520005.0,43.78117732,-79.20432774
SHALOM MANOR LONG TERM CARE HOME,12 Bartlett Avenue,Hamilton Niagara Haldimand Brant (Hnhb),Non-Profit,No,Yes,Yes,No,,Grimsby, L3M4N5,20.0,12.0,9.0,7.0,4.0,4.0,7.0,4.0,4.0,2.0,2.0,2.0,shalom manor long term care home,,0,,Inactive,144.0,Grimsby,3526065.0,43.1869815,-79.52455129
SHALOM VILLAGE NURSING HOME,70 Macklin Street North,Hamilton Niagara Haldimand Brant (Hnhb),Non-Profit,No,Yes,Yes,Yes,,Hamilton, L8S3S1,21.0,15.0,7.0,7.0,3.0,2.0,3.0,2.0,2.0,5.0,5.0,2.0,shalom village nursing home,,,,,127.0,Hamilton,3525005.0,43.26411849,-79.89518251
SHELBURNE LONG TERM CARE HOME,200 Robert Street P.O. Box 156,Central West,For-Profit,Yes,Yes,Yes,Yes,,Shelburne, L0N1S1,22.0,15.0,9.0,9.0,4.0,3.0,4.0,2.0,1.0,6.0,6.0,4.0,shelburne long term care home,,18,,Inactive,60.0,Shelburne,3522021.0,44.08301872,-80.20421248
SHEPHERD LODGE,3760 Sheppard Avenue East,Central East,Non-Profit,No,Yes,Yes,Yes,,Toronto, M1T3K9,48.0,23.0,15.0,22.0,11.0,8.0,12.0,7.0,5.0,12.0,5.0,4.0,shepherd lodge,,0,,Inactive,252.0,Toronto,3520005.0,43.78271331,-79.29413397
SHERBOURNE PLACE,345 Sherbourne Street,Toronto Central,Non-Profit,Yes,Yes,No,Yes,,Toronto, M5A2S3,31.0,17.0,5.0,14.0,6.0,2.0,9.0,3.0,1.0,4.0,4.0,1.0,sherbourne place,19,19,10,Active,126.0,Toronto,3520005.0,43.66267759,-79.37266528
SHERIDAN VILLA,2460 Truscott Drive,Mississauga Halton,Municipal,No,Yes,Yes,Yes,,Mississauga, L5J3Z8,25.0,13.0,8.0,12.0,7.0,5.0,6.0,2.0,2.0,4.0,2.0,1.0,sheridan villa,10,<5,7,Active,142.0,Mississauga,3521005.0,43.51060205,-79.64829886
SHERWOOD COURT LONG TERM CARE CENTRE,300 Ravineview Drive,Central,For-Profit,No,Yes,Yes,Yes,,Maple, L6A3P8,40.0,23.0,11.0,17.0,11.0,7.0,16.0,8.0,4.0,7.0,5.0,,sherwood court long term care centre,,0,,Inactive,96.0,Vaughan,3519028.0,43.88950162,-79.51877245
SHERWOOD PARK MANOR,1814 County Road  #2 East,South East,Non-Profit,No,Yes,Yes,No,,Brockville, K6V5T1,60.0,27.0,12.0,28.0,13.0,5.0,22.0,7.0,3.0,9.0,6.0,6.0,sherwood park manor,,,,,107.0,Elizabethtown-Kitley,3507014.0,44.60514000000001,-75.662296
SILVERTHORN CARE COMMUNITY,4350 Mississauga Road,Mississauga Halton,For-Profit,No,Yes,Yes,Yes,,Mississauga, L5M7C8,29.0,12.0,7.0,8.0,4.0,3.0,15.0,4.0,3.0,3.0,3.0,1.0,silverthorn care community,0,0,<5,Active,160.0,Mississauga,3521005.0,43.56232545,-79.68858187
SIMCOE MANOR HOME FOR THE AGED,5988 - 8TH LINE Main Street East,Central,Municipal,Yes,Yes,Yes,Yes,,Beeton, L0G1A0,27.0,10.0,6.0,9.0,2.0,1.0,7.0,3.0,3.0,7.0,2.0,2.0,simcoe manor home for the aged,,,,,126.0,New Tecumseth,3543007.0,44.08139484,-79.77752875
SMOOTH ROCK FALLS HOSPITAL,107 Kelly Road P.O. Box 219,North East,Non-Profit,No,Yes,No,Yes,,Smooth Rock Falls, P0L2B0,17.0,10.0,5.0,1.0,,,6.0,3.0,3.0,4.0,2.0,1.0,smooth rock falls hospital,,,,,20.0,Smooth Rock Falls,3556048.0,49.272285,-81.610265
SOUTH CENTENNIAL MANOR,240 Fyfe Street,North East,Non-Profit,Yes,Yes,Yes,Yes,,Iroquois Falls, P0K1E0,23.0,17.0,11.0,2.0,2.0,2.0,9.0,5.0,3.0,9.0,6.0,3.0,south centennial manor,<5,0,0,Active,69.0,Iroquois Falls,3556031.0,48.76584185,-80.68247105
SOUTHAMPTON CARE CENTRE,140 Grey Street P.O. Box 790,South West,For-Profit,Yes,Yes,Yes,Yes,,Southampton, N0H2L0,28.0,11.0,7.0,8.0,2.0,2.0,12.0,2.0,2.0,4.0,3.0,3.0,southampton care centre,,,,,88.0,Saugeen Shores,3541045.0,44.48871523,-81.36830209
SOUTHBRIDGE LAKEHEAD,135 South Vickers Street,North West,For-Profit,No,Yes,Yes,Yes,,Thunder Bay, P7E1J2,76.0,29.0,9.0,21.0,7.0,1.0,19.0,9.0,4.0,31.0,11.0,2.0,southbridge lakehead,,,,,131.0,Thunder Bay,3558004.0,48.38274726,-89.25160776
SOUTHBRIDGE PINEWOOD,2625 Walsh Street East,North West,For-Profit,No,Yes,Yes,Yes,,Thunder Bay, P7E2E5,38.0,25.0,9.0,8.0,4.0,1.0,17.0,8.0,3.0,14.0,13.0,3.0,southbridge pinewood,,,,,128.0,Thunder Bay,3558004.0,48.37456045,-89.27416157
SOUTHBRIDGE ROSEVIEW,99 Shuniah Street,North West,For-Profit,No,Yes,Yes,Yes,,Thunder Bay, P7A2Z2,41.0,18.0,10.0,13.0,6.0,4.0,17.0,5.0,3.0,11.0,7.0,4.0,southbridge roseview,,,,,157.0,Thunder Bay,3558004.0,48.45042517,-89.21555166
SOUTHLAKE RESIDENTIAL CARE VILLAGE,640 Grace Street,Central,Non-Profit,No,Yes,Yes,Yes,,Newmarket, L3Y2L1,49.0,18.0,13.0,25.0,6.0,4.0,10.0,4.0,4.0,11.0,5.0,3.0,southlake residential care village,,0,,Inactive,224.0,Newmarket,3519048.0,44.05931585,-79.45092944
SPENCER HOUSE,835 West Ridge Blvd.,North Simcoe Muskoka,Non-Profit,No,Yes,Yes,Yes,,Orillia, L3V8B3,31.0,18.0,10.0,10.0,4.0,3.0,11.0,7.0,5.0,6.0,2.0,1.0,spencer house,,0,,Inactive,160.0,Orillia,3543052.0,44.60314495,-79.45390869
SPRINGDALE COUNTRY MANOR,2698 Clifford Line R. R. #5,Central East,For-Profit,No,Yes,Yes,Yes,,Peterborough, K9J6X6,30.0,19.0,6.0,12.0,7.0,3.0,8.0,6.0,3.0,6.0,3.0,,springdale country manor,,,,,68.0,Cavan Monaghan,3515013.0,44.23107203,-78.39679912
SPRUCE LODGE HOME FOR THE AGED,643 West Gore Street,South West,Municipal,Yes,Yes,No,Yes,,Stratford, N5A1L4,44.0,23.0,7.0,24.0,13.0,2.0,13.0,5.0,4.0,4.0,4.0,2.0,spruce lodge home for the aged,,,,,128.0,Stratford,3531011.0,43.36760056,-81.00083747
SPRUCEDALE CARE CENTRE,96 Kittridge Avenue East,South West,For-Profit,No,Yes,Yes,Yes,,Strathroy, N7G2A8,18.0,8.0,3.0,5.0,2.0,,8.0,3.0,3.0,,,,sprucedale care centre,,0,,Inactive,96.0,Strathroy-Caradoc,3539015.0,42.96355986,-81.62413493
ST PATRICK'S HOME,2865 Riverside Drive,Champlain,Non-Profit,Yes,Yes,Yes,Yes,,Ottawa, K1V8N5,86.0,47.0,24.0,44.0,19.0,11.0,26.0,20.0,10.0,9.0,6.0,3.0,st. patrick's home,<5,<5,<5,Active,288.0,Ottawa,3506008.0,45.36947155,-75.68903093
ST. ANDREW'S TERRACE LONG TERM CARE COMMUNITY,255 St. Andrew's Street,Waterloo Wellington,For-Profit,No,Yes,Yes,Yes,,Cambridge, N1S1P1,52.0,22.0,9.0,16.0,8.0,3.0,24.0,7.0,3.0,8.0,7.0,2.0,st. andrew's terrace long term care community,,0,,Inactive,128.0,Cambridge,3530010.0,43.34600049,-80.32871446
ST. CLAIR O'CONNOR COMMUNITY NURSING HOME,2701 St Clair Avenue East,Toronto Central,Non-Profit,No,Yes,Yes,Yes,,East York, M4B3M3,9.0,6.0,1.0,1.0,,,2.0,2.0,1.0,,,,st. clair o'connor community nursing home,,8,,Inactive,25.0,Toronto,3520005.0,43.7056131,-79.31276747
ST. GABRIEL'S VILLA OF SUDBURY,4690 Municipal Road 15,North East,Non-Profit,No,Yes,Yes,Yes,,Chelmsford, P0M1L0,73.0,50.0,28.0,22.0,14.0,8.0,21.0,16.0,12.0,29.0,21.0,8.0,st. gabriel's villa of sudbury,,0,,Inactive,128.0,Greater Sudbury / Grand Sudbury,3553005.0,46.57582100000001,-81.183418
ST. GEORGE CARE COMMUNITY,225 St. George Street,Toronto Central,For-Profit,Yes,Yes,Yes,Yes,,Toronto, M5R2M2,45.0,21.0,11.0,27.0,9.0,6.0,12.0,9.0,5.0,5.0,2.0,2.0,st. george care community,0,0,<5,Active,238.0,Toronto,3520005.0,43.67253289,-79.40161649
ST. JACQUES NURSING HOME,915 Notre Dame Street P. O. Box 870,Champlain,Non-Profit,No,Yes,Yes,Yes,,Embrun, K0A1W0,50.0,34.0,8.0,18.0,10.0,4.0,10.0,8.0,4.0,10.0,6.0,,st. jacques nursing home,,,,,60.0,Russell,3502048.0,45.27229585,-75.28638399
ST. JOSEPH'S AT FLEMING,659 Brealey Drive,Central East,Non-Profit,No,Yes,Yes,Yes,,Peterborough, K9K2R8,111.0,48.0,15.0,48.0,20.0,6.0,32.0,15.0,8.0,26.0,8.0,1.0,st. joseph's at fleming,,<5,,Inactive,200.0,Peterborough,3515014.0,44.26877564,-78.36982641
ST. JOSEPH'S CONTINUING CARE CENTRE,14 York Street,Champlain,Non-Profit,No,Yes,Yes,Yes,,Cornwall, K6J5T2,34.0,19.0,10.0,12.0,8.0,3.0,12.0,6.0,5.0,5.0,2.0,2.0,st. joseph's continuing care centre,,0,,Inactive,150.0,Cornwall,3501012.0,45.01462532,-74.73145128
"ST. JOSEPH'S HEALTH CENTRE, GUELPH",100 Westmount Road,Waterloo Wellington,Non-Profit,No,Yes,Yes,Yes,,Guelph, N1H5H8,42.0,19.0,3.0,15.0,9.0,2.0,15.0,2.0,,8.0,6.0,1.0,st. joseph's health centre - guelph,,,,,240.0,Guelph,3523008.0,43.549994,-80.272024
ST. JOSEPH'S LIFECARE CENTRE,99 Wayne Gretzky Parkway,Hamilton Niagara Haldimand Brant (Hnhb),Non-Profit,No,Yes,Yes,No,,Brantford, N3S6T6,30.0,18.0,15.0,10.0,5.0,5.0,11.0,6.0,5.0,5.0,5.0,3.0,st. joseph's lifecare centre,,0,,Inactive,205.0,Brantford,3529006.0,43.14553416,-80.23530631
ST. JOSEPH'S MANOR,70 Spine Road,North East,Non-Profit,Yes,Yes,Yes,Yes,,Elliot Lake, P5A1X2,39.0,22.0,10.0,13.0,5.0,2.0,9.0,7.0,4.0,15.0,8.0,2.0,st. joseph's manor,,,,,64.0,Elliot Lake,3557041.0,46.38484207,-82.66092821
"ST. JOSEPH'S VILLA, DUNDAS",56 Governor's Road,Hamilton Niagara Haldimand Brant (Hnhb),Non-Profit,Yes,Yes,Yes,Yes,,Dundas, L9H5G7,100.0,37.0,15.0,51.0,17.0,6.0,24.0,8.0,5.0,33.0,15.0,6.0,st. joseph's villa (dundas),,0,,Inactive,425.0,Hamilton,3525005.0,43.26175889,-79.95770113
"ST. JOSEPH'S VILLA, SUDBURY",1250 South Bay Road,North East,Non-Profit,No,Yes,Yes,Yes,,Sudbury, P3E6L9,39.0,21.0,10.0,14.0,6.0,2.0,11.0,9.0,6.0,10.0,5.0,1.0,"st. joseph's villa, sudbury",,<5,,Inactive,128.0,Greater Sudbury / Grand Sudbury,3553005.0,46.46661488,-80.96677167
ST. LAWRENCE LODGE,"1803 County Road, #2 East Postal Bag  #1130",South East,Municipal,No,Yes,Yes,No,,Brockville, K6V5T1,54.0,32.0,12.0,26.0,15.0,3.0,18.0,11.0,7.0,6.0,3.0,2.0,st. lawrence lodge,,,,,224.0,Elizabethtown-Kitley,3507014.0,44.60164641,-75.66542026
ST. PETER'S RESIDENCE AT CHEDOKE,125 Redfern Avenue,Hamilton Niagara Haldimand Brant (Hnhb),Non-Profit,No,Yes,Yes,Yes,,Hamilton, L9C7W9,37.0,17.0,10.0,17.0,3.0,3.0,13.0,8.0,5.0,8.0,4.0,1.0,st. peter's residence at chedoke,,,,,210.0,Hamilton,3525005.0,43.24048479,-79.92012482
STAYNER CARE CENTRE,"244 Main Street East 7308 Highway #26, P.O. Box 350",North Simcoe Muskoka,For-Profit,No,Yes,No,No,,Stayner, L0M1S0,15.0,10.0,5.0,3.0,2.0,1.0,3.0,3.0,3.0,5.0,3.0,1.0,stayner care centre,,,,,49.0,Clearview,3543005.0,44.41953308,-80.09109148
STIRLING HEIGHTS,200 Stirling Macgregor Drive,Waterloo Wellington,For-Profit,No,Yes,Yes,Yes,,Cambridge, N1S5B7,23.0,13.0,8.0,7.0,5.0,4.0,10.0,4.0,4.0,2.0,,,stirling heights,,0,,Inactive,110.0,Cambridge,3530010.0,43.33915669,-80.33371706
STIRLING MANOR NURSING HOME,218 Edward Street P.O. Box 220,South East,For-Profit,No,Yes,No,Yes,,Stirling, K0K3E0,35.0,19.0,6.0,10.0,5.0,3.0,12.0,8.0,2.0,5.0,1.0,,stirling manor nursing home,,,,,75.0,Stirling-Rawdon,3512020.0,44.30226088,-77.54846075
STONERIDGE MANOR,256 High Street,Champlain,For-Profit,No,Yes,Yes,Yes,,Carleton Place, K7C1X1,27.0,12.0,6.0,7.0,3.0,2.0,15.0,5.0,3.0,1.0,1.0,1.0,stoneridge manor,<5,6,0,Active,60.0,Carleton Place,3509028.0,45.13580539,-76.15419976
STRATHCONA LONG TERM CARE,465 Dublin Street,Waterloo Wellington,For-Profit,Yes,Yes,Yes,Yes,,Mount Forest, N0G2L3,30.0,13.0,7.0,8.0,3.0,1.0,9.0,4.0,4.0,11.0,6.0,2.0,strathcona long term care,,0,,Inactive,87.0,Wellington North,3523050.0,43.97509868,-80.73933974
STRATHMERE LODGE,599 Albert Street Box 5000,South West,Municipal,Yes,Yes,Yes,No,,Strathroy, N7G3J3,42.0,19.0,7.0,12.0,6.0,1.0,22.0,8.0,5.0,5.0,3.0,,strathmere lodge,,,,,160.0,Strathroy-Caradoc,3539015.0,42.95570205,-81.64392804
STREAMWAY VILLA,19 James Street West,Central East,For-Profit,No,Yes,No,Yes,,Cobourg, K9A2J8,24.0,11.0,6.0,9.0,2.0,2.0,6.0,2.0,2.0,5.0,3.0,1.0,streamway villa,,,,,59.0,Cobourg,3514021.0,43.96205389,-78.16781002
STREETSVILLE CARE COMMUNITY,1742 Bristol Road West,Mississauga Halton,For-Profit,No,Yes,Yes,Yes,,Mississauga, L5M1X9,22.0,10.0,4.0,6.0,1.0,,8.0,4.0,3.0,3.0,3.0,1.0,streetsville care community,,,,,118.0,Mississauga,3521005.0,43.58212646,-79.70532398
SUMAC LODGE,1464 Blackwell Road,Erie St. Clair,For-Profit,No,Yes,Yes,Yes,,Sarnia, N7S5M4,60.0,25.0,10.0,25.0,10.0,4.0,27.0,12.0,6.0,3.0,,,sumac lodge,,0,,Inactive,100.0,Sarnia,3538030.0,43.01031973,-82.34671616
SUMMIT PLACE,850-4Th Street East,South West,For-Profit,No,Yes,Yes,Yes,,Owen Sound, N4K6A3,29.0,12.0,8.0,10.0,3.0,2.0,11.0,4.0,3.0,4.0,3.0,3.0,summit place,,,,,119.0,Owen Sound,3542059.0,44.55878477,-80.92755656
SUN PARLOR HOME FOR SENIOR CITIZENS,175 Talbot Street East,Erie St. Clair,Municipal,No,Yes,Yes,No,,Leamington, N8H1L9,54.0,31.0,11.0,14.0,7.0,1.0,29.0,17.0,7.0,8.0,5.0,2.0,sun parlor home for senior citizens,<5,<5,<5,Active,206.0,Leamington,3537003.0,42.05585245,-82.58946575
SUNNYCREST NURSING HOME,1635 Dundas Street East,Central East,For-Profit,No,Yes,Yes,Yes,,Whitby, L1N2K9,57.0,21.0,6.0,25.0,9.0,3.0,16.0,8.0,2.0,13.0,3.0,2.0,sunnycrest nursing home,,0,,Inactive,136.0,Whitby,3518009.0,43.88695065,-78.90906825
SUNNYSIDE HOME,247 Franklin Street North,Waterloo Wellington,Municipal,Yes,Yes,Yes,Yes,,Kitchener, N2G4J3,84.0,41.0,14.0,30.0,16.0,3.0,47.0,20.0,9.0,5.0,5.0,2.0,sunnyside home,0,0,<5,Active,263.0,Kitchener,3530013.0,43.440994,-80.4451854
SUNSET MANOR HOME FOR SENIOR CITIZENS,49 Raglan Street,North Simcoe Muskoka,Municipal,Yes,Yes,Yes,Yes,,Collingwood, L9Y4X1,30.0,20.0,14.0,9.0,5.0,5.0,11.0,5.0,4.0,10.0,9.0,7.0,sunset manor home for senior citizens,,,,,150.0,Collingwood,3543031.0,44.50191069,-80.20123672
SUOMI-KOTI TORONTO NURSING HOME,795 Eglinton Avenue East,Toronto Central,Non-Profit,No,Yes,Yes,No,,Toronto, M4G4E4,14.0,7.0,3.0,2.0,,,4.0,3.0,2.0,2.0,1.0,1.0,suomi-koti toronto nursing home,,,,,34.0,Toronto,3520005.0,43.7131299,-79.36614148
TALL PINES LONG TERM CARE CENTRE,1001 Peter Robertson Blvd.,Central West,Municipal,No,Yes,Yes,Yes,,Brampton, L6R2Y3,28.0,14.0,9.0,11.0,5.0,3.0,8.0,4.0,4.0,9.0,6.0,3.0,tall pines long term care centre,,0,,Inactive,160.0,Brampton,3521010.0,43.75057309,-79.74244701
