Antipsychotic Medication Use (%)‡*,Depression (%)*,Falls (%)‡*,Home Name,Pain (%)*,Physical Restraints Use (%)‡*,Placements for referrals from all prior locations (days)◊α,Placements for referrals from community (days)◊α,Placements for referrals from hospital (days)◊α,Pressure Ulcers (%)‡*,cleaned_home_name,index,matched,name1,address,LHIN,home_type,short_stay,residents_council,family_council,accreditation,city,postal_code_x,total_inspections,5y_inspections,2y_inspections,total_complaints,5y_complaints,2y_complaints,total_critical,5y_critical,2y_critical,total_withOrders,5y_withOrders,2y_withOrders,cleaned_name,Confirmed Resident Cases,Resident Deaths,Confirmed Staff Cases,Status,CSDname,CSDuid,latitude,longitude,number_beds
7.3,27.4,20,Extendicare (Canada) Inc. - Manitoulin Centennial Manor Home for the Aged,5.2,0,146,181,LV,1,extendicare (canada) inc. - manitoulin centennial manor home for the aged,197.0,True,manitoulin centennial manor home for the aged,70 Robinson Street Postal Bag 460,North East,Municipal,No,Yes,No,No,Little Current, P0P1K0,26.0,12.0,6.0,7.0,2.0,1.0,11.0,5.0,3.0,10.0,3.0,1.0,manitoulin centennial manor home for the aged,,,,,Northeastern Manitoulin and the Islands,3551017.0,45.98389625,-81.93648973,60.0
24.5,12.3,16,Extendicare (Canada) Inc. - Manoir Marochel,0.3,3.1,237.5,181,LV,4.6,extendicare (canada) inc. - manoir marochel,198.0,True,manoir marochel,949 Montreal Road,Champlain,For-Profit,No,Yes,Yes,No,Ottawa, K1K0S6,115.0,68.0,22.0,29.0,14.0,4.0,34.0,18.0,10.0,43.0,30.0,4.0,manoir marochel,28,7,13,Active,Ottawa,3506008.0,45.44785486,-75.62821042,64.0
32.1,20.3,23.9,Extendicare (Canada) Inc. - Maple View,4.5,11,106,96,142,2.5,extendicare (canada) inc. - maple view,199.0,False,extendicare maple view of sault ste. marie,650 Northern Avenue,North East,For-Profit,No,Yes,Yes,Yes,Sault Ste. Marie, P6B4J3,46.0,39.0,24.0,16.0,14.0,10.0,16.0,12.0,7.0,17.0,15.0,7.0,extendicare maple view of sault ste. marie,,0,,Inactive,Sault Ste. Marie,3557061.0,46.5350635,-84.30335325,256.0
7.1,ST,9.9,Extendicare (Canada) Inc. - McCall Centre LTC Interim Unit,4.3,0,NR,NR,NR,ST,extendicare (canada) inc. - mccall centre long term care interim unit,200.0,True,mccall centre long term care interim unit,140 SHERWAY DRIVE,Mississauga Halton,Non-Profit,No,Yes,No,Yes,ETOBICOKE, M9C1A4,11.0,8.0,4.0,1.0,,,,,,2.0,2.0,2.0,mccall centre long term care interim unit,,0,,Inactive,Toronto,3520005.0,43.61006437,-79.56210244,21.0
27.5,10,22.4,Extendicare (Canada) Inc. - Medex,10.8,9.8,77.5,75,77,3.3,extendicare (canada) inc. - medex,201.0,False,extendicare medex,1865 Baseline Road,Champlain,For-Profit,No,Yes,No,Yes,Ottawa, K2C3K6,63.0,37.0,19.0,24.0,14.0,8.0,27.0,18.0,8.0,6.0,4.0,2.0,extendicare medex,,,,,Ottawa,3506008.0,45.35435184,-75.75821985,193.0
21.6,8.6,17.5,Extendicare (Canada) Inc. - Mississauga,2.1,0,327,327,LV,1.5,extendicare (canada) inc. - mississauga,202.0,False,extendicare mississauga,855 John Watt Boulevard,Mississauga Halton,For-Profit,No,Yes,Yes,Yes,Mississauga, L5W1G2,22.0,12.0,6.0,10.0,5.0,3.0,8.0,4.0,3.0,3.0,1.0,,extendicare mississauga,,,,,Mississauga,3521005.0,43.63238897,-79.72791359,140.0
21.3,30.1,18.4,Extendicare (Canada) Inc. - Mitchell Nursing Home,10.3,6.5,68,51.5,295.5,5.3,extendicare (canada) inc. - mitchell nursing home,203.0,True,mitchell nursing home,"184 Napier Street, S.S. #1",South West,Non-Profit,No,Yes,Yes,No,Mitchell, N0K1N0,34.0,10.0,5.0,14.0,5.0,2.0,9.0,2.0,2.0,6.0,1.0,1.0,mitchell nursing home,,,,,West Perth,3531025.0,43.47396537,-81.20189084,48.0
7.3,21.4,16.5,Extendicare (Canada) Inc. - New Orchard Lodge,14.8,4.2,84,71,160,0,extendicare (canada) inc. - new orchard lodge,204.0,False,extendicare new orchard lodge,99 New Orchard Avenue,Champlain,For-Profit,No,Yes,No,Yes,Ottawa, K2B5E6,30.0,18.0,6.0,12.0,9.0,3.0,14.0,6.0,3.0,,,,extendicare new orchard lodge,,,,,Ottawa,3506008.0,45.37526254,-75.77907516,111.0
24.5,28.4,20.4,Extendicare (Canada) Inc. - Orchard Villa LTC,7.4,1.2,204.5,213.5,263,3.6,extendicare (canada) inc. - orchard villa long term care,205.0,False,orchard villa,1955 Valley Farm Road,Central East,For-Profit,No,Yes,Yes,Yes,Pickering, L1V3R6,67.0,36.0,12.0,29.0,13.0,6.0,19.0,7.0,3.0,20.0,16.0,4.0,orchard villa,<5,69,7,Active,Pickering,3518001.0,43.84623863,-79.0826885,233.0
19.2,17.7,18.1,Extendicare (Canada) Inc. - Oshawa,15.5,3.4,223,280,132,2.3,extendicare (canada) inc. - oshawa,206.0,False,extendicare oshawa,82 Park Road North,Central East,For-Profit,Yes,Yes,Yes,Yes,Oshawa, L1J4L1,41.0,28.0,8.0,13.0,9.0,4.0,18.0,11.0,3.0,5.0,2.0,,extendicare oshawa,,0,,Inactive,Oshawa,3518013.0,43.89733765,-78.87514724,175.0
27.6,35.4,16.4,Extendicare (Canada) Inc. - Parisien Manor Nursing Home Cornwall,3.5,19.1,190,195,LV,3.8,extendicare (canada) inc. - parisien manor nursing home cornwall,207.0,False,parisien manor,439 Second Street East,Champlain,For-Profit,No,Yes,No,Yes,Cornwall, K6H1Z2,31.0,20.0,10.0,18.0,11.0,6.0,7.0,4.0,2.0,2.0,2.0,2.0,parisien manor,,,,,Cornwall,3501012.0,45.02136413,-74.71865558,65.0
5.7,32.4,13.5,Extendicare (Canada) Inc. - Parkview Manor Health Care Centre,8,0,45,LV,29,5.1,extendicare (canada) inc. - parkview manor health care centre,208.0,True,parkview manor health care centre,98-3rd Street South East P.O. Box 298,South West,For-Profit,No,Yes,Yes,Yes,Chesley, N0G1L0,17.0,11.0,7.0,5.0,1.0,1.0,3.0,2.0,2.0,8.0,8.0,4.0,parkview manor health care centre,,0,,Inactive,Arran-Elderslie,3541043.0,44.2983199,-81.091335,34.0
17,15.7,19.7,Extendicare (Canada) Inc. - Peterborough,12,0.5,268.5,412.5,154,0.8,extendicare (canada) inc. - peterborough,209.0,False,extendicare peterborough,80 Alexander Avenue,Central East,For-Profit,Yes,Yes,Yes,Yes,Peterborough, K9J6B4,31.0,20.0,11.0,13.0,7.0,4.0,10.0,7.0,5.0,3.0,2.0,1.0,extendicare peterborough,,,,,Peterborough,3515014.0,44.29856245,-78.34564511,174.0
15.2,41,21,Extendicare (Canada) Inc. - Pinecrest Nursing Home,2.1,0,153,149,162,1.5,extendicare (canada) inc. - pinecrest nursing home,210.0,False,pinecrest (plantagenet),101 Parent Street P.O. Box 250,Champlain,For-Profit,No,Yes,Yes,No,Plantagenet, K0B1L0,50.0,32.0,12.0,20.0,12.0,6.0,18.0,10.0,4.0,4.0,2.0,,pinecrest (plantagenet),23,11,<5,Active,Alfred and Plantagenet,3502023.0,45.5420141,-74.99812112,60.0
11.1,18.7,20.6,Extendicare (Canada) Inc. - Port Hope,7,4.7,377,363,LV,2.4,extendicare (canada) inc. - port hope,211.0,False,extendicare port hope,360 Croft Street,Central East,For-Profit,No,Yes,Yes,Yes,Port Hope, L1A4K8,29.0,21.0,5.0,12.0,5.0,2.0,9.0,8.0,3.0,5.0,4.0,,extendicare port hope,,,,,Port Hope,3514020.0,43.96724219,-78.28414406,128.0
6,15.1,7.9,Extendicare (Canada) Inc. - Port Perry Place,3.3,0,221.5,221.5,LV,2,extendicare (canada) inc. - port perry place,212.0,True,port perry place,15941 Simcoe Street,Central East,For-Profit,No,Yes,Yes,Yes,Port Perry, L9L1N5,50.0,27.0,6.0,28.0,16.0,4.0,12.0,7.0,2.0,8.0,4.0,1.0,port perry place,,,,,Scugog,3518020.0,44.11144499,-78.95044579,107.0
26.4,29.8,25.5,Extendicare (Canada) Inc. - Port Stanley,13.1,2.1,70,71.5,LV,5,extendicare (canada) inc. - port stanley,213.0,False,extendicare port stanley,4551 East Road,South West,For-Profit,Yes,Yes,Yes,Yes,Port Stanley, N5L1J6,31.0,18.0,8.0,7.0,2.0,,12.0,6.0,4.0,8.0,7.0,4.0,extendicare port stanley,,,,,Central Elgin,3534020.0,42.67066023,-81.20881357,60.0
15.9,30.2,18.6,Extendicare (Canada) Inc. - Rideaucrest Home,0.4,3.1,253.5,227.5,367,2.8,extendicare (canada) inc. - rideaucrest home,214.0,True,rideaucrest home,175 Rideau Street,South East,Municipal,No,Yes,Yes,Yes,Kingston, K7K3H6,69.0,42.0,20.0,24.0,13.0,9.0,33.0,21.0,9.0,8.0,3.0,1.0,rideaucrest home,,,,,Kingston,3510010.0,44.23807732,-76.48232850000002,170.0
2.9,19,12.8,Extendicare (Canada) Inc. - Ritz Lutheran Villa,9.7,2.6,144.5,176,LV,3.5,extendicare (canada) inc. - ritz lutheran villa,215.0,True,ritz lutheran villa,"Part Lot 16, Con 2, Logan Twn R.R. #5",South West,Non-Profit,No,Yes,Yes,No,Mitchell, N0K1N0,66.0,24.0,10.0,36.0,13.0,3.0,15.0,6.0,5.0,11.0,5.0,2.0,ritz lutheran villa,,,,,West Perth,3531025.0,43.478586,-81.191192,85.0
21.9,12.4,17.8,Extendicare (Canada) Inc. - Rouge Valley,8,0.4,261.5,260,LV,1.9,extendicare (canada) inc. - rouge valley,216.0,False,extendicare rouge valley,551 Conlins Road,Central East,For-Profit,Yes,Yes,Yes,Yes,Toronto, M1B5S1,35.0,23.0,11.0,14.0,9.0,3.0,9.0,6.0,4.0,7.0,5.0,2.0,extendicare rouge valley,,0,,Inactive,Toronto,3520005.0,43.80332132,-79.18867764,192.0
26.5,12.5,14.8,Extendicare (Canada) Inc. - Scarborough,3.5,0,123.5,170,123.5,3.5,extendicare (canada) inc. - scarborough,217.0,False,extendicare scarborough,3830 Lawrence Avenue East,Central East,For-Profit,Yes,Yes,Yes,Yes,Scarborough, M1G1R6,31.0,15.0,6.0,15.0,6.0,3.0,8.0,2.0,1.0,5.0,4.0,1.0,extendicare scarborough,40,14,22,Active,Toronto,3520005.0,43.76375641,-79.21012454,154.0
25,22,12,Extendicare (Canada) Inc. - Southlake Residential Care Village,2.4,0.8,243.5,183,LV,1.5,extendicare (canada) inc. - southlake residential care village,218.0,True,southlake residential care village,640 Grace Street,Central,Non-Profit,No,Yes,Yes,Yes,Newmarket, L3Y2L1,49.0,18.0,13.0,25.0,6.0,4.0,10.0,4.0,4.0,11.0,5.0,3.0,southlake residential care village,,0,,Inactive,Newmarket,3519048.0,44.05931585,-79.45092944,224.0
17.9,12.1,22.4,Extendicare (Canada) Inc. - Southwood Lakes,12.7,0,97.5,91.5,NR,3.3,extendicare (canada) inc. - southwood lakes,219.0,False,extendicare southwood lakes,1255 North Talbot Road,Erie St. Clair,For-Profit,No,Yes,Yes,Yes,Windsor, N9G3A4,100.0,30.0,14.0,71.0,19.0,9.0,19.0,5.0,4.0,3.0,2.0,1.0,extendicare southwood lakes,0,0,<5,Active,Windsor,3537039.0,42.24130106,-82.97743668,150.0
17.3,25.7,18,Extendicare (Canada) Inc. - St. Catharines,1.3,3.4,127,127,65,2.3,extendicare (canada) inc. - st. catharines,220.0,False,extendicare st. catharines,283 Pelham Road,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,No,Yes,Yes,Yes,St. Catharines, L2S1X7,27.0,16.0,9.0,11.0,5.0,5.0,9.0,4.0,3.0,7.0,6.0,2.0,extendicare st. catharines,,,,,St. Catharines,3526053.0,43.1300249,-79.2583408,153.0
23.1,27.6,20.7,Extendicare (Canada) Inc. - Starwood,6.6,3.4,80,175,45.5,0.5,extendicare (canada) inc. - starwood,221.0,False,extendicare starwood,114 Starwood Road,Champlain,For-Profit,No,Yes,Yes,Yes,Nepean, K2G3N5,54.0,26.0,14.0,25.0,12.0,6.0,21.0,10.0,7.0,5.0,1.0,1.0,extendicare starwood,,0,,Inactive,Ottawa,3506008.0,45.35366004,-75.75058715,192.0
23,26.3,16.8,Extendicare (Canada) Inc. - Tecumseh,12.7,2.2,148,148,NR,4.6,extendicare (canada) inc. - tecumseh,222.0,False,extendicare tecumseh,2475 St. Alphonse Street,Erie St. Clair,For-Profit,No,Yes,Yes,Yes,Tecumseh, N8N2X2,68.0,29.0,16.0,45.0,13.0,6.0,17.0,12.0,9.0,3.0,2.0,2.0,extendicare tecumseh,,0,,Inactive,Tecumseh,3537048.0,42.28214117,-82.88283156,128.0
17.8,7.4,14.1,Extendicare (Canada) Inc. - Tendercare Living Centre,0,1.3,484,485,LV,2,extendicare (canada) inc. - tendercare living centre,223.0,True,tendercare living centre,1020 McNicoll Avenue,Central East,For-Profit,No,Yes,No,Yes,Scarborough, M1W2J6,35.0,17.0,8.0,15.0,6.0,3.0,11.0,4.0,3.0,10.0,7.0,2.0,tendercare living centre,,<5,,Inactive,Toronto,3520005.0,43.80577041,-79.33598338,254.0
19.2,28.6,26.6,Extendicare (Canada) Inc. - The Pines,2.2,1.7,405,407,LV,3.2,extendicare (canada) inc. - the pines,224.0,True,the pines,98 Pine Street,North Simcoe Muskoka,Municipal,No,Yes,No,Yes,Bracebridge, P1L1N5,13.0,10.0,5.0,1.0,,,6.0,5.0,4.0,2.0,2.0,,the pines,,,,,Bracebridge,3544018.0,45.05169583,-79.29822038,160.0
31.2,21.2,14.7,Extendicare (Canada) Inc. - Timmins,19.4,0,55,135,42,2,extendicare (canada) inc. - timmins,225.0,False,extendicare timmins,62 St-Jean Avenue,North East,For-Profit,No,Yes,Yes,Yes,Timmins, P4R0A6,39.0,25.0,9.0,14.0,8.0,3.0,13.0,7.0,4.0,11.0,9.0,1.0,extendicare timmins,,0,,Inactive,Timmins,3556027.0,48.47746467,-81.37922804,180.0
15.8,11.7,12.4,Extendicare (Canada) Inc. - Tri-Town,2.1,0,106,LV,199,0.8,extendicare (canada) inc. - tri-town,226.0,False,extendicare tri-town,143 Bruce Street P.O. Box 999,North East,For-Profit,Yes,Yes,Yes,Yes,Haileybury, P0J1K0,17.0,12.0,5.0,7.0,4.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,extendicare tri-town,,,,,Temiskaming Shores,3554020.0,47.4407208,-79.63014404,60.0
18.4,9.9,26.3,Extendicare (Canada) Inc. - Van Daele,10.8,0.5,212.5,171,492,1.3,extendicare (canada) inc. - van daele,227.0,False,extendicare van daele,39 Van Daele Street,North East,For-Profit,Yes,Yes,Yes,Yes,Sault Ste Marie, P6B4V3,22.0,12.0,9.0,6.0,4.0,4.0,6.0,3.0,3.0,4.0,2.0,1.0,extendicare van daele,,,,,Sault Ste. Marie,3557061.0,46.5295084,-84.32443156,100.0
17.7,23.9,9.3,Extendicare (Canada) Inc. - Villa Colombo Homes for the Aged Inc.,0.4,6.9,223,210.5,LV,1.9,extendicare (canada) inc. - villa colombo homes for the aged inc.,228.0,False,villa colombo homes for the aged,40 Playfair Avenue,Central,Non-Profit,Yes,Yes,Yes,Yes,Toronto, M6B2P9,54.0,33.0,14.0,20.0,11.0,6.0,23.0,13.0,7.0,13.0,11.0,3.0,villa colombo homes for the aged,9,<5,11,Active,Toronto,3520005.0,43.71064079,-79.45648501,391.0
11.3,33.1,14.5,Extendicare (Canada) Inc. - Warkworth Place,1.5,9,185.5,185.5,LV,4.5,extendicare (canada) inc. - warkworth place,229.0,True,warkworth place,97 Mill Street P.O. Box 68,Central East,For-Profit,Yes,Yes,No,Yes,Warkworth, K0K3K0,24.0,13.0,4.0,10.0,7.0,3.0,8.0,3.0,1.0,3.0,1.0,,warkworth place,,,,,Trent Hills,3514045.0,44.19868555,-77.89304385,60.0
9.9,16,22.4,Extendicare (Canada) Inc. - Wellington House Nursing Home,7.6,0,189,189,NR,4.5,extendicare (canada) inc. - wellington house nursing home,230.0,True,wellington house nursing home,990 Edward Street North P.O. Box 1510,South East,For-Profit,No,Yes,Yes,No,Prescott, K0E1T0,57.0,17.0,7.0,28.0,7.0,4.0,15.0,5.0,2.0,17.0,2.0,,wellington house nursing home,,,,,Prescott,3507008.0,44.71934,-75.51915,60.0
25.9,7.6,20.8,Extendicare (Canada) Inc. - West End Villa,7.9,3,67,104,49,4.4,extendicare (canada) inc. - west end villa,231.0,False,extendicare west end villa,2179 Elmira Drive,Champlain,For-Profit,No,Yes,Yes,Yes,Ottawa, K2C3S1,104.0,57.0,20.0,56.0,32.0,10.0,41.0,21.0,9.0,5.0,1.0,1.0,extendicare west end villa,,0,,Inactive,Ottawa,3506008.0,45.35438354,-75.77592346,242.0
17.7,9.5,15.6,Extendicare (Canada) Inc. - West Park LTC Centre,5,3.1,159,159,LV,1,extendicare (canada) inc. - west park long term care centre,232.0,True,west park long term care centre,82 Buttonwood Avenue,Toronto Central,Non-Profit,Yes,Yes,Yes,Yes,Toronto, M6M2J5,63.0,30.0,13.0,41.0,18.0,7.0,12.0,6.0,4.0,14.0,7.0,5.0,west park long term care centre,41,25,11,Active,Toronto,3520005.0,43.68933979,-79.50788773,200.0
21.2,26,16.9,Extendicare (Canada) Inc. - Wyndham Manor LTC Centre,3.1,4.3,200.5,224,LV,1.8,extendicare (canada) inc. - wyndham manor long term care centre,233.0,True,wyndham manor long term care centre,291 Reynolds Street,Mississauga Halton,Non-Profit,No,Yes,Yes,Yes,Oakville, L6J3L5,35.0,9.0,7.0,12.0,2.0,2.0,12.0,3.0,3.0,8.0,2.0,2.0,wyndham manor long term care centre,<5,0,<5,Active,Oakville,3524001.0,43.45245024,-79.67269066,128.0
27.4,13.1,21.3,Extendicare (Canada) Inc. - York,16.7,5.1,60,71,49.5,4.2,extendicare (canada) inc. - york,234.0,False,extendicare york,333 York Street,North East,For-Profit,Yes,Yes,Yes,Yes,Sudbury, P3E5J3,63.0,34.0,14.0,24.0,11.0,5.0,23.0,12.0,6.0,16.0,10.0,2.0,extendicare york,,0,,Inactive,Greater Sudbury / Grand Sudbury,3553005.0,46.47514368,-81.00771419,288.0
35.2,7.7,14.2,Fiddick's Nursing Home Ltd - Fiddick's Nursing Home,25.3,0,70,104.5,13,2.9,fiddick's nursing home ltd - fiddick's nursing home,236.0,True,fiddick's nursing home,437 First Avenue P.O. Box 340,Erie St. Clair,For-Profit,No,Yes,Yes,Yes,Petrolia, N0N1R0,37.0,23.0,12.0,16.0,10.0,3.0,12.0,7.0,5.0,3.0,3.0,2.0,fiddick's nursing home,,,,,Petrolia,3538019.0,42.877897,-82.135951,92.0
21.7,18.9,22.1,Finlandia Nursing Home Ltd - Finlandia Hoivakoti Nursing Home Limited,2.4,1.2,132.5,133,188.5,1.8,finlandia nursing home ltd - finlandia hoivakoti nursing home limited,237.0,False,finlandia hoivakoti nursing home,233 Fourth Avenue,North East,For-Profit,Yes,Yes,Yes,Yes,Sudbury, P3B4C3,42.0,18.0,7.0,16.0,4.0,2.0,14.0,8.0,3.0,7.0,5.0,1.0,finlandia hoivakoti nursing home,,0,,Inactive,Greater Sudbury / Grand Sudbury,3553005.0,46.48424888,-80.92711026,112.0
21.2,16.4,14.9,Foyer Hearst - Mattice - Soin De Sante - Foyer des Pionniers,30.7,8.3,406,394.5,LV,0.9,foyer hearst - mattice - soin de sante - foyer des pionniers,238.0,False,foyer des pionniers,67 15th Street P.O. Box 1538,North East,Non-Profit,Yes,Yes,Yes,No,Hearst, P0L1N0,19.0,14.0,8.0,1.0,,,8.0,6.0,6.0,3.0,3.0,1.0,foyer des pionniers,,,,,Hearst,3556076.0,49.684844700000006,-83.67961927,67.0
13.3,34.7,21.1,Foyer Richelieu (Welland) Inc. - Foyer Richelieu Welland,7,0.3,128,128,NR,5.2,foyer richelieu (welland) inc. - foyer richelieu welland,239.0,True,foyer richelieu welland,655 Tanguay Avenue,Hamilton Niagara Haldimand Brant (Hnhb),Non-Profit,No,Yes,Yes,No,Welland, L3B6A1,43.0,21.0,8.0,28.0,8.0,5.0,3.0,3.0,3.0,8.0,6.0,,foyer richelieu welland,,,,,Welland,3526032.0,42.99062027,-79.22461408,63.0
18.6,35.4,15.7,Gem Health Care Group Ltd - Groves Park Lodge,6.8,0,230,234,LV,5.2,gem health care group ltd - groves park lodge,240.0,True,groves park lodge,470 Raglan Street North,Champlain,For-Profit,Yes,Yes,Yes,Yes,Renfrew, K7V1P5,19.0,14.0,8.0,4.0,3.0,2.0,10.0,7.0,5.0,3.0,3.0,2.0,groves park lodge,,,,,Renfrew,3547048.0,45.48151172,-76.69696907,90.0
23.1,18.3,12,Genesis Gardens Inc. - Foyer St-Viateur Nursing Home,0,20.3,75,75,69,3.3,genesis gardens inc. - foyer st-viateur nursing home,241.0,True,foyer st-viateur nursing home,1003 Limoges Road South,Champlain,For-Profit,No,Yes,Yes,Yes,Limoges, K0A2M0,66.0,30.0,10.0,24.0,4.0,,13.0,8.0,6.0,23.0,14.0,2.0,foyer st-viateur nursing home,,,,,The Nation / La Nation,3502025.0,45.29369315,-75.22846107,57.0
33.1,32.2,16.3,Gibson Holdings (Ontario) Ltd - Helen Henderson Nursing Home,9.6,15.8,152,156,LV,3.3,gibson holdings (ontario) ltd - helen henderson nursing home,243.0,True,helen henderson nursing home,343 Amherst Drive,South East,For-Profit,No,Yes,Yes,Yes,Amherstview, K7N1X3,59.0,28.0,10.0,29.0,12.0,3.0,14.0,9.0,5.0,6.0,2.0,2.0,helen henderson nursing home,,,,,Loyalist,3511005.0,44.22539531,-76.66374476,104.0
25,45.1,14.5,Golden Dawn Senior Citizen Home - Golden Dawn Nursing Home,10.4,0.6,24.5,35,22,3.1,golden dawn senior citizen home - golden dawn nursing home,244.0,True,golden dawn nursing home,80 Main Street P. O. Box 129,South West,Non-Profit,No,Yes,Yes,No,Lion's Head, N0H1W0,17.0,10.0,5.0,5.0,3.0,2.0,2.0,1.0,1.0,9.0,7.0,4.0,golden dawn nursing home,,0,,Inactive,Northern Bruce Peninsula,3541069.0,44.98706902,-81.25537981,45.0
26.1,33.3,16.8,Grace Villa Ltd - Grace Villa Nursing Home,4.1,0.5,34,44.5,15,5.3,grace villa ltd - grace villa nursing home,245.0,True,grace villa nursing home,45 Lockton Crescent,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,No,Yes,No,Yes,Hamilton, L8V4V5,81.0,26.0,12.0,37.0,10.0,5.0,13.0,6.0,5.0,31.0,13.0,4.0,grace villa nursing home,,0,,Inactive,Hamilton,3525005.0,43.21147629,-79.84709659,184.0
15.4,30.8,20,Haldimand War Memorial Hospital - Edgewater Gardens LTC Centre,9.3,19.5,483,483,LV,1.8,haldimand war memorial hospital - edgewater gardens long term care centre,247.0,True,edgewater gardens long term care centre,428 Broad Street West,Hamilton Niagara Haldimand Brant (Hnhb),Non-Profit,No,Yes,Yes,Yes,Dunnville, N1A1T3,21.0,15.0,10.0,10.0,6.0,5.0,3.0,2.0,2.0,6.0,5.0,2.0,edgewater gardens long term care centre,,,,,Haldimand County,3528018.0,42.90614674,-79.625957,64.0
24.2,33.6,15.1,Haliburton Highlands Health Services - Hyland Crest,17.9,21.6,328,321,LV,4,haliburton highlands health services - hyland crest,248.0,True,hyland crest,6 McPherson Street P.O. Box 30,Central East,Municipal,Yes,Yes,Yes,Yes,Minden, K0M2K0,22.0,13.0,8.0,3.0,1.0,,11.0,7.0,7.0,7.0,4.0,2.0,hyland crest,,,,,Minden Hills,3546015.0,44.92594814,-78.72985369,62.0
13.3,32.7,9.6,Hanover Nursing Home Ltd - Hanover Care Centre,0.6,12,40,43.5,40,5.7,hanover nursing home ltd - hanover care centre,249.0,True,hanover care centre,700-19th Avenue,South West,For-Profit,No,Yes,No,No,Hanover, N4N3S6,22.0,13.0,4.0,7.0,3.0,1.0,6.0,4.0,3.0,4.0,2.0,,hanover care centre,,,,,Hanover,3542029.0,44.15991379,-81.01744915,41.0
20,23.5,8.4,Hellenic Home For The Aged Inc. - Scarborough,1,0,208,248,LV,2.5,hellenic home for the aged inc. - scarborough,251.0,False,hellenic home - scarborough,2411 Lawrence Avenue East,Central East,Non-Profit,Yes,Yes,Yes,Yes,Scarborough, M1P4X1,38.0,18.0,13.0,24.0,8.0,6.0,5.0,4.0,3.0,4.0,4.0,4.0,hellenic home - scarborough,42,14,14,Active,Toronto,3520005.0,43.74876471,-79.27408486,128.0
11.7,1.5,15.2,Heritage Nursing Homes Inc. - The Heritage Nursing Home,12.7,1,125,110,LV,2.2,heritage nursing homes inc. - the heritage nursing home,253.0,True,the heritage nursing home,1195 Queen Street East,Toronto Central,For-Profit,Yes,Yes,Yes,Yes,Toronto, M4M1L6,24.0,10.0,6.0,8.0,2.0,2.0,6.0,2.0,2.0,10.0,5.0,3.0,the heritage nursing home,,,,,Toronto,3520005.0,43.66272499,-79.33111227,201.0
28.2,22.6,15.7,Hillcrest Village Inc. - Hillcrest Village Care Centre,3.7,1.3,173,173,LV,2.1,hillcrest village inc. - hillcrest village care centre,255.0,True,hillcrest village care centre,255 Russell Street,North Simcoe Muskoka,For-Profit,No,Yes,Yes,Yes,Midland, L4R5L6,23.0,13.0,7.0,9.0,3.0,2.0,9.0,6.0,4.0,2.0,2.0,1.0,hillcrest village care centre,,,,,Midland,3543074.0,44.75357305,-79.87963994,164.0
20,18.1,16.9,Hilltop Manor Nursing Home Ltd - Hilltop Manor Nursing Home Limited,3.7,0,39,50,13,0.9,hilltop manor nursing home ltd - hilltop manor nursing home limited,256.0,False,hilltop manor nursing home (merrickville),1005 St Lawrence Street P.O. Box 430,South East,For-Profit,No,Yes,Yes,No,Merrickville, K0G1N0,41.0,12.0,5.0,22.0,4.0,2.0,4.0,3.0,1.0,8.0,2.0,1.0,hilltop manor nursing home (merrickville),,,,,Merrickville-Wolford,3507052.0,44.90918586,-75.83453904,60.0
8.4,31.3,21.1,Holland Christian Homes Inc. - Faith Manor Nursing Home,1.4,5.2,90.5,81,LV,2.3,holland christian homes inc. - faith manor nursing home,257.0,True,faith manor nursing home,7900 Mclaughlin Road South,Central West,Non-Profit,No,Yes,Yes,Yes,Brampton, L6Y5A7,39.0,18.0,6.0,15.0,4.0,2.0,11.0,4.0,2.0,12.0,8.0,3.0,faith manor nursing home,<5,<5,<5,Active,Brampton,3521010.0,43.65401717,-79.74139890000002,120.0
8.4,28.6,15.5,Holland Christian Homes Inc. - Grace Manor,0.2,0.7,102,102,LV,4.5,holland christian homes inc. - grace manor,258.0,True,grace manor,45 Kingknoll Drive,Central West,Non-Profit,No,Yes,Yes,Yes,Brampton, L6Y5P2,35.0,18.0,11.0,18.0,8.0,6.0,10.0,4.0,4.0,9.0,6.0,2.0,grace manor,7,11,<5,Active,Brampton,3521010.0,43.65294337,-79.74143790000002,120.0
